2010,4,1,0,0,15.36,131.6,1016.3,0,0.207,322.9
2010,4,1,0,5,15.06,130.2,1016,0.2,0.383,266.7
2010,4,1,0,10,14.96,129.7,1015.9,0,0.756,272
2010,4,1,0,15,14.89,130.6,1015.9,0,0.784,249.9
2010,4,1,0,20,14.93,130.2,1015.9,0,0.496,311.7
2010,4,1,0,25,14.96,130,1015.9,0.2,1.283,349.1
2010,4,1,0,30,14.99,127.4,1015.8,0,0.575,323.4
2010,4,1,0,35,14.96,128,1015.8,0.2,0.388,262.3
2010,4,1,0,40,15.03,127.5,1015.7,0,0.656,189.2
2010,4,1,0,45,14.96,124.8,1015.5,0.2,0.115,299
2010,4,1,0,50,15.1,124.1,1015.5,0,0.615,354.2
2010,4,1,0,55,15.1,120.5,1015.6,0,0.608,350.5
2010,4,1,1,0,15.2,117.9,1015.4,0,0.955,306.8
2010,4,1,1,5,15.06,117,1015.3,0,0.193,329
2010,4,1,1,10,15.13,119.2,1015.3,0,0.101,197.4
2010,4,1,1,15,15.13,121.3,1015.2,0.2,0.446,227.3
2010,4,1,1,20,15.1,123.3,1015.2,0,0.433,320.6
2010,4,1,1,25,15.13,124.5,1015.2,0,0.683,303.4
2010,4,1,1,30,15.03,126,1015.2,0,0.008,38.8
2010,4,1,1,35,15,126.4,1015.2,0,0.216,206.4
2010,4,1,1,40,14.9,126.9,1015.2,0,0.566,202.4
2010,4,1,1,45,14.93,127.6,1015.1,0,0.395,199.6
2010,4,1,1,50,14.83,127.7,1015.1,0,0.455,195.2
2010,4,1,1,55,14.77,128.9,1015.1,0,0.62,197
2010,4,1,2,0,14.8,129.7,1015.1,0,0.743,205.2
2010,4,1,2,5,14.7,130,1014.9,0,0.64,196.7
2010,4,1,2,10,14.63,130.3,1014.9,0,0.218,183.8
2010,4,1,2,15,14.6,130.6,1014.9,0,0.149,174.1
2010,4,1,2,20,14.33,130.9,1014.8,0,0,0
2010,4,1,2,25,14.33,131.1,1014.8,0,0,0
2010,4,1,2,30,14.26,131.4,1014.8,0,0,0
2010,4,1,2,35,14.23,132,1014.7,0,0.123,263.5
2010,4,1,2,40,14.17,131.7,1014.6,0,0.153,208.2
2010,4,1,2,45,14.03,131.6,1014.6,0,0.732,189
2010,4,1,2,50,13.9,131.8,1014.4,0,0.709,206.1
2010,4,1,2,55,13.93,131.8,1014.4,0,0.89,198.8
2010,4,1,3,0,13.8,132.1,1014.5,0,0.562,208.6
2010,4,1,3,5,13.73,132,1014.4,0,0.274,233.6
2010,4,1,3,10,13.7,132,1014.4,0,0.142,238.2
2010,4,1,3,15,13.56,132.4,1014.4,0,0,0
2010,4,1,3,20,13.53,132.7,1014.4,0,0,0
2010,4,1,3,25,13.4,132.3,1014.3,0,0.203,154.7
2010,4,1,3,30,13.5,132.8,1014.3,0,0.056,159.3
2010,4,1,3,35,13.43,132.9,1014.3,0,0,0
2010,4,1,3,40,13.4,133,1014.3,0,0.145,194.4
2010,4,1,3,45,13.27,132.9,1014.2,0,0.217,176.5
2010,4,1,3,50,13.27,133.1,1014.2,0,0.006,138.4
