"TIMESTAMP","RECORD","batt_volt_Min","radi_Avg","radi_Std"
"2019-08-14 15:31:10",121041,13.67,446.4,0.902
"2019-08-14 15:31:20",121042,13.67,440.6,2.259
"2019-08-14 15:31:30",121043,13.67,432.2,6.734
"2019-08-14 15:31:40",121044,13.66,427.5,3.274
"2019-08-14 15:31:50",121045,13.66,439.2,6.636
"2019-08-14 15:32:00",121046,13.65,433.8,3.169
"2019-08-14 15:32:10",121047,13.65,427.5,2.227
"2019-08-14 15:32:20",121048,13.65,423.7,0.928
"2019-08-14 15:32:30",121049,13.65,417.3,4.736
"2019-08-14 15:32:40",121050,13.64,412.2,0.649
"2019-08-14 15:32:50",121051,13.64,413.5,1.446
"2019-08-14 15:33:00",121052,13.64,411.4,1.029
"2019-08-14 15:33:10",121053,13.64,407.1,1.715
"2019-08-14 15:33:20",121054,13.63,403.4,0.44
"2019-08-14 15:33:30",121055,13.63,399.4,1.429
"2019-08-14 15:33:40",121056,13.63,398.3,0.809
"2019-08-14 15:33:50",121057,13.63,396.2,1.061
"2019-08-14 15:34:00",121058,13.62,395.2,0.65
"2019-08-14 15:34:10",121059,13.62,392.5,0.928
"2019-08-14 15:34:20",121060,13.62,387.5,0.992
"2019-08-14 15:34:30",121061,13.62,384.8,0.795
"2019-08-14 15:34:40",121062,13.62,382.8,0.852
"2019-08-14 15:34:50",121063,13.61,379.7,1.101
