Nivel de qualidade,Data,Hora UTC,Incerteza UTC,Lat,Lon,Incerteza Local ,Município ,Estado,Fenomeno,Itensidade,Informativo
3,20200814,2010,15,-263.799,-507.721,0.1,Irineópolis,SC,TOR,0.0,"Horário estimado pelo radar de Chapecó. Danos a residências e mato decepado perto de Rio Vermelho. Uma casa foi completamente destruída, ficou sem paredes. Carros foram jogados a metros de distância. Família foi arremessada para fora da casa. Coordenadas obtidas pela Defesa Civil em vistoria. O tornado foi filmado em algum ponto do município. Vídeo mostra destroços grandes circulando o tornado. https://www.youtube.com/watch?time_continue=2&v=RXxcbxqZaBo&feature=emb_logo. https://www.polemicaparaiba.com.br/videos-flagrantes/video-registra-momento-em-que-tornado-toca-o-chao-em-santa-catarina-assista/, https://www.atualfm.com.br/site/video-mostra-formacao-de-tornado-que-pode-ter-sido-responsavel-pela-destruicao-na-regiao-de-agua-doce-assista/, https://www.jmais.com.br/tornado-atingiu-pelo-menos-80-familias-no-interior-de-irineopolis/, https://ndmais.com.br/tempo/video-veja-como-ficou-o-interior-de-irineopolis-apos-passagem-de-tornado/, https://ndmais.com.br/tempo/video-veja-como-ficou-o-interior-de-irineopolis-apos-passagem-de-tornado/, https://omunicipio.com.br/video-moradores-registram-tornado-em-santa-catarina-confira-imagens/, https://www.jmais.com.br/vendaval-e-granizo-causam-estragos-em-irineopolis-e-em-porto-uniao/, https://colmeia.am.br/apos-tornado-familias-do-interior-de-irineopolis-contabilizam-prejuizos/, https://www.jmais.com.br/tornado-atingiu-pelo-menos-80-familias-no-interior-de-irineopolis/, https://www.cenariomt.com.br/mundo/em-santa-catarina-vitima-de-tornado-diz-que-foi-arremessado/"
3,20200814,2010,15,-263.867,-507.663,0.1,Irineópolis,SC,TOR,0.0,"Horário estimado pelo radar de Chapecó. Danos a árvores. Coordenadas obtidas pela Defesa Civil em vistoria. O tornado foi filmado em algum ponto do município. Igreja Assembleia de Deus da localidade de Rio Vermelho destruída. https://g1.globo.com/sc/santa-catarina/noticia/2020/08/15/videos-mostram-tornado-atingindo-cidade-do-norte-de-santa-catarina.ghtml, https://www.jmais.com.br/vendaval-e-granizo-causam-estragos-em-irineopolis-e-em-porto-uniao/, https://colmeia.am.br/apos-tornado-familias-do-interior-de-irineopolis-contabilizam-prejuizos/"
1,20200814,2010,15,-263.982,-507.198,3,Irineópolis,SC,TOR,0.0,"Horário estimado pelo radar de Chapecó. Danos nas localidades de Rio Branco e também de Boa Vista. https://www.jmais.com.br/vendaval-e-granizo-causam-estragos-em-irineopolis-e-em-porto-uniao/, https://colmeia.am.br/apos-tornado-familias-do-interior-de-irineopolis-contabilizam-prejuizos/"
1,20201103,1730,20,-274.414,-485.234,5,Florianópolis,SC,TOR,0.0,Horário estimado pelo radar de Morro da Igreja e relato via rede social. Tromba d'água filmada em Jurerê. https://www.instagram.com/p/CHJUU6GDGvy/?igshid=9tjr35nbjx8b
1,20210127,2015,20,-276.752,-486.561,0.1,Palhoça,SC,TOR,0.0,"Horário estimado pelo radar de Morro da Igreja. Landspout filmado destelhando casa e galhos grandes de árvores decepados. Rua Cristóvão Jacques, loteamento Portal da Barra, Bairro Barra do Aririu."
1,20210210,1130,120,-260.493,-486.162,10,Itapoá,SC,TOR,0.0,"Horário estimado por satélite. Tromba d'água filmada no Balneário Rainha. https://g1.globo.com/sc/santa-catarina/noticia/2021/02/10/fotos-nuvem-funil-chama-atencao-de-moradores-no-sul-de-sc.ghtml, https://visornoticias.com.br/video-tornado-e-registrado-no-mar-em-santa-catarina/"
1,20210305,2030,100,-268.634,-486.380,8,Navegantes,SC,TOR,0.0,Horário estimado pelo radar de Morro da Igreja. Tromba d'água avistada do litoral. https://www.instagram.com/p/CMDAGwbDhdM/?igshid=r0q0ct7ajllz
1,20210323,1835,20,-282.043,-487.073,15,Imbituba,SC,TOR,0.0,Horário estimado pelo radar de Morro da Igreja. Relato via rede social. Tromba d'água. https://www.instagram.com/p/CMx804qj6j7/
1,20210529,230,15,-273.769,-513.031,0.1,Campos Novos,SC,TOR,0.0,Horário estimado pelo radar de Morro da Igreja. Torre de energia destruída.
2,20210529,235,15,-273.803,-512.148,0.1,Campos Novos,SC,TOR,0.0,"Horário estimado pelo radar de Morro da Igreja. Quedas de árvores e 288 casas destelhadas na cidade. 2 feridos. Provável EF1. Estação do INMET neste ponto mediu 123.1 km/h. https://www.youtube.com/watch?v=Or4u6aER06U, https://www.youtube.com/watch?v=PtR8VqkjEN8, https://www.youtube.com/watch?v=cd7rcjfmeRU, https://www.instagram.com/p/CPiqsh3jeL6/?utm_medium=copy_link, https://www.lagesdiario.com.br/2021/05/tornado-atingiu-regiao-de-campo, https://clicrdc.com.br/tempo/defesa-civil-confirma-que-tornad https://clicrdc.com.br/tempo/defesa-civil-confirma-que-tornado-atingiu-o-municipio-de-campos-novos-sc/, https://www.radiocapinzal.am.br/noticias/estima-se-que-mais-de-200-residencias-foram-afetadas-pelo-temporal-em-campos-novos/16978, Ernesto Zortea, Cohab Boa Vista e Distrito Industrial . https://www.oestemais.com.br/clima/2021/05/29/carreta-e-tombada-pelo-vento-durante-tempestade-em-campos-novos/, https://ndmais.com.br/tempo/tempestade-deixa-rastro-de-destruicao-em-sc-com-queda-de-arvores-e-casas-destelhadas/, http://www.radiorural.com.br/noticias/43044-sem-transtornos-concordia-registra-mais-de-20mm-de-chuva-em-12-horas, https://www.nsctotal.com.br/noticias/temporal-provoca-estragos-e-apagao-em-cidades-de-sc, https://ndmais.com.br/tempo/destruicao-em-sc-foi-causada-por-tornado-ou-microexplosao-analisam-meteorologistas/, https://radiocacanjure.com.br/temporal-destelha-mais-de-60-casas-em-campos-novos/, https://www.sc.gov.br/noticias/temas/defesa-civil-e-bombeiros/defesa-civil-do-estado-confirma-passagem-de-tornado-em-campos-novos, https://www.folhaindependente.com.br/artigo/1-700-familias-foram-atingidas-pela-vendaval-duas-ficaram-feridas, https://www.sintonia.fm.br/noticias/alto-vale/geral/tornado-em-campos-novos-danifica-mais-de-280-casas-e-atinge-1-7-mil-pessoas-34470.html, https://centraldenoticias.radio.br/2021/05/31/tornado-em-sc-com-vento-de-mais-de-120km-h-danifica-mais-de-280-casas/, https://g1.globo.com/sc/santa-catarina/noticia/2021/05/31/cenario-de-guerra-foi-muito-desesperador-diz-dona-de-oficina-atingida-por-tornado-em-sc.ghtml, https://radiocidadeamiga.com.br/bombeiro-armazenense-relata-destruicao-causado-por-tornado-no-oeste-de-sc/"
2,20210529,235,15,-273.873,-512.183,0.5,Campos Novos,SC,TOR,0.0,"Horário estimado pelo radar de Morro da Igreja. Horário estimado pelo radar de Morro da Igreja. Estação da Epagri mediu 111 km/h, rajadas associadas ao tornado. Quedas de árvores dentro da EPAGRI. https://www.youtube.com/watch?v=Or4u6aER06U, https://www.youtube.com/watch?v=PtR8VqkjEN8, https://www.youtube.com/watch?v=cd7rcjfmeRU, https://www.instagram.com/p/CPiqsh3jeL6/?utm_medium=copy_link, https://www.lagesdiario.com.br/2021/05/tornado-atingiu-regiao-de-campo, https://clicrdc.com.br/tempo/defesa-civil-confirma-que-tornad https://clicrdc.com.br/tempo/defesa-civil-confirma-que-tornado-atingiu-o-municipio-de-campos-novos-sc/, https://www.radiocapinzal.am.br/noticias/estima-se-que-mais-de-200-residencias-foram-afetadas-pelo-temporal-em-campos-novos/16978, Ernesto Zortea, Cohab Boa Vista e Distrito Industrial . https://www.oestemais.com.br/clima/2021/05/29/carreta-e-tombada-pelo-vento-durante-tempestade-em-campos-novos/, https://ndmais.com.br/tempo/tempestade-deixa-rastro-de-destruicao-em-sc-com-queda-de-arvores-e-casas-destelhadas/, http://www.radiorural.com.br/noticias/43044-sem-transtornos-concordia-registra-mais-de-20mm-de-chuva-em-12-horas, https://www.nsctotal.com.br/noticias/temporal-provoca-estragos-e-apagao-em-cidades-de-sc, https://ndmais.com.br/tempo/destruicao-em-sc-foi-causada-por-tornado-ou-microexplosao-analisam-meteorologistas/, https://radiocacanjure.com.br/temporal-destelha-mais-de-60-casas-em-campos-novos/, https://www.sc.gov.br/noticias/temas/defesa-civil-e-bombeiros/defesa-civil-do-estado-confirma-passagem-de-tornado-em-campos-novos, https://www.folhaindependente.com.br/artigo/1-700-familias-foram-atingidas-pela-vendaval-duas-ficaram-feridas, https://www.sintonia.fm.br/noticias/alto-vale/geral/tornado-em-campos-novos-danifica-mais-de-280-casas-e-atinge-1-7-mil-pessoas-34470.html, https://centraldenoticias.radio.br/2021/05/31/tornado-em-sc-com-vento-de-mais-de-120km-h-danifica-mais-de-280-casas/, https://g1.globo.com/sc/santa-catarina/noticia/2021/05/31/cenario-de-guerra-foi-muito-desesperador-diz-dona-de-oficina-atingida-por-tornado-em-sc.ghtml, https://radiocidadeamiga.com.br/bombeiro-armazenense-relata-destruicao-causado-por-tornado-no-oeste-de-sc/"
1,20210529,235,15,-273.821,-512.429,0.2,Campos Novos,SC,TOR,0.0,Horário estimado pelo radar de Morro da Igreja. Destelhamento parcial de madereira. Teto de postado destruído e jogado a alguns metros. Caminhão virado. Mecânica destelhada e algumas árvores ao redor do posto decepadas.
1,20210529,235,15,-273.839,-512.370,0.1,Campos Novos,SC,TOR,0.0,Horário estimado pelo radar de Morro da Igreja. Casas parcialmente destelhadas. Mata de eucaliptos atrás da casa com algumas árvores decepadas.
1,20210529,235,15,-273.831,-512.331,0.1,Campos Novos,SC,TOR,0.0,Horário estimado pelo radar de Morro da Igreja. Casas parcialmente destelhadas.
1,20210529,235,15,-273.842,-512.276,0.1,Campos Novos,SC,TOR,0.0,Horário estimado pelo radar de Morro da Igreja. Casas destelhadas parcial e totalmente. Portões arrancados e postes derrubados.
1,20210529,235,15,-273.839,-512.121,0.1,Campos Novos,SC,TOR,0.0,Horário estimado pelo radar de Morro da Igreja. Vegetação decepada e acamada. Casas total e parcialmente destelhadas. Portões arracando. Postes derrubados. Telhas jogadas na fiação.
1,20210529,235,15,-273.822,-512.097,0.1,Campos Novos,SC,TOR,0.0,Horário estimado pelo radar de Morro da Igreja. Barracão da garagem da empresa Delta Aço colapsado.
1,20210529,235,15,-273.797,-512.084,0.1,Campos Novos,SC,TOR,0.0,Horário estimado pelo radar de Morro da Igreja. Destelhamento parcial da Escola Municipal Novos Campos.
1,20210529,235,15,-273.831,-512.020,0.1,Campos Novos,SC,TOR,0.0,Horário estimado pelo radar de Morro da Igreja. Destelhamentos na sede do Moto Clube Bixo do Mato. Floresta de Araucária dentro da sede com dezenas de árvores decepadas e arrancadas pela raíz.
1,20210529,240,15,-273.809,-511.866,0.5,Campos Novos,SC,TOR,0.0,Horário estimado pelo radar de Morro da Igreja. Matas de eucaliptos decepadas.
1,20210529,245,15,-273.831,-511.103,0.1,Campos Novos,SC,TOR,0.0,Horário estimado pelo radar de Morro da Igreja. Sítio com casas destelhadas e matas de araucárias decepadas. Observação feita por observadora treinada in loco (Thais Camassola).
2,20210529,245,15,-273.832,-510.992,0.1,Campos Novos,SC,TOR,0.0,Horário estimado pelo radar de Morro da Igreja. Sítio com matas de araucárias decepadas. Galhos grandes cravados no solo. Aves falecidas. Barracão de máquinas destruído e casas das sedes destelhadas. Fotos e observação feitas por observadora treinada.
1,20210529,245,15,-273.849,-510.755,0.1,Campos Novos,SC,TOR,0.0,Horário estimado pelo radar de Morro da Igreja. Mata de eucaliptos com rastro nítido (árvores decepadas).
2,20210529,245,15,-273.853,-510.613,0.1,Campos Novos,SC,TOR,0.0,Horário estimado pelo radar de Morro da Igreja. Sítio com as três casas da sede destelhadas parcial e totalmente. As matas de araucárias ao redor do sítio foram decepadas. Fotos e observação feitas por observadora treinada.
1,20220412,1045,45,-267.868,-485.937,5,Penha,SC,TOR,0.0,"Horário estimado por radar. Tromba d'agua filmada Praia de Armação do Itapocoroí. https://www.aconteceuemjoinville.com.br/video-tromba-dagua-impressiona-moradores-no-litoral-norte-catarinense/, https://www.nsctotal.com.br/noticias/tromba-dagua-em-praia-de-penha-impressiona-moradores-e-desperta-curiosidade-veja-video, https://ndmais.com.br/tempo/video-tromba-dagua-aparece-no-ceu-em-praia-de-sc-e-assusta-moradores-entenda-fenomeno/, https://twitter.com/ConexaoGeoClima/status/1513874977669492736, https://ocp.news/seguranca/video-tromba-dagua-se-forma-no-mar-em-penha, https://g1.globo.com/sc/santa-catarina/noticia/2022/04/13/tromba-dagua-se-forma-em-praia-de-sc-video.ghtml, https://ocp.news/seguranca/video-tromba-dagua-se-forma-no-mar-em-penha, https://globoplay.globo.com/v/10478848/, https://www.radiojmv.com.br/news-tromba-dagua-se-forma-em-praia-de-sc,-vIdeo"
2,20220622,2210,10,-272.494,-519.790,0.2,Concórdia,SC,TOR,0.0,Horário estimado por radar. Rasto com poucos danos em mata nativa. Arvores decepedas. Observado por satélite ambiental.
2,20220622,2210,10,-272.482,-519.738,0.2,Concórdia,SC,TOR,0.0,Horário estimado por radar. Rasto com poucos danos em mata nativa. Arvores decepedas. Observado por satélite ambiental.
2,20220622,2211,10,-272.498,-519.702,0.1,Concórdia,SC,TOR,0.0,"Horário estimado por radar. Casas destelhadas. Observado por satélite ambiental. https://www.youtube.com/watch?v=gjc-S57aEVM, https://www.oestemais.com.br/clima/2022/06/23/imagens-mostram-estragos-causados-pelo-forte-vendaval-em-concordia/, https://www.canalideal.com.br/noticia/vento-forte-arranca-bombas-de-combustivel-em-concordia, https://atualfm.com.br/vento-forte-deixa-rastro-de-destruicao-na-regiao-da-br-153-em-concordia-fotos/, https://radioalianca.com.br/concordia/noite-de-temporal-provoca-varios-estragos-em-parte-do-interior-de-concordia, https://www.radiorural.com.br/noticias/47661-chuva-causa-estragos-e-deixa-parte-de-concordia-sem-energia-eletrica, https://www.radiochapeco.com.br/2022/06/23/cordilheira-alta-e-atingida-por-forte-chuva-de-granizo/, https://www.radiorural.com.br/noticias/47661-chuva-causa-estragos-e-deixa-parte-de-concordia-sem-energia-eletrica, https://belosf7.com.br/vento-derruba-quatro-bombas-posto-combustiveis-concordia/?utm_source=rss&utm_medium=rss&utm_campaign=vento-derruba-quatro-bombas-posto-combustiveis-concordia, https://auonline.com.br/2022/06/97517.html"
2,20220622,2211,10,-272.522,-519.569,0.2,Concórdia,SC,TOR,0.0,Horário estimado por radar. Rasto com poucos danos em mata nativa. Arvores decepedas. Observado por satélite ambiental.
2,20220622,2212,10,-272.523,-519.419,0.2,Concórdia,SC,TOR,0.0,Horário estimado por radar. Rasto com poucos danos em mata nativa. Arvores decepedas. Observado por satélite ambiental.
2,20220622,2213,5,-272.533,-519.236,0.3,Concórdia,SC,TOR,0.0,Horário estimado por radar. Rasto com poucos danos em mata nativa. Arvores decepedas. Observado por satélite ambiental. Identificação de TDS através da variáveis polarimétricas do radar de Chapecó.
2,20220622,2214,5,-272.550,-519.181,0.3,Concórdia,SC,TOR,0.0,Horário estimado por radar. Rasto com poucos danos em mata nativa. Arvores decepedas. Observado por satélite ambiental. Identificação de TDS através da variáveis polarimétricas do radar de Chapecó.
2,20220622,2215,5,-272.581,-519.033,0.1,Concórdia,SC,TOR,0.0,Horário estimado por radar. Pequena parte de mata decepada. Observado por satélite ambiental. Identificação de TDS através da variáveis polarimétricas do radar de Chapecó.
2,20220622,2215,5,-272.571,-518.988,0.1,Concórdia,SC,TOR,0.0,Horário estimado por radar. Casa de fazenda destruída. Observado por satélite ambiental. Identificação de TDS através da variáveis polarimétricas do radar de Chapecó.
2,20220622,2215,5,-272.561,-518.944,0.2,Concórdia,SC,TOR,0.0,Horário estimado por radar. Grande área de mata nativa destruída. Observado por satélite ambiental. Identificação de TDS através da variáveis polarimétricas do radar de Chapecó.
2,20220622,2215,5,-272.586,-518.971,0.1,Concórdia,SC,TOR,0.0,Horário estimado por radar. Lavoura e árvores destruídas. Observado por satélite ambiental. Identificação de TDS através da variáveis polarimétricas do radar de Chapecó.
2,20220622,2216,5,-272.573,-518.898,0.2,Concórdia,SC,TOR,0.0,"Horário estimado por radar. Fazenda com aviário com 130x25 m colapsado, metade de galpão metálio destruído, 3 galpões de 30x15m totalmente destruídos, 2 aviários de 130 m totalmente destelhados, casa de alvenaria com destelhamento parcial. Observado por satélite ambiental. Identificação de TDS através da variáveis polarimétricas do radar de Chapecó. https://www.radiorural.com.br/noticias/47674-imagens-aereas-mostram-dimensao-de-estragos-apos-temporal-em-concordia, https://ndmais.com.br/meio-ambiente/defesa-civil-confirma-passagem-de-tornado-no-interior-de-concordia-na-ultima-quinta-feira/, https://g1.globo.com/sc/santa-catarina/noticia/2022/06/28/defesa-civil-de-sc-confirma-passagem-de-tornado-com-rajadas-de-vento-acima-de-100-kmh.ghtml, https://ndmais.com.br/tempo/defesa-civil-confirma-passagem-de-tornado-por-cidade-de-sc-na-ultima-semana/"
2,20220622,2216,5,-272.561,-518.853,0.1,Concórdia,SC,TOR,0.0,Horário estimado por radar. Árvores decepadas e destelhamentos em sede de fazenda. Observado por satélite ambiental. Identificação de TDS através da variáveis polarimétricas do radar de Chapecó.
2,20220622,2217,5,-272.577,-518.823,0.1,Concórdia,SC,TOR,0.0,Horário estimado por radar. Galpão destruído e arvores decepadas. Observado por satélite ambiental. Identificação de TDS através da variáveis polarimétricas do radar de Chapecó.
2,20220622,2217,5,-272.578,-518.819,0.1,Concórdia,SC,TOR,0.0,Horário estimado por radar. Fazenda com diversos galpões destruídos. Observado por satélite ambiental. Identificação de TDS através da variáveis polarimétricas do radar de Chapecó.
2,20220622,2217,5,-272.591,-518.762,0.3,Concórdia,SC,TOR,0.0,Horário estimado por radar. Mata totalmente decepada. Observado por satélite ambiental. Identificação de TDS através da variáveis polarimétricas do radar de Chapecó.
2,20220622,2218,5,-272.601,-518.711,0.2,Concórdia,SC,TOR,0.0,Horário estimado por radar. Mata totalmente decepadas. Observado por satélite ambiental. Identificação de TDS através da variáveis polarimétricas do radar de Chapecó.
2,20220622,2218,5,-272.632,-518.609,0.1,Concórdia,SC,TOR,0.0,Horário estimado por radar. Pequena parte de mata decepada. Observado por satélite ambiental. Identificação de TDS através da variáveis polarimétricas do radar de Chapecó.
2,20220622,2218,5,-272.624,-518.536,0.2,Concórdia,SC,TOR,0.0,Horário estimado por radar. Pequena parte de mata decepada. Observado por satélite ambiental. Identificação de TDS através da variáveis polarimétricas do radar de Chapecó.
2,20220622,2219,5,-272.630,-518.492,0.3,Concórdia,SC,TOR,0.0,Horário estimado por radar. Destelhamentos parciais de sedes de fazendas e algumas árvores decepadas. Observado por satélite ambiental. Identificação de TDS através da variáveis polarimétricas do radar de Chapecó.
2,20220622,2219,5,-272.613,-518.443,0.2,Concórdia,SC,TOR,0.0,Horário estimado por radar. Mata nativa totalmente decepada. Observado por satélite ambiental. Identificação de TDS através da variáveis polarimétricas do radar de Chapecó.
2,20220622,2220,5,-272.632,-518.334,0.1,Concórdia,SC,TOR,0.0,Horário estimado por radar. Sedes de fazenda parcialmente destruídas. Observado por satélite ambiental. Identificação de TDS através da variáveis polarimétricas do radar de Chapecó.
2,20220622,2221,5,-272.632,-518.385,0.2,Concórdia,SC,TOR,0.0,Horário estimado por radar. pequena parte de mata decepada. Observado por satélite ambiental. Identificação de TDS através da variáveis polarimétricas do radar de Chapecó.
2,20220622,2221,5,-272.619,-518.296,0.4,Concórdia,SC,TOR,0.0,"Horário estimado por radar. Rastro com 800 m de comprimento, e muito evidente na vegetação, com largura de 250 m total, e largura do gradiente de danos mais intenso de 30 m. Observado por satélite ambiental. Mata nativa totalmente decepada e danos severo em lavouras. Identificação de TDS através da variáveis polarimétricas do radar de Chapecó."
2,20220622,2222,5,-272.626,-518.214,0.3,Concórdia,SC,TOR,0.0,Horário estimado por radar. Rastro estreito e evidente com decepamento parcial de mata nativa. Observado por satélite ambiental. Identificação de TDS através da variáveis polarimétricas do radar de Chapecó.
2,20220622,2222,5,-272.621,-518.134,0.2,Concórdia,SC,TOR,0.0,Horário estimado por radar. Rastro evidente em lavoura. Arvores decepedas ao redor da sede de uma fazenda. Observado por satélite ambiental. Identificação de TDS através da variáveis polarimétricas do radar de Chapecó.
2,20220622,2223,5,-272.629,-518.055,0.2,Concórdia,SC,TOR,0.0,Horário estimado por radar. Rasto com poucos danos em mata nativa. Arvores decepedas. Observado por satélite ambiental. Identificação de TDS através da variáveis polarimétricas do radar de Chapecó.
2,20220622,2223,5,-272.650,-517.996,0.2,Concórdia,SC,TOR,0.0,Horário estimado por radar. Rasto com poucos danos em mata nativa. Arvores decepedas. Observado por satélite ambiental. Identificação de TDS através da variáveis polarimétricas do radar de Chapecó.
2,20220622,2224,5,-272.639,-517.905,0.2,Concórdia,SC,TOR,0.0,Horário estimado por radar. Rasto com poucos danos em mata nativa. Arvores decepedas. Observado por satélite ambiental. Identificação de TDS através da variáveis polarimétricas do radar de Chapecó.
1,20220623,25,10,-272.957,-514.822,0.1,Erval Velho,SC,TOR,0.0,Horário estimado por radar. Danos em estruturas de fazenda. Observado por satélite ambiental. http://culturacamposnovos.com.br/noticias/meio-ambiente-e-clima/23-06-2022/erval-velho-vai-decretar-situao-de-emergncia-em-razo-dos-estragos-causados-pelo-vendaval
1,20220623,25,10,-272.959,-514.747,0.1,Erval Velho,SC,TOR,0.0,"Horário estimado por radar. Mata totalmente decepada. Observado por satélite ambiental. Quedas de árvores, destelhamento e colapso de chiqueirões na comunidade Linha Gramado. https://www.canalideal.com.br/noticia/defesa-civil-avalia-ocorrencia-de-microexplosaeo-ou-tornado-em-erval-velho-no-meio-oeste, https://ndmais.com.br/noticias/moradores-ainda-contabilizam-prejuizos-devido-ao-temporal-de-quarta-feira-em-erval-velho/, http://culturacamposnovos.com.br/noticias/meio-ambiente-e-clima/23-06-2022/erval-velho-vai-decretar-situao-de-emergncia-em-razo-dos-estragos-causados-pelo-vendaval"
1,20220623,25,10,-272.964,-514.697,0.2,Erval Velho,SC,TOR,0.0,"Horário estimado por radar. Galpão destruído e arvores decepadas. Observado por satélite ambiental. Quedas de árvores, destelhamento e colapso de chiqueirões na comunidade Linha Gramado. https://www.canalideal.com.br/noticia/defesa-civil-avalia-ocorrencia-de-microexplosaeo-ou-tornado-em-erval-velho-no-meio-oeste, https://ndmais.com.br/noticias/moradores-ainda-contabilizam-prejuizos-devido-ao-temporal-de-quarta-feira-em-erval-velho/, http://culturacamposnovos.com.br/noticias/meio-ambiente-e-clima/23-06-2022/erval-velho-vai-decretar-situao-de-emergncia-em-razo-dos-estragos-causados-pelo-vendaval"
1,20220623,25,10,-272.987,-514.664,0.2,Erval Velho,SC,TOR,0.0,"Horário estimado por radar. Danos em estruturas de fazenda. Observado por satélite ambiental. Quedas de árvores, destelhamento e colapso de chiqueirões na comunidade Linha Gramado. https://www.canalideal.com.br/noticia/defesa-civil-avalia-ocorrencia-de-microexplosaeo-ou-tornado-em-erval-velho-no-meio-oeste, https://ndmais.com.br/noticias/moradores-ainda-contabilizam-prejuizos-devido-ao-temporal-de-quarta-feira-em-erval-velho/, http://culturacamposnovos.com.br/noticias/meio-ambiente-e-clima/23-06-2022/erval-velho-vai-decretar-situao-de-emergncia-em-razo-dos-estragos-causados-pelo-vendaval"
1,20220623,25,10,-273.013,-514.598,0.2,Erval Velho,SC,TOR,0.0,"Horário estimado por radar. Galpão parcialmente destruídos, um deles colapsado. Observado por satélite ambiental. http://culturacamposnovos.com.br/noticias/meio-ambiente-e-clima/23-06-2022/erval-velho-vai-decretar-situao-de-emergncia-em-razo-dos-estragos-causados-pelo-vendaval"
1,20220623,30,10,-273.021,-514.548,0.2,Erval Velho,SC,TOR,0.0,Horário estimado por radar. Mata nativa com árvores derrubadas e/ou decepedas. Observado por satélite ambiental. http://culturacamposnovos.com.br/noticias/meio-ambiente-e-clima/23-06-2022/erval-velho-vai-decretar-situao-de-emergncia-em-razo-dos-estragos-causados-pelo-vendaval
1,20220623,30,10,-273.029,-514.388,0.3,Erval Velho,SC,TOR,0.0,"Horário estimado por radar. Mata nativa com árvores derrubadas e/ou decepedas. Observado por satélite ambiental. Quedas de árvores, destelhamento e colpaso de chiqueirões na comunidade Floresta. https://minhaaguadoce.com.br/temporal-causa-destruicao-no-interior-de-erval-velho/, http://culturacamposnovos.com.br/noticias/meio-ambiente-e-clima/23-06-2022/erval-velho-vai-decretar-situao-de-emergncia-em-razo-dos-estragos-causados-pelo-vendaval, https://ndmais.com.br/noticias/moradores-ainda-contabilizam-prejuizos-devido-ao-temporal-de-quarta-feira-em-erval-velho/"
1,20230112,1605,15,-267.685,-503.512,3,Santa Cecília,SC,TOR,0.0,"Horário estimado por radar. Tornado filmado provocando destelhamento na localidade de Campo do Areão. https://www.jdv.com.br/videos-tornado-em-santa-cecilia/, https://www.instagram.com/reel/CnZuxu0N6BX/?igshid=NTdlMDg3MTY=, https://www.instagram.com/reel/CnakAkzPy5X/?igshid=MDJmNzVkMjY%3D, https://clicrdc.com.br/categoria-geral/video-dois-tornados-atingiram-cidades-de-sc-nesta-semana/"
1,20230113,2000,15,-286.672,-491.096,3,Sangão,SC,TOR,0.0,"Horário estimado por radar. Tornado filmado localidade de Morro Grande. Caminhão virado, árvores decepadas e galpões destelhados. Destelhamento de 20 casas do bairro Morro do Meio. https://www.instagram.com/reel/CnXy8Umq5eM/?igshid=YmMyMTA2M2Y=, https://scc10.com.br/cotidiano/tempo/ventos-de-70-km-h-destroem-ginasio-e-causam-estragos-em-sc-veja-imagens/, https://www.instagram.com/p/Cnb30esukzg/?igshid=NTdlMDg3MTY=, https://www.instagram.com/reel/CnXte4eDZl7/?igshid=NTdlMDg3MTY=, https://scc10.com.br/cotidiano/tempo/impressionante-nuvem-funil-se-forma-no-litoral-de-sc-veja-o-video/, https://ndmais.com.br/tempo/defesa-civil-confirma-passagem-de-tornado-por-sangao-com-ventos-de-mais-de-90-km-h/, https://hcnoticias.com.br/geral/59204/possivel-tornado-que-atingiu-sangao-danificou-pelo-menos-20-casas, https://abreolhonoticias.com.br/sul-de-santa-catarina-e-atingida-por-um-tornado-e-causa-prejuizo/, https://www.nativanews.com.br/brasil/id-1036558/tornado_de_180km_h_assusta_moradores_em_santa_catarina, https://ndmais.com.br/tempo/passagem-de-tornado-deixa-rastro-de-destruicao-em-sangao-e-jaguaruna/, https://folharegionalwebtv.com/geral/video_prefeitura_declara_perda_total_de_ginasio_atingido_por_tempestade_em_sangao__.374926"
1,20230113,2005,15,-286.494,-490.545,3,Jaguaruna,SC,TOR,0.0,"Horário estimado por radar. Danos no prédio da policia e quedas de árvores na estrada do aeroporto. https://ndmais.com.br/tempo/postes-derrubados-e-ginasio-arruinado-veja-em-imagens-os-estragos-provocados-por-tornado-em-sc/, https://portalvoxnet.com.br/tornado-defesa-civil-confirma-passagem-de-tornado-em-municipios-de-sc/, https://ndmais.com.br/tempo/passagem-de-tornado-deixa-rastro-de-destruicao-em-sangao-e-jaguaruna/"
