5.700168271	3.634618979	6.760470304	57.4770458
5.975982739	3.61806281	6.98625848	58.80786412
5.764072807	2.74146358	6.383335956	64.56366755
6.188980139	2.71731819	6.759877792	66.29576324
6.098899931	0.420395034	6.114454782	86.05685912
6.135888072	0.310349681	6.146274559	87.10448001
7.044306756	-0.6617618	7.075520434	95.36677442
6.63010991	-1.71268462	6.849358539	104.4839739
8.345653554	-1.165375367	8.426794708	97.94930067
9.623548002	-0.134814277	9.62808475	90.80259213
9.151648908	1.98277754	9.366478525	77.77535407
7.441612065	3.144904618	8.080296128	67.09056221
5.92789048	4.229715458	7.283000689	54.49108194
5.105640736	5.463370916	7.478218093	43.06144525
4.809173797	6.002060534	7.692217388	38.70358472
3.8540604	5.928322997	7.071576936	33.02828664
4.000502324	6.219037115	7.394649908	32.75184572
4.70461906	5.69733492	7.389133382	39.5484584
5.717436997	5.209765931	7.735680047	47.6600136
6.260928231	4.329777112	7.613838156	55.33400448
6.96779395	3.33801313	7.728021297	64.40263748
7.120231685	2.942986488	7.70729122	67.54335384
7.067963459	3.286173046	7.794870479	65.06443821
6.800731197	2.720213002	7.327265471	68.19916775
7.676203306	1.914524861	7.913990779	75.99555591
6.730273253	-0.140541307	6.734448057	91.1962744
5.897733404	-1.043964632	5.990066987	100.0380141
6.426691778	-1.417147098	6.582184913	102.4352644
6.766085251	-3.38732466	7.566849709	116.5940523
6.575642627	-2.846472553	7.165312908	113.4068828
7.994080308	-1.392342219	8.114453294	99.88018881
8.952621122	-0.999015569	9.009565702	96.3672471
10.42943741	-1.529146591	10.54182158	98.34117983
11.0333688	-1.121053375	11.091031	95.80166863
9.159896825	0.992381187	9.214473597	83.81670488
7.295524141	3.23859922	7.983346201	66.06280379
6.309067595	4.567036825	7.789068267	54.09980015
5.14780236	5.933432568	7.855349084	40.94466652
4.678874665	5.925777807	7.5506447	38.29390977
6.022823804	6.027169844	8.521772402	44.97933528
8.210343572	5.724381545	10.00982356	55.11518093
8.959673176	4.444206615	10.0043613	63.61751733
9.105035496	3.97388072	9.935714447	66.42120071
9.3194839	3.684846022	10.0219927	68.42657193
10.15820404	3.342048806	10.69599087	71.7887961
10.16321354	2.840799612	10.55463927	74.38337348
9.591096792	2.963669856	10.04517729	72.82873675
9.904997186	2.986355578	10.34815657	73.22194664
9.475670761	1.207704968	9.556828177	82.73662769
9.41021512	-1.505069751	9.530586607	99.08692462
10.70449877	-0.825023252	10.73929963	94.40722031
10.98895075	-0.984325043	11.03368087	95.11855573
10.10126771	-1.570080126	10.2250954	98.83501259
10.89551979	-1.828093875	11.04864575	99.52459907
12.66658958	-1.070368939	12.71417234	94.8302085
12.7195623	-1.455519979	12.8059313	96.52805299
9.921581639	-2.090342105	10.14003977	101.8974395
8.210374903	0.102247139	8.21169808	89.28650923
7.610424942	1.753727937	7.812662251	77.0234257
7.451009536	3.463915723	8.218448783	65.06665407
5.718603866	4.499551588	7.276873354	51.80337803
6.958549618	6.193431037	9.316253393	48.32943854
8.797518176	6.115198229	10.71432165	55.1966459
10.10431195	5.927613065	11.71591962	59.60232669
11.73048813	6.008870236	13.18042354	62.87648559
12.38389125	5.216385266	13.4384717	67.1580335
12.26023716	4.969871015	13.2303022	67.93408883
12.26587743	3.842923929	12.85837206	72.60412191
13.36822126	2.742900721	13.64929387	78.40493946
13.68812355	2.543464055	13.92490189	79.47361591
13.57457674	1.788410571	13.69478596	82.49467437
13.31446327	-9.92E-02	13.31673595	90.42677508
11.52841211	-1.51377694	11.62867206	97.48061769
9.635665533	-1.948582667	9.830895003	101.4325181
10.39622338	-0.963882944	10.441601	95.29701905
10.31402373	-1.043928519	10.37128789	95.77948028
10.73334055	-0.998005733	10.78097447	95.31219296
11.56180545	-0.884757234	11.59670193	94.37598179
10.82201166	-1.894785784	10.98833831	99.93104213
9.930313807	-1.672453758	10.07143414	99.55998345
10.98324951	-0.974051534	11.02766701	95.06802788
9.860379281	-0.36695109	9.871294711	92.13126192
9.844335633	1.528478458	9.964797373	81.1744536
9.83362768	3.810962306	10.54754467	68.81646421
9.36760356	5.095058047	10.66423903	61.45814346
8.663253601	5.206063895	10.10744625	58.99681254
8.455308476	5.590619572	10.13679182	56.52746571
7.075410581	5.102686331	8.725183935	54.20138887
7.088244871	5.21353244	8.800304413	53.66484501
8.698215564	5.260584349	10.16643668	58.83491628
8.458270029	3.267637006	9.069154279	68.87723159
8.532190858	2.08581667	8.785349925	76.26265437
7.345505888	1.192330346	7.444886488	80.78010245
8.805177665	1.003342215	8.864114727	83.49923596
9.27824538	-0.602579509	9.298563245	93.7158797
9.103068682	-1.107732363	9.171770296	96.93808511
8.560576137	-0.909378549	8.610736969	96.06371351
7.625228519	-1.325000236	7.73981283	99.85759101
7.282509097	-1.955333268	7.540496156	105.029291
8.762555392	-1.566189814	8.902332198	100.1338455
8.966978315	-1.718931404	9.131633276	100.8517105
10.09714558	-1.147620641	10.16394158	96.48429346
9.473773603	-1.681329657	9.622604646	100.0636147
9.195157567	-1.746568564	9.360423736	100.7548917
10.80116215	-0.853044375	10.8375311	94.51568093
8.465354725	-0.102890896	8.468887717	90.69635875
5.879565395	1.062149368	5.976366399	79.75990141
4.267487959	2.32896679	4.862058868	61.37664803
2.673188319	3.849109903	4.686332357	34.77979292
2.56765415	4.910981162	5.541828481	27.60233866
1.191419202	5.293168688	5.425597644	12.68508407
2.990445623	5.208095817	6.005586037	29.86408677
4.626289423	4.613120235	6.533345482	45.08166521
4.610964655	3.648290465	5.879716905	51.64822721
