LAT;LON;YEAR;MO;DY;PRECTOT;RH2M;PS;T2M;WS50M
-27.59439;-48.54179;2003;10;11;3.93;74.8;99.37;14.45;6.46
-27.59439;-48.54179;2003;10;12;0.15;71.58;99.43;15.47;5.56
-27.59439;-48.54179;2003;10;13;0.05;70.79;99.54;15.13;5.11
-27.59439;-48.54179;2003;10;14;0;70.99;99.54;16.46;3.34
-27.59439;-48.54179;2003;10;15;0.1;74.24;99.51;17.44;4.42
-27.59439;-48.54179;2003;10;16;0.04;70.5;99.33;17.9;6.37
-27.59439;-48.54179;2003;10;17;0.01;71.11;98.71;18.45;7.21
-27.59439;-48.54179;2003;10;18;0.09;79.95;98.41;19.39;7.6
-27.59439;-48.54179;2003;10;19;2.48;71.01;98.24;22.98;4.32
-27.59439;-48.54179;2003;10;20;1.4;79.52;98.66;18.52;4.03
-27.59439;-48.54179;2003;10;21;5.27;86.22;98.13;19.89;6.55
-27.59439;-48.54179;2003;10;22;2.15;72.77;98.22;19.82;7.24
-27.59439;-48.54179;2003;10;23;0.2;69.41;98.81;18.56;4.49
-27.59439;-48.54179;2003;10;24;0.14;78.17;98.85;20.12;8.2
-27.59439;-48.54179;2003;10;25;19.93;83.64;98.4;21.6;7.83
-27.59439;-48.54179;2003;10;26;12.91;80.31;97.87;23.36;7.91
-27.59439;-48.54179;2003;10;27;1.91;79.84;98.83;18.99;9.06
-27.59439;-48.54179;2003;10;28;1.59;81.09;99.32;18.42;7.92
-27.59439;-48.54179;2003;10;29;3.71;86.35;99.11;20.22;6.29
-27.59439;-48.54179;2003;10;30;0.39;81.27;98.85;20.9;5.72
-27.59439;-48.54179;2003;10;31;0.26;75.75;98.42;22.4;6.32
-27.59439;-48.54179;2003;11;1;13.61;81.95;98.51;19.14;9.73
-27.59439;-48.54179;2003;11;2;3.59;67.88;99.08;15.94;9.88
-27.59439;-48.54179;2003;11;3;0.28;66.87;99.07;16.29;7.35
-27.59439;-48.54179;2003;11;4;0.19;68.45;99.04;17.14;5.02
-27.59439;-48.54179;2003;11;5;0.29;75.9;98.99;17.41;4.24
-27.59439;-48.54179;2003;11;6;8.88;82.57;98.71;18.65;6.67
-27.59439;-48.54179;2003;11;7;15.32;87.2;98.45;19.09;5.86
-27.59439;-48.54179;2003;11;8;0.28;76.28;98.32;20.76;3.73
-27.59439;-48.54179;2003;11;9;0.3;69.91;98.37;23.09;2.27
-27.59439;-48.54179;2003;11;10;0.08;73.37;98.61;22.91;2.52
-27.59439;-48.54179;2003;11;11;0.47;76.31;98.44;22.89;7.83
-27.59439;-48.54179;2003;11;12;10.88;70.63;97.72;25.78;7.48
-27.59439;-48.54179;2003;11;13;15.68;64.29;97.83;22.51;10.73
-27.59439;-48.54179;2003;11;14;0.36;66.39;98.75;18.75;5.8
-27.59439;-48.54179;2003;11;15;1.58;78.04;98.72;20.59;8.48
-27.59439;-48.54179;2003;11;16;21.44;84.88;98.28;22.08;7.3
-27.59439;-48.54179;2003;11;17;2.02;82.07;97.69;23.95;4.71
-27.59439;-48.54179;2003;11;18;1.23;72.97;97.24;26.17;8
-27.59439;-48.54179;2003;11;19;0.29;58.29;97.46;22.44;8.33
-27.59439;-48.54179;2003;11;20;0.85;63.7;98.5;20.39;7.78
-27.59439;-48.54179;2003;11;21;0.39;69.69;99.19;18.53;5.07
-27.59439;-48.54179;2003;11;22;0.28;76.23;98.85;20.6;7.62
-27.59439;-48.54179;2003;11;23;0.08;75.58;98.34;23.22;7.35
-27.59439;-48.54179;2003;11;24;4.65;76.51;97.98;25.04;4.17
-27.59439;-48.54179;2003;11;25;3.76;79.11;97.94;24.17;2.14
-27.59439;-48.54179;2003;11;26;6.05;75.14;98.11;24.65;4.63
-27.59439;-48.54179;2003;11;27;6.3;73.05;97.8;25.33;5.54
-27.59439;-48.54179;2003;11;28;0.27;68.22;98.39;21.55;6.43
-27.59439;-48.54179;2003;11;29;0.01;65.15;98.52;21.25;3.03
-27.59439;-48.54179;2003;11;30;0;73.14;98.35;21.45;5.21
-27.59439;-48.54179;2003;12;1;0.03;65.65;97.78;24.41;5.4
-27.59439;-48.54179;2003;12;2;0.21;73.94;97.93;23.32;3.5
-27.59439;-48.54179;2003;12;3;1.34;76.73;98.07;24.37;3.47
-27.59439;-48.54179;2003;12;4;29.3;83.31;98.17;23.2;5.94
-27.59439;-48.54179;2003;12;5;4.46;73.44;97.61;25.25;5.68
-27.59439;-48.54179;2003;12;6;0.03;60.8;98.22;21.88;4.84
-27.59439;-48.54179;2003;12;7;0.26;65.56;98.53;21.3;4.65
-27.59439;-48.54179;2003;12;8;14.41;80.17;98.02;22.72;9.83
-27.59439;-48.54179;2003;12;9;1.77;57.74;97.73;23.59;6.71
-27.59439;-48.54179;2003;12;10;1.31;63.93;98.56;21.42;5.76
-27.59439;-48.54179;2003;12;11;42.84;79.27;97.99;24.55;9.35
-27.59439;-48.54179;2003;12;12;1.13;79.74;98.3;21.81;6.52
-27.59439;-48.54179;2003;12;13;10.55;80.02;98.62;19.82;5.38
-27.59439;-48.54179;2003;12;14;11.92;86.63;98.37;23.06;8.76
-27.59439;-48.54179;2003;12;15;13.57;83.28;98.1;25.37;6.75
-27.59439;-48.54179;2003;12;16;6.57;77.47;98.11;24.2;7.25
-27.59439;-48.54179;2003;12;17;0.26;71.64;99.2;18.25;6.99
-27.59439;-48.54179;2003;12;18;1.81;74.82;99.34;19.76;6.24
-27.59439;-48.54179;2003;12;19;2.77;79.59;99.23;21.16;8.13
-27.59439;-48.54179;2003;12;20;23.6;89.64;98.81;21.88;8.57
-27.59439;-48.54179;2003;12;21;10.7;86.54;98.14;23.67;6.94
-27.59439;-48.54179;2003;12;22;2.03;73.95;97.7;26.17;5.02
-27.59439;-48.54179;2003;12;23;0.95;67.28;98.49;20.85;10.43
-27.59439;-48.54179;2003;12;24;0.6;69.91;99.19;20;4.32
-27.59439;-48.54179;2003;12;25;1.11;70.66;99.3;20.26;5.16
-27.59439;-48.54179;2003;12;26;4.75;78.3;98.94;20.88;5.93
-27.59439;-48.54179;2003;12;27;0.55;79.97;98.49;22.32;5.8
-27.59439;-48.54179;2003;12;28;7.07;81.2;98.14;24.21;6.51
-27.59439;-48.54179;2003;12;29;6.03;78.8;98.24;21.81;8.16
-27.59439;-48.54179;2003;12;30;6.99;81.9;98.26;21.9;4.6
-27.59439;-48.54179;2003;12;31;10.7;81.33;98.1;23.1;7.84
-27.59439;-48.54179;2004;1;1;0.38;71.39;98.72;19.1;8.17
-27.59439;-48.54179;2004;1;2;0.16;75.84;98.8;19.93;3.56
-27.59439;-48.54179;2004;1;3;0.11;69.25;98.85;21.2;4
-27.59439;-48.54179;2004;1;4;0.21;69.36;98.78;21.15;5.63
-27.59439;-48.54179;2004;1;5;0.78;75.52;98.63;22.28;6.81
-27.59439;-48.54179;2004;1;6;0.03;77.18;98.55;22.95;7
-27.59439;-48.54179;2004;1;7;0.75;83.36;98.39;23.7;7.5
-27.59439;-48.54179;2004;1;8;0.98;85.88;98.18;23.19;5.1
-27.59439;-48.54179;2004;1;9;3.72;82.89;98.01;23.64;3.87
-27.59439;-48.54179;2004;1;10;1.99;77.98;97.95;23.91;3
-27.59439;-48.54179;2004;1;11;16.22;82.05;97.88;23.92;5.15
-27.59439;-48.54179;2004;1;12;4.67;82.32;98.29;22.41;5.19
-27.59439;-48.54179;2004;1;13;0.95;78.28;98.21;22.14;4.22
-27.59439;-48.54179;2004;1;14;8.37;81.44;97.79;22.52;4.26
-27.59439;-48.54179;2004;1;15;7.18;79.01;97.84;23.79;3.71
-27.59439;-48.54179;2004;1;16;1.66;78.23;98.35;22.86;4.6
-27.59439;-48.54179;2004;1;17;0.81;79.07;98.68;22.28;5.8
-27.59439;-48.54179;2004;1;18;0.79;79.22;98.69;20.94;5.25
-27.59439;-48.54179;2004;1;19;0.86;74.99;98.64;21.54;5.55
-27.59439;-48.54179;2004;1;20;3.1;75.75;98.56;22.37;7.33
-27.59439;-48.54179;2004;1;21;4.08;82.39;98.37;22.78;7.38
-27.59439;-48.54179;2004;1;22;8.73;83.57;98.26;23.3;6.08
-27.59439;-48.54179;2004;1;23;3.62;82.61;98.36;23.18;4.65
-27.59439;-48.54179;2004;1;24;8.58;85.53;98.27;23.5;3.81
-27.59439;-48.54179;2004;1;25;10.95;88.87;97.94;23.23;7.87
-27.59439;-48.54179;2004;1;26;3.82;85.42;98.14;23.45;5.91
-27.59439;-48.54179;2004;1;27;13.44;87.97;98.27;22.92;4.15
-27.59439;-48.54179;2004;1;28;8.21;89;98.42;23.6;9.74
-27.59439;-48.54179;2004;1;29;6.05;84.3;98.37;25.17;7.78
-27.59439;-48.54179;2004;1;30;4.11;75.71;98.27;26.7;4.3
-27.59439;-48.54179;2004;1;31;3.41;80.28;98.43;25.42;4.27
-27.59439;-48.54179;2004;2;1;8.75;78.3;98.28;26.77;4.01
-27.59439;-48.54179;2004;2;2;3.55;73.5;98.2;26.73;3.25
-27.59439;-48.54179;2004;2;3;0.9;78.16;98.35;25.23;3.47
-27.59439;-48.54179;2004;2;4;2.04;78.26;98.31;26.32;4.68
-27.59439;-48.54179;2004;2;5;8.29;80.54;98.21;25.3;5.23
-27.59439;-48.54179;2004;2;6;1.11;75.22;98.41;22.48;9.69
-27.59439;-48.54179;2004;2;7;4.04;74.4;98.66;21.67;7.32
-27.59439;-48.54179;2004;2;8;3.03;72.35;99.08;21.88;6.4
-27.59439;-48.54179;2004;2;9;1.58;71.85;99.22;22.12;5.25
-27.59439;-48.54179;2004;2;10;4.83;77.9;98.95;22.32;4.49
-27.59439;-48.54179;2004;2;11;0.65;74.5;98.87;22.98;4.99
-27.59439;-48.54179;2004;2;12;1.09;77.12;98.96;22.99;6.55
-27.59439;-48.54179;2004;2;13;0.85;79.57;98.71;23.59;7.24
-27.59439;-48.54179;2004;2;14;8.45;87.07;98.01;22.84;7.76
-27.59439;-48.54179;2004;2;15;1.88;73.21;97.7;22.89;9.08
-27.59439;-48.54179;2004;2;16;0;60.29;98.23;22.01;3.57
-27.59439;-48.54179;2004;2;17;1.39;73.51;98.36;24.23;6.69
-27.59439;-48.54179;2004;2;18;5.72;79.1;98.4;24.76;3.52
-27.59439;-48.54179;2004;2;19;15.48;88.18;98.48;21.47;5.82
-27.59439;-48.54179;2004;2;20;2.98;73.66;98.52;21.59;3.68
-27.59439;-48.54179;2004;2;21;2.87;75.96;98.64;22.59;3.14
-27.59439;-48.54179;2004;2;22;3.25;75.62;98.84;21.91;5.51
-27.59439;-48.54179;2004;2;23;0.13;72.14;98.66;21.73;4.39
-27.59439;-48.54179;2004;2;24;0.05;68.81;98.5;21.83;4.46
-27.59439;-48.54179;2004;2;25;0.99;73.11;98.65;21.95;2.95
-27.59439;-48.54179;2004;2;26;9.77;76.83;98.68;23.02;4.2
-27.59439;-48.54179;2004;2;27;6.58;67.7;98.12;24.81;3.65
-27.59439;-48.54179;2004;2;28;0.92;71.97;97.86;22.74;4.94
-27.59439;-48.54179;2004;2;29;1.25;75.01;98.15;21.61;4.6
-27.59439;-48.54179;2004;3;1;0.14;73.48;98.4;21.93;3.73
-27.59439;-48.54179;2004;3;2;1.26;77.86;98.14;24.64;7.01
-27.59439;-48.54179;2004;3;3;0.56;78.76;98.28;23.09;7.08
-27.59439;-48.54179;2004;3;4;0.08;70.03;99.01;20.67;5.25
-27.59439;-48.54179;2004;3;5;0.56;70.42;99.22;21.79;4.24
-27.59439;-48.54179;2004;3;6;0.02;77.36;98.83;23.53;2.92
-27.59439;-48.54179;2004;3;7;0.16;73.29;98.56;25.21;5.01
-27.59439;-48.54179;2004;3;8;7.19;78.94;98.61;25.7;4.74
-27.59439;-48.54179;2004;3;9;5.17;78.67;98.63;25.84;3.57
-27.59439;-48.54179;2004;3;10;0.9;76.47;98.84;24.23;6.06
-27.59439;-48.54179;2004;3;11;1.47;75.18;98.81;22.14;5.12
-27.59439;-48.54179;2004;3;12;5.69;82.18;98.68;21.15;4.87
-27.59439;-48.54179;2004;3;13;9.58;82.1;98.75;22.55;8.77
-27.59439;-48.54179;2004;3;14;15.17;88.9;98.39;22.97;7.53
-27.59439;-48.54179;2004;3;15;0.75;76.48;98.08;23.1;7.56
-27.59439;-48.54179;2004;3;16;3.93;78.04;98.19;22.44;8.62
-27.59439;-48.54179;2004;3;17;1.45;77.38;98.24;22.16;5.99
-27.59439;-48.54179;2004;3;18;1.86;80.42;98.22;21.56;4.33
-27.59439;-48.54179;2004;3;19;15.1;85.57;98.14;21.54;4.97
-27.59439;-48.54179;2004;3;20;9.96;86.98;98.23;20.37;8.37
-27.59439;-48.54179;2004;3;21;0.8;74.62;98.49;20.25;8.05
-27.59439;-48.54179;2004;3;22;0.05;73.02;98.88;20.35;6.48
-27.59439;-48.54179;2004;3;23;0.89;71.85;98.96;20.68;4.36
-27.59439;-48.54179;2004;3;24;1.35;71.47;98.87;20.73;3.83
-27.59439;-48.54179;2004;3;25;0.02;72.71;98.79;20.64;3.89
-27.59439;-48.54179;2004;3;26;1.9;79.65;98.57;20.96;6.13
-27.59439;-48.54179;2004;3;27;9.45;81.9;98.29;21.72;6.25
-27.59439;-48.54179;2004;3;28;14.33;90.17;98.35;21.86;7.4
-27.59439;-48.54179;2004;3;29;14.3;84.96;98.7;22.03;4.53
-27.59439;-48.54179;2004;3;30;0.82;79.4;98.8;22.1;2.6
-27.59439;-48.54179;2004;3;31;0.29;75.86;98.79;22.17;3.09
-27.59439;-48.54179;2004;4;1;0.48;71.67;98.56;23.21;3.11
-27.59439;-48.54179;2004;4;2;0.94;78.33;98.49;23.11;5.08
-27.59439;-48.54179;2004;4;3;10.39;85.62;98.48;23.11;4.73
-27.59439;-48.54179;2004;4;4;9.83;92.5;98.59;22.97;6.04
-27.59439;-48.54179;2004;4;5;12.35;85.32;98.62;23.35;5.35
-27.59439;-48.54179;2004;4;6;3.77;83.24;98.28;23.62;2.78
-27.59439;-48.54179;2004;4;7;0.95;75.73;98.06;24.66;4.46
-27.59439;-48.54179;2004;4;8;0.06;77.03;98.49;23.88;4.18
-27.59439;-48.54179;2004;4;9;3.38;79.48;98.77;22.99;4.77
-27.59439;-48.54179;2004;4;10;16.69;83.87;98.83;21.59;7.89
-27.59439;-48.54179;2004;4;11;16.51;86.82;98.47;21.49;6.87
-27.59439;-48.54179;2004;4;12;1.19;83.63;98.5;22.97;5.48
-27.59439;-48.54179;2004;4;13;0.04;84.28;98.79;23.05;4.26
-27.59439;-48.54179;2004;4;14;1.32;86.52;98.56;23.45;4.63
-27.59439;-48.54179;2004;4;15;1.41;86.91;98.32;23.73;5.47
-27.59439;-48.54179;2004;4;16;1.4;79.11;98.26;24.85;4.19
-27.59439;-48.54179;2004;4;17;2.9;76.5;98.38;24.95;4.65
-27.59439;-48.54179;2004;4;18;13.83;88.86;98.66;21.87;5.16
-27.59439;-48.54179;2004;4;19;7.2;87.74;98.18;22.12;5.79
-27.59439;-48.54179;2004;4;20;0.78;74.66;98.63;19.29;5.16
-27.59439;-48.54179;2004;4;21;0.95;83.21;98.98;20.89;6.74
-27.59439;-48.54179;2004;4;22;5.18;90.21;98.69;22.49;8.98
-27.59439;-48.54179;2004;4;23;2.13;81.66;97.97;23.91;6.43
-27.59439;-48.54179;2004;4;24;1.09;81.81;98.33;19.56;7.81
-27.59439;-48.54179;2004;4;25;0.01;71.98;98.91;16.52;7.52
-27.59439;-48.54179;2004;4;26;0.36;77.56;99.05;17.45;3
-27.59439;-48.54179;2004;4;27;0.28;78.01;99.09;18.97;2.73
-27.59439;-48.54179;2004;4;28;0.1;80.68;99.33;19.69;4.87
-27.59439;-48.54179;2004;4;29;0.07;79.71;99.05;20.47;8.19
-27.59439;-48.54179;2004;4;30;2.16;82.78;98.61;20.03;7.36
-27.59439;-48.54179;2004;5;1;12.89;91.77;98.63;18.37;5.71
-27.59439;-48.54179;2004;5;2;0.48;78.09;98.49;20.64;2.59
-27.59439;-48.54179;2004;5;3;8.61;87.74;98.91;20.1;3.75
-27.59439;-48.54179;2004;5;4;28.84;90.6;99.01;19.17;9.21
-27.59439;-48.54179;2004;5;5;27.4;90.49;99.07;18.78;7.91
-27.59439;-48.54179;2004;5;6;13.96;89.67;98.9;18.95;8.55
-27.59439;-48.54179;2004;5;7;22.32;91.48;98.45;18.99;7.4
-27.59439;-48.54179;2004;5;8;0.55;82.31;98.31;17.34;9.95
-27.59439;-48.54179;2004;5;9;0;82.74;98.82;16.95;5.16
-27.59439;-48.54179;2004;5;10;0.07;77.63;98.88;18.19;1.89
-27.59439;-48.54179;2004;5;11;0.52;80.32;98.88;17.99;2.28
-27.59439;-48.54179;2004;5;12;5.41;89.8;98.54;18.04;5.47
-27.59439;-48.54179;2004;5;13;2.7;92.57;98.25;17.69;4.02
-27.59439;-48.54179;2004;5;14;0.19;79.37;98.09;18.06;5.21
-27.59439;-48.54179;2004;5;15;0.01;70.9;98.25;16;6.33
-27.59439;-48.54179;2004;5;16;0;73.48;98.81;14.28;5.13
-27.59439;-48.54179;2004;5;17;0;73.79;98.82;15.34;2.85
-27.59439;-48.54179;2004;5;18;0.16;77.48;99.15;14.26;5.46
-27.59439;-48.54179;2004;5;19;0.21;74.64;99.45;15.37;2.3
-27.59439;-48.54179;2004;5;20;0.78;80.63;99.67;14.85;5.22
-27.59439;-48.54179;2004;5;21;1.64;82.89;99.59;15.69;4.75
-27.59439;-48.54179;2004;5;22;6.19;89.64;99.38;16.55;7.21
-27.59439;-48.54179;2004;5;23;10.67;95.07;99.13;17.67;7.92
-27.59439;-48.54179;2004;5;24;1.18;87.06;98.83;18.87;2.62
-27.59439;-48.54179;2004;5;25;9.41;91.82;98.14;17.38;6.54
-27.59439;-48.54179;2004;5;26;0.72;70.59;97.94;13.87;11.24
-27.59439;-48.54179;2004;5;27;0.25;72.9;98.93;12.82;5.76
-27.59439;-48.54179;2004;5;28;0.02;72.3;99.46;12.47;3.53
-27.59439;-48.54179;2004;5;29;0.04;83.11;99.38;14.05;4.33
-27.59439;-48.54179;2004;5;30;0.01;81.77;99.09;14.83;4.43
-27.59439;-48.54179;2004;5;31;0.6;85.56;99.27;14.94;5.36
-27.59439;-48.54179;2004;6;1;4.18;90.03;99.26;16.47;4.61
-27.59439;-48.54179;2004;6;2;10.5;92.27;99.11;16.84;3.68
-27.59439;-48.54179;2004;6;3;3.99;87.63;98.89;15.37;9.52
-27.59439;-48.54179;2004;6;4;1.15;84.86;99.19;14.63;8.52
-27.59439;-48.54179;2004;6;5;0.1;79.95;99.13;14.11;3.95
-27.59439;-48.54179;2004;6;6;0.02;74.46;99.05;14.67;2.95
-27.59439;-48.54179;2004;6;7;0.47;77.24;99.24;15.34;2.57
-27.59439;-48.54179;2004;6;8;0.3;88.49;99.05;15.43;5.29
-27.59439;-48.54179;2004;6;9;0.02;81.73;98.63;16.82;4.52
-27.59439;-48.54179;2004;6;10;15.31;95.26;98.5;17.76;8.38
-27.59439;-48.54179;2004;6;11;22.58;92.17;98.58;17.25;6.63
-27.59439;-48.54179;2004;6;12;5.84;71.85;99.32;12.43;7.72
-27.59439;-48.54179;2004;6;13;0;58.84;99.69;9.52;3.1
-27.59439;-48.54179;2004;6;14;0;72.69;99.57;11.11;3.85
-27.59439;-48.54179;2004;6;15;0;81.64;99.21;12.81;5.8
-27.59439;-48.54179;2004;6;16;0.83;86.63;98.98;15.82;5.85
-27.59439;-48.54179;2004;6;17;0;81.61;98.76;19.26;6.03
-27.59439;-48.54179;2004;6;18;0.29;85.71;99.28;16.25;5.49
-27.59439;-48.54179;2004;6;19;0.43;90.57;99.65;16.4;5.16
-27.59439;-48.54179;2004;6;20;0.18;91.27;99.33;17.46;7.03
-27.59439;-48.54179;2004;6;21;0;85.69;98.98;18.49;6.1
-27.59439;-48.54179;2004;6;22;0.15;83.38;99.03;17.79;3.96
-27.59439;-48.54179;2004;6;23;0.59;84.31;99.09;18.43;4.83
-27.59439;-48.54179;2004;6;24;0.03;87.79;98.8;17.65;3.4
-27.59439;-48.54179;2004;6;25;0.46;83.36;98.83;18.46;3.31
-27.59439;-48.54179;2004;6;26;0.47;85.69;98.75;18.99;5.21
-27.59439;-48.54179;2004;6;27;1.63;87.78;98.67;19.89;4.8
-27.59439;-48.54179;2004;6;28;0.15;88.98;99;18.27;3.51
-27.59439;-48.54179;2004;6;29;0.04;91.23;99.06;19.4;5.6
-27.59439;-48.54179;2004;6;30;0.04;89.47;99;20.04;7
-27.59439;-48.54179;2004;7;1;3.48;82.57;98.59;21.25;5.54
-27.59439;-48.54179;2004;7;2;7.45;82.36;98.51;20.69;5.39
-27.59439;-48.54179;2004;7;3;3.48;82.35;98.45;19.9;7.58
-27.59439;-48.54179;2004;7;4;24.52;85.89;99.01;14.11;5.71
-27.59439;-48.54179;2004;7;5;3.16;80.27;99.17;14.62;3.03
-27.59439;-48.54179;2004;7;6;1.41;80.88;98.9;14.62;5.35
-27.59439;-48.54179;2004;7;7;10.1;93.24;98.04;16.83;5.11
-27.59439;-48.54179;2004;7;8;9.95;88.63;98.12;14.66;6.06
-27.59439;-48.54179;2004;7;9;0.56;81.41;98.33;12.22;5
-27.59439;-48.54179;2004;7;10;0.03;75.78;98.24;13.79;5.65
-27.59439;-48.54179;2004;7;11;0.1;65.92;99.31;8.08;5.84
-27.59439;-48.54179;2004;7;12;0.96;81.76;99.21;12.05;5.76
-27.59439;-48.54179;2004;7;13;0.18;94.13;98.69;15.87;8.22
-27.59439;-48.54179;2004;7;14;8.11;86.66;98.38;20.43;7.39
-27.59439;-48.54179;2004;7;15;8.34;90.46;98.54;18.41;6.87
-27.59439;-48.54179;2004;7;16;15.51;86.75;99.3;14.12;9.62
-27.59439;-48.54179;2004;7;17;1.1;79.22;99.77;11.07;7.96
-27.59439;-48.54179;2004;7;18;0.78;85.47;99.92;11.21;4.97
-27.59439;-48.54179;2004;7;19;3.56;85.99;99.81;13.92;6.73
-27.59439;-48.54179;2004;7;20;2.02;78.6;100.03;14.64;6.37
-27.59439;-48.54179;2004;7;21;0.71;77.03;99.96;14.47;5.16
-27.59439;-48.54179;2004;7;22;0.43;79.73;99.87;14.94;5.67
-27.59439;-48.54179;2004;7;23;0.57;80.55;99.85;14.53;5.34
-27.59439;-48.54179;2004;7;24;0.05;89.83;99.81;14.71;4.92
-27.59439;-48.54179;2004;7;25;0.29;91.44;99.68;14.88;6.48
-27.59439;-48.54179;2004;7;26;0.02;86.9;99.69;14.81;6.38
-27.59439;-48.54179;2004;7;27;0.06;88.42;99.67;14.59;6.07
-27.59439;-48.54179;2004;7;28;0.33;86.22;99.58;16.18;8.68
-27.59439;-48.54179;2004;7;29;0.08;91.69;99.42;15.87;6.13
-27.59439;-48.54179;2004;7;30;7.29;90.01;99.06;16.25;5.89
-27.59439;-48.54179;2004;7;31;0.61;72.37;98.85;13.28;4
-27.59439;-48.54179;2004;8;1;0.03;74.01;98.91;12.86;3.77
-27.59439;-48.54179;2004;8;2;0;81.26;98.97;13.5;3.15
-27.59439;-48.54179;2004;8;3;0.03;90.91;99.17;15.26;6.17
-27.59439;-48.54179;2004;8;4;0.04;89.54;99.45;17.91;7.61
-27.59439;-48.54179;2004;8;5;0.16;89.92;99.3;18.66;8.12
-27.59439;-48.54179;2004;8;6;0.57;82.69;99.13;19.23;4.98
-27.59439;-48.54179;2004;8;7;6.24;84.94;99.5;12.73;8.9
-27.59439;-48.54179;2004;8;8;0.02;74.86;99.87;9.24;8.42
-27.59439;-48.54179;2004;8;9;0.11;81.33;99.91;12.7;4.04
-27.59439;-48.54179;2004;8;10;0.01;81.52;99.73;13.82;5.04
-27.59439;-48.54179;2004;8;11;0;82.36;99.55;13.62;3.91
-27.59439;-48.54179;2004;8;12;0.05;76.71;99.89;15.04;4.09
-27.59439;-48.54179;2004;8;13;0.01;80;99.92;14.95;7.52
-27.59439;-48.54179;2004;8;14;0.08;89.52;99.76;16.2;9.46
-27.59439;-48.54179;2004;8;15;0.12;90.84;99.57;16.71;9.56
-27.59439;-48.54179;2004;8;16;0.02;89.69;99.28;17.26;9.11
-27.59439;-48.54179;2004;8;17;0;85.13;98.94;18.1;6.88
-27.59439;-48.54179;2004;8;18;0.01;80.99;98.86;18.85;4.43
-27.59439;-48.54179;2004;8;19;0.01;86.64;99.12;18.78;3.28
-27.59439;-48.54179;2004;8;20;0.2;90.89;98.82;18.82;6.09
-27.59439;-48.54179;2004;8;21;2;83.67;98.63;20.27;3.87
-27.59439;-48.54179;2004;8;22;1.36;83.44;98.9;15.09;3.94
-27.59439;-48.54179;2004;8;23;1.07;84.48;98.83;14.1;3.35
-27.59439;-48.54179;2004;8;24;0;75.6;98.93;14.25;4.23
-27.59439;-48.54179;2004;8;25;0.19;84.42;98.58;17.66;4.49
-27.59439;-48.54179;2004;8;26;0.1;81.06;98.98;15.77;4.84
-27.59439;-48.54179;2004;8;27;15.92;91.16;98.74;15.76;4.14
-27.59439;-48.54179;2004;8;28;4.82;82.16;98.36;17.72;6.35
-27.59439;-48.54179;2004;8;29;0;75.47;98.57;17.17;3.47
-27.59439;-48.54179;2004;8;30;0.17;69.62;98.59;18.35;6.64
-27.59439;-48.54179;2004;8;31;0.02;76.41;99.07;17.05;2.46
-27.59439;-48.54179;2004;9;1;0.09;84.96;99.12;17.35;5.39
-27.59439;-48.54179;2004;9;2;0.05;75.91;98.81;20.76;4.74
-27.59439;-48.54179;2004;9;3;0.15;82.45;99.11;18.88;4.34
-27.59439;-48.54179;2004;9;4;0.08;87.07;99.11;17.23;5.81
-27.59439;-48.54179;2004;9;5;0.03;85.76;98.61;19.65;7.91
-27.59439;-48.54179;2004;9;6;0.01;87.69;98.45;20.42;8.22
-27.59439;-48.54179;2004;9;7;0.01;84.48;98.38;21.1;8.26
-27.59439;-48.54179;2004;9;8;0;83.84;98.37;22.31;6.11
-27.59439;-48.54179;2004;9;9;0.07;85.71;98.66;20.52;4.17
-27.59439;-48.54179;2004;9;10;2.72;85.53;98.88;18.2;6.12
-27.59439;-48.54179;2004;9;11;8.55;85.57;99.35;15.08;9.71
-27.59439;-48.54179;2004;9;12;12.6;81.2;100.01;13.91;8.4
-27.59439;-48.54179;2004;9;13;34.22;90.09;99.45;16.58;10.28
-27.59439;-48.54179;2004;9;14;59.6;94.74;98.77;18.19;9.43
-27.59439;-48.54179;2004;9;15;2.23;74.14;98.52;17.65;4.64
-27.59439;-48.54179;2004;9;16;0.09;79.51;98.92;16.21;3.25
-27.59439;-48.54179;2004;9;17;0.23;85.62;99.07;16.44;5.65
-27.59439;-48.54179;2004;9;18;0.21;90.68;98.89;18.72;7.59
-27.59439;-48.54179;2004;9;19;0.03;86.61;98.7;20.39;7.56
-27.59439;-48.54179;2004;9;20;0.3;88.6;98.59;19.68;5.84
-27.59439;-48.54179;2004;9;21;0.08;84.72;98.56;20.44;6.44
-27.59439;-48.54179;2004;9;22;8.13;85.19;98.64;20.87;6.96
-27.59439;-48.54179;2004;9;23;18.7;91.02;99.03;16.5;5.65
-27.59439;-48.54179;2004;9;24;3.32;89.09;98.63;19.41;2.6
-27.59439;-48.54179;2004;9;25;1.7;88.71;98.9;18.58;3.88
-27.59439;-48.54179;2004;9;26;19.44;86.91;98.57;21.76;3.6
-27.59439;-48.54179;2004;9;27;18.68;92.02;98.75;20.81;3.92
-27.59439;-48.54179;2004;9;28;9.31;85.84;98.27;21.14;5.37
-27.59439;-48.54179;2004;9;29;1.47;77.68;98.59;17.16;8.75
-27.59439;-48.54179;2004;9;30;0.3;73.79;99.4;14.75;5.94
-27.59439;-48.54179;2004;10;1;0.53;82.78;99.01;17.31;6.08
-27.59439;-48.54179;2004;10;2;0.01;77.57;98.65;18.95;4.4
-27.59439;-48.54179;2004;10;3;0.01;76.71;98.8;17.92;3.95
