LAT;LON;YEAR;MO;DY;PRECTOT;RH2M;PS;T2M;WS50M
-27.59439;-48.54179;1982;1;1;19.08;78.95;98.34;21.05;6.89
-27.59439;-48.54179;1982;1;2;3.77;75.62;98.62;19.57;5.69
-27.59439;-48.54179;1982;1;3;3.48;74.55;98.71;19.63;5.74
-27.59439;-48.54179;1982;1;4;1.58;67.44;98.79;19.49;4.24
-27.59439;-48.54179;1982;1;5;0.17;67.61;98.5;20.7;4.52
-27.59439;-48.54179;1982;1;6;0.42;69.84;98.35;23.07;4.35
-27.59439;-48.54179;1982;1;7;6.02;75.91;98.5;22.26;3.19
-27.59439;-48.54179;1982;1;8;3.41;75.54;98.53;21.68;3.95
-27.59439;-48.54179;1982;1;9;6.3;83.6;98.4;22.92;5.35
-27.59439;-48.54179;1982;1;10;3.15;76.9;98.09;25.82;5.59
-27.59439;-48.54179;1982;1;11;1.22;72.15;97.9;24.18;6.54
-27.59439;-48.54179;1982;1;12;0.11;65.24;98.02;21.8;8.49
-27.59439;-48.54179;1982;1;13;0.02;64.92;98.11;21.33;4.37
-27.59439;-48.54179;1982;1;14;0.43;66.28;98.13;22.36;2.59
-27.59439;-48.54179;1982;1;15;0;62.94;98.37;22.25;3.29
-27.59439;-48.54179;1982;1;16;0.44;68.73;98.46;22.03;4.1
-27.59439;-48.54179;1982;1;17;0.99;72.52;98.49;23.45;5.77
-27.59439;-48.54179;1982;1;18;1.67;75.33;98.83;22.54;3.96
-27.59439;-48.54179;1982;1;19;1.04;69.84;99.06;21.67;4.35
-27.59439;-48.54179;1982;1;20;3.26;72.43;98.88;22.17;4.96
-27.59439;-48.54179;1982;1;21;6.54;76.97;98.52;23.31;6.65
-27.59439;-48.54179;1982;1;22;12.48;73.35;98.21;23.73;6.69
-27.59439;-48.54179;1982;1;23;0.41;64.01;98.31;22.08;7.66
-27.59439;-48.54179;1982;1;24;0.07;66.31;98.8;21.36;4.35
-27.59439;-48.54179;1982;1;25;0;64.45;98.94;21.64;4.24
-27.59439;-48.54179;1982;1;26;0.58;66.62;98.7;23.31;7.29
-27.59439;-48.54179;1982;1;27;0.46;75.46;98.85;24.17;6.9
-27.59439;-48.54179;1982;1;28;3.85;77.42;99;24.57;6.51
-27.59439;-48.54179;1982;1;29;7.97;75.6;98.99;24.26;7.42
-27.59439;-48.54179;1982;1;30;8.91;77.96;98.92;24.23;8
-27.59439;-48.54179;1982;1;31;6.83;75.2;98.89;24.13;7.26
-27.59439;-48.54179;1982;2;1;7.02;78.04;98.81;24.21;8.77
-27.59439;-48.54179;1982;2;2;3.22;79;98.47;24.4;9.17
-27.59439;-48.54179;1982;2;3;12.99;77.36;98.13;25.38;7.73
-27.59439;-48.54179;1982;2;4;28.55;79.86;98.11;24.36;5.64
-27.59439;-48.54179;1982;2;5;26.72;83.5;98.43;20.68;6.94
-27.59439;-48.54179;1982;2;6;1.67;76.7;98.52;21.85;4.31
-27.59439;-48.54179;1982;2;7;0.4;75.49;98.58;23.27;4.6
-27.59439;-48.54179;1982;2;8;0.71;80.03;98.72;24.15;5.51
-27.59439;-48.54179;1982;2;9;7.95;82.67;98.66;24.82;5.8
-27.59439;-48.54179;1982;2;10;7.99;85.44;98.61;24.08;7.27
-27.59439;-48.54179;1982;2;11;3.41;75.3;98.51;26.01;5.49
-27.59439;-48.54179;1982;2;12;5.38;73.05;98.36;27.14;4.11
-27.59439;-48.54179;1982;2;13;3.97;74.93;98.42;26.39;4.52
-27.59439;-48.54179;1982;2;14;17.19;77.25;98.26;26.83;5.25
-27.59439;-48.54179;1982;2;15;3.25;79.82;98.49;24.43;4.12
-27.59439;-48.54179;1982;2;16;9.92;76.36;98.33;25.87;3.89
-27.59439;-48.54179;1982;2;17;6.44;81.03;98.42;25.41;4.4
-27.59439;-48.54179;1982;2;18;3.64;84.59;98.81;24.39;4.41
-27.59439;-48.54179;1982;2;19;5;82.88;98.66;24.14;3.56
-27.59439;-48.54179;1982;2;20;2.99;83.45;98.19;24.73;4.89
-27.59439;-48.54179;1982;2;21;5;82.16;98.05;25.96;6.52
-27.59439;-48.54179;1982;2;22;15.76;79.34;98.15;24.79;5.63
-27.59439;-48.54179;1982;2;23;29.56;83.49;98.4;21.33;5.38
-27.59439;-48.54179;1982;2;24;13.13;81.89;98.34;20.66;6.52
-27.59439;-48.54179;1982;2;25;0.44;78.97;98.39;21.18;3.32
-27.59439;-48.54179;1982;2;26;0.03;80.51;98.61;22.64;3.15
-27.59439;-48.54179;1982;2;27;0.11;79.84;98.82;22.97;4.63
-27.59439;-48.54179;1982;2;28;2.96;79.16;98.82;23.32;4.91
-27.59439;-48.54179;1982;3;1;10.53;83.86;98.67;23.02;3.38
-27.59439;-48.54179;1982;3;2;12.55;82.16;98.73;21.81;6.45
-27.59439;-48.54179;1982;3;3;2.06;80.61;99.03;21.71;6.64
-27.59439;-48.54179;1982;3;4;0.15;73.73;99.22;20.89;4.26
-27.59439;-48.54179;1982;3;5;4.11;79.75;99.02;21.39;4.1
-27.59439;-48.54179;1982;3;6;0.18;79.64;98.57;22.32;4.19
-27.59439;-48.54179;1982;3;7;0.75;80.16;98.54;22.97;4.83
-27.59439;-48.54179;1982;3;8;9.29;83.61;98.66;22.4;4.24
-27.59439;-48.54179;1982;3;9;24.79;88.04;98.47;22.72;5.67
-27.59439;-48.54179;1982;3;10;3.46;84.93;98.35;23.82;3.48
-27.59439;-48.54179;1982;3;11;1.33;80.08;98.42;23.89;3.16
-27.59439;-48.54179;1982;3;12;0.95;79.15;98.67;23.12;3.81
-27.59439;-48.54179;1982;3;13;1.71;78.86;98.74;22.55;3.5
-27.59439;-48.54179;1982;3;14;1.3;82.89;98.44;22.36;4.7
-27.59439;-48.54179;1982;3;15;4.38;82.85;97.83;23.44;6.98
-27.59439;-48.54179;1982;3;16;0;74.42;97.76;24.55;4.31
-27.59439;-48.54179;1982;3;17;0.26;73.24;98.1;24.21;3.62
-27.59439;-48.54179;1982;3;18;6.99;78.07;98.15;23.69;3.03
-27.59439;-48.54179;1982;3;19;5.32;78.88;98.31;22.55;2.97
-27.59439;-48.54179;1982;3;20;1.48;75.8;98.57;22.36;3.08
-27.59439;-48.54179;1982;3;21;2.41;76.26;98.68;22.68;3.74
-27.59439;-48.54179;1982;3;22;5.89;83.24;98.48;22.66;4.75
-27.59439;-48.54179;1982;3;23;10.37;82.75;98.3;22.56;3.59
-27.59439;-48.54179;1982;3;24;16.02;83.99;98.31;22.3;3.45
-27.59439;-48.54179;1982;3;25;8.08;87.09;98.29;22.79;5.81
-27.59439;-48.54179;1982;3;26;0.95;86.86;98.26;22.84;5.4
-27.59439;-48.54179;1982;3;27;0.34;81.95;98.21;24.15;4.78
-27.59439;-48.54179;1982;3;28;17.07;86.07;98.55;21.09;7.3
-27.59439;-48.54179;1982;3;29;19.7;85.47;98.67;18.54;5.56
-27.59439;-48.54179;1982;3;30;4.71;82.38;98.75;20.12;3.97
-27.59439;-48.54179;1982;3;31;0.47;80.21;98.94;21.1;3.79
-27.59439;-48.54179;1982;4;1;0.03;72.67;99.14;21.34;3.14
-27.59439;-48.54179;1982;4;2;0.15;82.99;99.12;21.83;4.72
-27.59439;-48.54179;1982;4;3;0.12;81.3;99.06;22.06;3.37
-27.59439;-48.54179;1982;4;4;2.69;84.63;99;22.01;4.81
-27.59439;-48.54179;1982;4;5;5.25;86.17;98.76;21.19;4.18
-27.59439;-48.54179;1982;4;6;1.08;78.53;98.71;21.12;4.77
-27.59439;-48.54179;1982;4;7;0.14;78.06;98.71;20.79;6.26
-27.59439;-48.54179;1982;4;8;0.43;75.79;98.86;19.41;6.37
-27.59439;-48.54179;1982;4;9;0.31;68.82;99.02;19.3;4.26
-27.59439;-48.54179;1982;4;10;1.55;63.83;99.12;20.1;3.24
-27.59439;-48.54179;1982;4;11;2.83;80.2;99.02;20.52;5.02
-27.59439;-48.54179;1982;4;12;2.78;84.06;98.74;21.03;5.64
-27.59439;-48.54179;1982;4;13;1.23;86.02;98.54;21.57;6.11
-27.59439;-48.54179;1982;4;14;9.3;87.55;98;21.75;5.97
-27.59439;-48.54179;1982;4;15;0.82;79.29;98.08;20.36;7.84
-27.59439;-48.54179;1982;4;16;0.06;72.72;98.8;18.14;6.9
-27.59439;-48.54179;1982;4;17;0.1;74.39;99.15;18.1;4.01
-27.59439;-48.54179;1982;4;18;1.81;75.93;99.27;19.47;4
-27.59439;-48.54179;1982;4;19;6.17;78.76;99.15;19.95;7.34
-27.59439;-48.54179;1982;4;20;1.5;82.3;98.96;20.49;7.38
-27.59439;-48.54179;1982;4;21;0.24;83.54;98.63;21.95;6.1
-27.59439;-48.54179;1982;4;22;0.01;76.86;98.86;20.11;6.3
-27.59439;-48.54179;1982;4;23;0.06;78.32;99.11;19.52;4.27
-27.59439;-48.54179;1982;4;24;0.15;78.42;99.2;19.69;2.99
-27.59439;-48.54179;1982;4;25;0.31;79.97;99.11;19.96;4.45
-27.59439;-48.54179;1982;4;26;0.75;75.49;99.26;19.93;2.94
-27.59439;-48.54179;1982;4;27;3.68;81.34;99.39;19.65;4.86
-27.59439;-48.54179;1982;4;28;4.18;80.76;99.67;18.61;9.04
-27.59439;-48.54179;1982;4;29;1.74;72.61;99.69;18.58;5.1
-27.59439;-48.54179;1982;4;30;1.12;77.08;99.5;18.84;4.41
-27.59439;-48.54179;1982;5;1;0.21;71.68;99.12;19.91;3.27
-27.59439;-48.54179;1982;5;2;0.68;70.87;98.84;19.74;5.53
-27.59439;-48.54179;1982;5;3;3.92;78.52;99.16;17.36;7.92
-27.59439;-48.54179;1982;5;4;1.78;65.91;99.61;18.13;6.21
-27.59439;-48.54179;1982;5;5;0.09;66.33;99.66;18.49;5.5
-27.59439;-48.54179;1982;5;6;0.94;71.32;99.49;18.52;6.63
-27.59439;-48.54179;1982;5;7;1.98;83.47;99.41;18.14;6.3
-27.59439;-48.54179;1982;5;8;0.03;85.1;99.11;19.48;6.38
-27.59439;-48.54179;1982;5;9;0.2;83.99;98.66;20.17;7.41
-27.59439;-48.54179;1982;5;10;0.46;78.1;98.35;21.32;5.14
-27.59439;-48.54179;1982;5;11;7.38;84;98.53;20.35;4.4
-27.59439;-48.54179;1982;5;12;0.43;82.92;98.53;21.11;4.82
-27.59439;-48.54179;1982;5;13;0.32;84.52;98.47;21.78;6.7
-27.59439;-48.54179;1982;5;14;0.18;83.46;98.38;21.52;4.64
-27.59439;-48.54179;1982;5;15;2.07;88.2;98.55;19.11;4.96
-27.59439;-48.54179;1982;5;16;0.18;86.62;98.61;20.19;4.14
-27.59439;-48.54179;1982;5;17;0.15;84.35;98.46;21.52;7.37
-27.59439;-48.54179;1982;5;18;0.34;75.69;98.03;22.69;5.79
-27.59439;-48.54179;1982;5;19;5.28;75.76;98.12;17.18;7.08
-27.59439;-48.54179;1982;5;20;0;66.03;98.32;14.86;4.49
-27.59439;-48.54179;1982;5;21;0.01;69.75;98.65;15.05;3.64
-27.59439;-48.54179;1982;5;22;0.04;77.46;99.07;15.1;4
-27.59439;-48.54179;1982;5;23;1.45;83.9;99.35;16.91;4.16
-27.59439;-48.54179;1982;5;24;18.13;87.45;99.02;17.02;6.05
-27.59439;-48.54179;1982;5;25;42.99;92.03;98.42;16.14;9.82
-27.59439;-48.54179;1982;5;26;1.54;83.53;98.53;16.33;7.1
-27.59439;-48.54179;1982;5;27;0.05;72.88;99.12;14.88;6.49
-27.59439;-48.54179;1982;5;28;0;73.43;99.41;13.86;4.09
-27.59439;-48.54179;1982;5;29;0.07;73.74;99.44;14.14;4.11
-27.59439;-48.54179;1982;5;30;0;85.64;99.38;14.61;5.64
-27.59439;-48.54179;1982;5;31;0;88.01;99.35;16.37;4.51
-27.59439;-48.54179;1982;6;1;0.01;86.2;99.46;17.45;3.99
-27.59439;-48.54179;1982;6;2;0;91.65;99.32;17.84;6.42
-27.59439;-48.54179;1982;6;3;0;88.23;98.86;18.52;6.47
-27.59439;-48.54179;1982;6;4;0.01;81.01;98.43;19.6;3.91
-27.59439;-48.54179;1982;6;5;0.31;86.84;98.7;18.13;3.51
-27.59439;-48.54179;1982;6;6;0.05;82.84;98.94;17.31;4.02
-27.59439;-48.54179;1982;6;7;0;81.76;98.97;17.95;2.68
-27.59439;-48.54179;1982;6;8;0;86.18;98.53;18.27;5.73
-27.59439;-48.54179;1982;6;9;0;76.8;98.52;19.97;3.7
-27.59439;-48.54179;1982;6;10;12.58;82.9;98.32;20.28;6.06
-27.59439;-48.54179;1982;6;11;0.17;85.18;98.09;20.53;5.51
-27.59439;-48.54179;1982;6;12;1.95;89.57;98.42;19.08;5.77
-27.59439;-48.54179;1982;6;13;0.6;86.56;98.93;17.56;4.43
-27.59439;-48.54179;1982;6;14;2.16;87.72;98.56;19.98;5.95
-27.59439;-48.54179;1982;6;15;12.79;90.6;98.43;18.81;8.47
-27.59439;-48.54179;1982;6;16;4.1;74.6;99.5;12.96;8.58
-27.59439;-48.54179;1982;6;17;0.81;76.3;99.61;13.48;3.81
-27.59439;-48.54179;1982;6;18;1.67;88.09;99.13;17.55;7.05
-27.59439;-48.54179;1982;6;19;10.05;88.84;98.22;19.42;7.43
-27.59439;-48.54179;1982;6;20;5.72;81.35;98.44;16.84;7.1
-27.59439;-48.54179;1982;6;21;1.59;79.33;98.96;15.2;4.14
-27.59439;-48.54179;1982;6;22;2.7;80.35;98.71;16.62;4.37
-27.59439;-48.54179;1982;6;23;2.16;82.57;98.72;14.06;3.1
-27.59439;-48.54179;1982;6;24;13.64;88.92;98.18;14.21;3.82
-27.59439;-48.54179;1982;6;25;8.13;81.07;98.09;13.83;4.09
-27.59439;-48.54179;1982;6;26;7.24;84.42;98.14;16.1;3.53
-27.59439;-48.54179;1982;6;27;15.49;90.57;97.91;19.94;7.6
-27.59439;-48.54179;1982;6;28;29.39;87.45;97.65;21.1;8.99
-27.59439;-48.54179;1982;6;29;0.09;61.78;98.53;13.89;4.21
-27.59439;-48.54179;1982;6;30;0.37;59.06;98.84;14.6;3.06
-27.59439;-48.54179;1982;7;1;0.13;63.61;99.37;14.19;3.57
-27.59439;-48.54179;1982;7;2;0.11;78.98;99.51;13.23;5.68
-27.59439;-48.54179;1982;7;3;0.24;90.87;98.93;15.78;7.79
-27.59439;-48.54179;1982;7;4;0.17;82;98.53;19.39;5.41
-27.59439;-48.54179;1982;7;5;9.2;90.59;98.61;18.76;2.54
-27.59439;-48.54179;1982;7;6;0.06;84.86;98.37;20.46;5.17
-27.59439;-48.54179;1982;7;7;1.94;89.11;98.29;17.85;7.64
-27.59439;-48.54179;1982;7;8;2.85;81.66;98.8;12.6;6.13
-27.59439;-48.54179;1982;7;9;1.7;84.95;98.48;13.56;4.93
-27.59439;-48.54179;1982;7;10;0.24;75.37;98.64;12.86;3.35
-27.59439;-48.54179;1982;7;11;0.27;80.27;98.52;14.78;2.96
-27.59439;-48.54179;1982;7;12;17.05;94.66;98.06;16.86;5.73
-27.59439;-48.54179;1982;7;13;0.09;72.67;97.72;16.69;9.78
-27.59439;-48.54179;1982;7;14;0.01;73.69;99.01;11.33;4.66
-27.59439;-48.54179;1982;7;15;0.01;84.6;99.23;12.02;5.09
-27.59439;-48.54179;1982;7;16;0.34;93.05;99.01;14.74;8.79
-27.59439;-48.54179;1982;7;17;1.07;93.63;98.61;17.76;8.42
-27.59439;-48.54179;1982;7;18;5.82;89.85;98.61;17.32;3.94
-27.59439;-48.54179;1982;7;19;0.09;85.94;99.03;15.21;2.87
-27.59439;-48.54179;1982;7;20;0.03;87.23;98.92;15.91;5.29
-27.59439;-48.54179;1982;7;21;0.01;89.8;98.85;17.86;7.22
-27.59439;-48.54179;1982;7;22;0.03;83.89;98.83;18.61;3.78
-27.59439;-48.54179;1982;7;23;0.03;83.62;98.89;19.01;4.12
-27.59439;-48.54179;1982;7;24;0.04;85.4;98.98;18.92;3.44
-27.59439;-48.54179;1982;7;25;0;84.2;99.1;18.93;4.36
-27.59439;-48.54179;1982;7;26;0.01;81.77;99.16;19.23;3.98
-27.59439;-48.54179;1982;7;27;0.08;80.65;99.04;19.08;2.74
-27.59439;-48.54179;1982;7;28;0.26;84.43;98.5;18.98;6.1
-27.59439;-48.54179;1982;7;29;6.62;79.35;98.63;14.66;9.13
-27.59439;-48.54179;1982;7;30;0.19;71.14;99.45;10.2;5.14
-27.59439;-48.54179;1982;7;31;0.01;75.2;99.26;12.84;3.94
-27.59439;-48.54179;1982;8;1;0.83;84.63;98.86;14.56;4.61
-27.59439;-48.54179;1982;8;2;12.8;84.13;98.58;13.61;5.63
-27.59439;-48.54179;1982;8;3;0.04;79.12;98.91;12.02;8.15
-27.59439;-48.54179;1982;8;4;0.15;84.21;99.34;12.76;3.44
-27.59439;-48.54179;1982;8;5;0.53;86.86;99.25;14.67;5.48
-27.59439;-48.54179;1982;8;6;0.1;89.01;98.85;16.76;6.79
-27.59439;-48.54179;1982;8;7;0.02;84.54;98.43;19.39;4.9
-27.59439;-48.54179;1982;8;8;8.24;82.27;98.41;20.88;4.87
-27.59439;-48.54179;1982;8;9;6.55;84.14;98.69;19.22;3.59
-27.59439;-48.54179;1982;8;10;0.44;77.55;99.35;14.66;7.47
-27.59439;-48.54179;1982;8;11;0.03;81.14;99.96;13.32;4.38
-27.59439;-48.54179;1982;8;12;0.11;77.37;100;15.78;5.91
-27.59439;-48.54179;1982;8;13;0.21;86.64;99.55;15.95;8.77
-27.59439;-48.54179;1982;8;14;0.83;87.58;98.93;18.79;7.94
-27.59439;-48.54179;1982;8;15;3.26;83.9;98.68;19.33;6.55
-27.59439;-48.54179;1982;8;16;17.43;90.54;99.01;15.82;4.23
-27.59439;-48.54179;1982;8;17;5.84;93.25;98.81;16.27;4.18
-27.59439;-48.54179;1982;8;18;5.03;89.61;98.71;14.65;6.96
-27.59439;-48.54179;1982;8;19;0.02;72.5;99.13;12.57;6.69
-27.59439;-48.54179;1982;8;20;0;77.43;98.96;13.91;5.68
-27.59439;-48.54179;1982;8;21;0;73.62;98.35;17.47;5.46
-27.59439;-48.54179;1982;8;22;3.1;80.77;98.99;14.73;5.42
-27.59439;-48.54179;1982;8;23;2.56;86.53;98.94;16.47;4.69
-27.59439;-48.54179;1982;8;24;0.13;80.11;98.59;21.11;4.91
-27.59439;-48.54179;1982;8;25;0.11;78.4;98.41;23.23;5.75
-27.59439;-48.54179;1982;8;26;0.2;74.8;98.46;23.62;5.91
-27.59439;-48.54179;1982;8;27;0.02;74.06;98.6;23.67;3.71
-27.59439;-48.54179;1982;8;28;0.13;82.62;98.69;21.59;4.82
-27.59439;-48.54179;1982;8;29;1.01;81.9;98.33;21.88;6.17
-27.59439;-48.54179;1982;8;30;2.9;84.71;98.44;19.59;7.33
-27.59439;-48.54179;1982;8;31;14.45;83.54;98.96;15.18;7.99
-27.59439;-48.54179;1982;9;1;0.74;79.02;99.2;15.35;3.52
-27.59439;-48.54179;1982;9;2;0.12;82.55;99.11;17.47;5.1
-27.59439;-48.54179;1982;9;3;0.06;86.98;99.18;17.32;5.89
-27.59439;-48.54179;1982;9;4;0.27;85.21;98.78;19.92;7.78
-27.59439;-48.54179;1982;9;5;0.34;84.81;99;16.84;10.96
-27.59439;-48.54179;1982;9;6;0.33;72.33;99.65;14.65;6.41
-27.59439;-48.54179;1982;9;7;0.04;72.26;99.65;15.33;5.44
-27.59439;-48.54179;1982;9;8;0.01;72.31;99.48;16.59;6.57
-27.59439;-48.54179;1982;9;9;0;76.84;99.19;16.94;6.88
-27.59439;-48.54179;1982;9;10;0.02;83.41;98.79;17.28;8.28
-27.59439;-48.54179;1982;9;11;0.01;83.49;98.57;19.41;7.88
-27.59439;-48.54179;1982;9;12;0;82.17;98.47;20.58;6.71
-27.59439;-48.54179;1982;9;13;0;81.19;98.36;21.34;3.01
-27.59439;-48.54179;1982;9;14;0;77.12;98.61;22.14;2.48
-27.59439;-48.54179;1982;9;15;0;80.04;98.8;22.01;3.58
-27.59439;-48.54179;1982;9;16;0.01;86.25;98.74;21.01;8.23
-27.59439;-48.54179;1982;9;17;0.49;75.27;98.2;23.74;6.8
-27.59439;-48.54179;1982;9;18;9.48;86.97;97.9;18.15;6.39
-27.59439;-48.54179;1982;9;19;0.6;74.85;98.5;15.4;10.56
-27.59439;-48.54179;1982;9;20;0.47;68.92;99.26;15.26;5.02
-27.59439;-48.54179;1982;9;21;0.19;76.05;99.38;15.93;4.84
-27.59439;-48.54179;1982;9;22;0.15;80.48;99.3;17.75;6.36
-27.59439;-48.54179;1982;9;23;0.18;83.63;99.26;18.47;7.29
-27.59439;-48.54179;1982;9;24;0.22;81.33;99.13;18.75;8.5
-27.59439;-48.54179;1982;9;25;0.61;80.24;98.8;19.51;7.14
-27.59439;-48.54179;1982;9;26;3.69;85.19;98.43;19.59;4.05
-27.59439;-48.54179;1982;9;27;5.85;83.11;97.66;19.94;9.86
-27.59439;-48.54179;1982;9;28;6.49;71.46;98.54;16.15;10.7
-27.59439;-48.54179;1982;9;29;0.95;71.2;99.2;14.63;6.91
-27.59439;-48.54179;1982;9;30;4.11;75.02;99.36;15.82;6.18
-27.59439;-48.54179;1982;10;1;7.45;79.9;98.96;17.04;8.71
-27.59439;-48.54179;1982;10;2;11.92;87;98.28;18.02;5.81
-27.59439;-48.54179;1982;10;3;0.13;73.7;98.52;18.19;4.97
-27.59439;-48.54179;1982;10;4;0.39;77.88;98.29;19.59;4.84
-27.59439;-48.54179;1982;10;5;3.22;73.69;98.28;18.84;8.35
-27.59439;-48.54179;1982;10;6;7;71.2;98.77;15.87;4.74
-27.59439;-48.54179;1982;10;7;39.39;91.99;98.37;15.96;7.36
-27.59439;-48.54179;1982;10;8;0.37;82.62;98.57;17.97;8.24
-27.59439;-48.54179;1982;10;9;3.36;77.5;99.16;15.84;5.14
-27.59439;-48.54179;1982;10;10;4.23;89.47;98.41;17.48;6.59
-27.59439;-48.54179;1982;10;11;0.08;75.79;98.31;18.35;5.57
-27.59439;-48.54179;1982;10;12;0.16;80.26;97.91;18.82;7.34
-27.59439;-48.54179;1982;10;13;7.47;69.02;97.93;17.43;8.33
-27.59439;-48.54179;1982;10;14;0;62.49;98.66;14.65;4.87
-27.59439;-48.54179;1982;10;15;0;66.98;99.15;15.93;2.67
-27.59439;-48.54179;1982;10;16;0.16;78;99.14;17.63;6.46
-27.59439;-48.54179;1982;10;17;0.69;83.46;98.19;19.61;10.98
-27.59439;-48.54179;1982;10;18;19.78;59.98;97.89;19.9;5.36
-27.59439;-48.54179;1982;10;19;0;60.97;98.67;16.7;5.31
-27.59439;-48.54179;1982;10;20;0.19;78.79;98.45;19.38;8.29
-27.59439;-48.54179;1982;10;21;7.34;80.76;98.14;22.99;6.8
-27.59439;-48.54179;1982;10;22;23.86;79.68;97.77;24.48;4.83
-27.59439;-48.54179;1982;10;23;13.74;74.98;97.54;26.09;5.15
-27.59439;-48.54179;1982;10;24;1.68;87.05;98.16;20.6;6.4
-27.59439;-48.54179;1982;10;25;3.44;86.17;98.71;19.26;5.7
-27.59439;-48.54179;1982;10;26;2.84;82.6;98.99;18.58;4.88
-27.59439;-48.54179;1982;10;27;4.18;83.15;98.36;20.23;4.74
-27.59439;-48.54179;1982;10;28;2.02;80.87;98.1;19;4.22
-27.59439;-48.54179;1982;10;29;0.05;72.67;97.7;21.51;3.4
-27.59439;-48.54179;1982;10;30;1.45;62.19;97.78;20.64;7.52
-27.59439;-48.54179;1982;10;31;0.29;71.52;98.54;19.66;4.02
-27.59439;-48.54179;1982;11;1;0.12;80.66;98.33;20.62;8.5
-27.59439;-48.54179;1982;11;2;11.24;80.77;97.74;24.41;7.68
-27.59439;-48.54179;1982;11;3;11.22;79.56;97.57;25.44;7.77
-27.59439;-48.54179;1982;11;4;32.48;85.92;98.22;18.17;6.71
-27.59439;-48.54179;1982;11;5;16.52;84.51;98.5;16.86;5.59
-27.59439;-48.54179;1982;11;6;5.79;81.18;97.96;20.6;6.56
-27.59439;-48.54179;1982;11;7;0.05;78.45;98.28;18.7;4.38
-27.59439;-48.54179;1982;11;8;0.09;77.64;98.46;18.99;7.18
-27.59439;-48.54179;1982;11;9;0.45;76.32;98.75;18.21;3.43
-27.59439;-48.54179;1982;11;10;10.96;85.99;98.23;20.09;7.09
-27.59439;-48.54179;1982;11;11;19.58;88.29;97.45;21.58;10.83
-27.59439;-48.54179;1982;11;12;3.4;73.45;98.56;16.9;8.23
-27.59439;-48.54179;1982;11;13;3.06;73.85;99.05;17.3;4.57
-27.59439;-48.54179;1982;11;14;22.11;87.86;98.82;17.83;6.89
-27.59439;-48.54179;1982;11;15;18.45;90.95;98.46;18.19;8.09
-27.59439;-48.54179;1982;11;16;4.99;83.18;98.65;17.82;6.83
-27.59439;-48.54179;1982;11;17;0.8;80.55;98.74;18.67;4.12
-27.59439;-48.54179;1982;11;18;0.43;83.28;98.47;19.81;6.62
-27.59439;-48.54179;1982;11;19;1.31;84.32;97.75;22.67;6.72
-27.59439;-48.54179;1982;11;20;9.57;81.83;97.79;21.39;5.32
-27.59439;-48.54179;1982;11;21;4.55;82.85;98.27;18.14;5.87
-27.59439;-48.54179;1982;11;22;1.04;81.63;98.48;19.23;3.07
-27.59439;-48.54179;1982;11;23;3.85;87.53;98.65;19;3.78
-27.59439;-48.54179;1982;11;24;1.45;86.81;98.5;19.98;5.36
-27.59439;-48.54179;1982;11;25;3.94;87.63;98.27;21.96;4.94
-27.59439;-48.54179;1982;11;26;13.46;86.37;97.87;24.01;4.92
-27.59439;-48.54179;1982;11;27;2.76;74.76;97.71;24.01;3.64
-27.59439;-48.54179;1982;11;28;2.02;78.59;97.97;24.39;2.72
-27.59439;-48.54179;1982;11;29;0.4;86.14;98.39;23.62;2.97
-27.59439;-48.54179;1982;11;30;4.81;85.12;98.41;24.09;3.69
-27.59439;-48.54179;1982;12;1;3.6;77.72;98.16;25.1;4.07
-27.59439;-48.54179;1982;12;2;19.58;86.61;98.31;21.07;9.89
-27.59439;-48.54179;1982;12;3;3;71.96;98.88;17.38;10.19
-27.59439;-48.54179;1982;12;4;0.29;68.73;98.77;18.12;4.55
-27.59439;-48.54179;1982;12;5;0.26;69.59;98.48;18.89;4.86
-27.59439;-48.54179;1982;12;6;1.82;83.19;97.95;20.57;6.51
-27.59439;-48.54179;1982;12;7;0.12;61.4;97.96;20.38;7.1
-27.59439;-48.54179;1982;12;8;0.09;59.48;98.63;18.38;5.21
-27.59439;-48.54179;1982;12;9;0;68.84;98.96;18.66;3.65
-27.59439;-48.54179;1982;12;10;0.86;78.95;98.83;20.52;6.46
-27.59439;-48.54179;1982;12;11;1.39;84.37;98.54;23.3;6.16
-27.59439;-48.54179;1982;12;12;0.33;84.59;98.14;23.07;5.46
-27.59439;-48.54179;1982;12;13;9.37;85.3;97.8;23.86;4.88
-27.59439;-48.54179;1982;12;14;8.07;78.03;97.81;25.15;3.93
-27.59439;-48.54179;1982;12;15;2.25;86.11;98.04;22.85;3.89
-27.59439;-48.54179;1982;12;16;0.82;88.2;98.37;22.28;4.09
-27.59439;-48.54179;1982;12;17;1.47;87.39;98.21;23;3.91
-27.59439;-48.54179;1982;12;18;12.62;78.12;97.82;25.53;2.69
-27.59439;-48.54179;1982;12;19;10.35;77.72;98.09;24.07;6.12
-27.59439;-48.54179;1982;12;20;0.25;69.69;98.65;21.4;4.62
-27.59439;-48.54179;1982;12;21;5.27;76.69;98.49;21.15;4.14
-27.59439;-48.54179;1982;12;22;7.49;82.17;97.85;22.02;5.89
-27.59439;-48.54179;1982;12;23;15.66;77.73;97.44;22.31;6.68
-27.59439;-48.54179;1982;12;24;1.09;73.96;97.99;20.6;6.48
-27.59439;-48.54179;1982;12;25;0.02;69.93;98.42;22.49;3.64
-27.59439;-48.54179;1982;12;26;0.92;71.29;98.5;23.03;5.77
