--------------------
BDMEP - INMET
--------------------
Estação           : CAXIAS DO SUL - RS (OMM: 83942)
Latitude  (graus) : -29.16
Longitude (graus) : -51.2
Altitude  (metros): 759.60
Estação Operante
Inicio de operação: 12/04/1912
Periodo solicitado dos dados: 01/01/1940 a 01/04/2020
Os dados listados abaixo são os que encontram-se digitados no BDMEP
Hora em UTC
--------------------
Obs.: Os dados aparecem separados por ; (ponto e vírgula) no formato txt.
      Para o formato planilha XLS, siga as instruções
--------------------
Estacao;Data;Hora;TempBulboSeco;TempBulboUmido;UmidadeRelativa;PressaoAtmEstacao;DirecaoVento;VelocidadeVentoNebulosidade;
83942;08/09/1978;1200;10.2;10.1;98;918.4;18;5;10;
83942;08/09/1978;1800;9.6;9.3;96;918.8;23;5;10;
83942;09/09/1978;0000;10.1;9.1;88;922.7;23;3;6;
83942;09/09/1978;1200;10;7.9;74;928;18;3;3;
83942;09/09/1978;1800;13;9.3;61;927.5;18;3;8;
83942;10/09/1978;0000;9.8;7.8;75;929.2;18;4;0;
83942;10/09/1978;1200;9.7;7.2;69;931.1;18;2;0;
83942;10/09/1978;1800;16.2;11.4;54;929.2;18;3;0;
83942;11/09/1978;0000;11.8;8.7;65;929.6;18;2;0;
83942;11/09/1978;1200;9.2;6.7;69;931.4;18;3;0;
83942;11/09/1978;1800;14.3;9.9;55;929.9;18;3;3;
83942;12/09/1978;0000;7.1;5.8;82;930.4;18;1;0;
83942;12/09/1978;1200;10.5;6.1;49;930.2;5;5;1;
83942;12/09/1978;1800;19;11.7;39;927.9;18;2;1;
83942;13/09/1978;0000;10.2;6.8;60;929.2;14;3;0;
83942;13/09/1978;1200;11.4;8.2;63;929.5;5;9;10;
83942;13/09/1978;1800;19.3;11.9;38;923.5;5;1;10;
83942;14/09/1978;0000;12.5;10.7;79;926.8;5;5;10;
83942;14/09/1978;1200;12.6;11.9;93;928.6;5;9;10;
83942;14/09/1978;1800;13.3;12.8;95;925.1;9;3;10;
83942;15/09/1978;0000;12.6;12.4;98;924.2;5;3;10;
83942;15/09/1978;1200;10.2;10.2;100;927.2;18;2;10;
83942;15/09/1978;1800;14.9;13.8;89;927.1;32;3;7;
83942;16/09/1978;0000;10.9;10.4;94;927.4;5;3;0;
83942;16/09/1978;1200;14.8;13.3;85;930.8;5;3;4;
83942;16/09/1978;1800;21.2;17.8;71;926.7;18;3;4;
83942;17/09/1978;0000;16.6;14.1;76;926.6;5;3;0;
83942;17/09/1978;1200;16.9;13.8;70;929.2;36;7;0;
83942;17/09/1978;1800;25.2;16.5;40;926;5;3;4;
83942;18/09/1978;0000;18.7;15.3;69;925.9;36;3;0;
83942;18/09/1978;1200;16.1;14.1;80;930.2;36;3;0;
83942;18/09/1978;1800;24.2;18.3;56;927.6;36;2;0;
83942;19/09/1978;0000;19.7;17.7;82;927.9;5;3;10;
83942;19/09/1978;1200;16.1;13.6;75;924.4;5;5;10;
83942;19/09/1978;1800;25.6;16.2;35;923.1;36;7;9;
83942;20/09/1978;0000;20.9;15.8;58;922.2;5;3;10;
83942;20/09/1978;1200;16.5;14.8;83;922.3;36;7;10;
83942;20/09/1978;1800;18.2;16.8;86;923;32;3;10;
83942;21/09/1978;0000;15.7;14.8;90;924.8;36;2;6;
83942;21/09/1978;1200;16.8;15.2;85;931.4;5;1;0;
83942;21/09/1978;1800;21.7;17.8;67;930.7;18;3;5;
83942;22/09/1978;0000;16.4;14.9;84;931.5;14;3;4;
83942;22/09/1978;1200;16.4;15.8;94;934.6;18;1;4;
83942;22/09/1978;1800;24.6;20.7;70;932.6;14;3;5;
83942;23/09/1978;0000;18.8;16.2;77;933.2;14;3;0;
83942;23/09/1978;1200;18.4;15.5;73;935.1;5;3;0;
83942;23/09/1978;1800;26.2;20.3;58;933.6;5;3;6;
83942;24/09/1978;0000;19.1;16.2;74;932.8;5;3;0;
83942;24/09/1978;1200;16.6;13.6;71;932;5;5;0;
83942;24/09/1978;1800;25.3;17.7;45;938.3;32;1;5;
83942;25/09/1978;0000;18.1;14.1;64;928.3;18;3;0;
83942;25/09/1978;1200;17.4;15.1;78;929;5;3;1;
83942;25/09/1978;1800;25.4;18.1;48;925.9;32;4;8;
83942;26/09/1978;0000;17.5;14.9;75;927;5;3;0;
83942;26/09/1978;1200;15.6;12.9;73;932;36;8;0;
83942;26/09/1978;1800;25.6;17.4;42;929;5;5;0;
83942;27/09/1978;0000;19.3;15.5;67;928.8;5;3;0;
83942;27/09/1978;1200;17.9;14.9;72;931.6;36;9;10;
83942;27/09/1978;1800;25.6;17.7;44;929.6;32;3;10;
83942;28/09/1978;0000;19.2;15.7;69;931.5;5;3;6;
83942;28/09/1978;1200;15.9;14.7;87;933.1;36;3;10;
83942;28/09/1978;1800;14.9;14.8;99;931.8;18;3;10;
83942;29/09/1978;0000;11.9;11.8;99;932.6;18;3;10;
83942;29/09/1978;1200;10.9;10.8;99;932.7;18;3;8;
83942;29/09/1978;1800;18.8;15.9;74;930;18;3;3;
83942;30/09/1978;0000;13;11;78;931;18;3;3;
83942;30/09/1978;1200;15.6;13.2;76;932.2;5;3;1;
83942;02/10/1978;1200;18;14.2;66;929.8;36;5;9;
83942;02/10/1978;1800;25.1;18.6;53;928;32;1;10;
83942;03/10/1978;0000;19.4;16;70;928.2;5;3;0;
83942;03/10/1978;1200;20.3;15.8;62;928.8;36;3;8;
83942;03/10/1978;1800;27.6;18.4;39;925.8;5;3;9;
83942;04/10/1978;0000;23.7;16.1;44;924.4;36;3;10;
83942;04/10/1978;1200;18.2;16.6;85;928;36;3;10;
83942;04/10/1978;1800;21.7;18.1;70;928.4;32;5;10;
83942;05/10/1978;0000;19.3;16.5;75;929.8;32;1;0;
83942;05/10/1978;1200;19.1;16.7;78;931.5;32;1;1;
83942;05/10/1978;1800;24.2;20.4;70;929.2;23;3;4;
83942;06/10/1978;0000;18;16.8;88;930;14;3;8;
83942;06/10/1978;1200;15.8;14.9;90;931.1;18;2;9;
83942;06/10/1978;1800;21.2;17.1;66;929.4;18;5;6;
83942;07/10/1978;0000;15.2;13.3;81;929.4;18;3;4;
83942;07/10/1978;1200;15.8;13.1;73;929.8;5;5;9;
83942;07/10/1978;1800;24.4;17.7;51;927;9;1;7;
83942;08/10/1978;0000;15.1;11.3;62;927.2;18;1;9;
83942;08/10/1978;1200;17.4;13.9;67;927;5;7;1;
83942;08/10/1978;1800;26;19.1;52;924.8;5;5;8;
83942;09/10/1978;0000;20.4;16.4;66;924.2;5;3;6;
83942;09/10/1978;1200;16.2;13.6;74;923.8;36;7;10;
83942;09/10/1978;1800;22;17.4;63;923.4;32;5;10;
83942;10/10/1978;0000;18.8;15.9;74;923.5;14;3;10;
83942;10/10/1978;1200;15.7;15.4;97;920.8;14;3;10;
83942;10/10/1978;1800;15.9;15.4;95;918.4;18;3;10;
83942;11/10/1978;0000;14.5;14.2;96;918.7;18;3;7;
83942;11/10/1978;1200;12.5;12;94;919.9;32;3;1;
83942;11/10/1978;1800;20;16.2;68;918.4;18;3;3;
83942;12/10/1978;0000;14.9;13.1;81;920.3;18;3;10;
83942;12/10/1978;1200;16.4;13.9;75;924;27;1;3;
83942;12/10/1978;1800;22.6;17.4;59;924.4;18;3;8;
83942;13/10/1978;0000;16.4;14.2;78;924.4;18;1;7;
83942;13/10/1978;1200;16.8;14.4;77;925;32;3;10;
83942;13/10/1978;1800;22.6;17.9;63;921.2;36;3;10;
83942;14/10/1978;0000;17.6;17.3;97;921.8;23;3;10;
83942;14/10/1978;1200;13.9;13.6;96;919.4;27;5;10;
83942;14/10/1978;1800;17.9;14.9;72;919.2;36;5;8;
83942;15/10/1978;0000;13.1;12.4;93;921.4;18;3;0;
83942;15/10/1978;1200;13.5;11.1;74;926.2;32;1;3;
83942;15/10/1978;1800;19.9;14.3;53;922.7;23;3;1;
83942;16/10/1978;0000;12.9;10.8;77;923.4;18;3;0;
83942;16/10/1978;1200;16.9;14.9;81;922.8;36;3;3;
83942;16/10/1978;1800;20.1;15.9;64;921.5;18;3;8;
83942;17/10/1978;0000;15.5;12.1;66;923.1;18;1;0;
83942;17/10/1978;1200;15.8;12.2;65;926.6;23;3;3;
83942;17/10/1978;1800;20;14.9;57;926;18;3;4;
83942;18/10/1978;0000;14.6;12.8;81;926.7;14;1;0;
83942;18/10/1978;1200;16.4;14.1;77;926.2;5;2;3;
83942;18/10/1978;1800;20.9;16.6;64;922.3;18;3;10;
83942;19/10/1978;0000;16.2;14.3;81;921.8;5;2;10;
83942;19/10/1978;1200;13.1;12.9;98;919.8;14;3;10;
83942;19/10/1978;1800;13.4;12.4;90;920.2;14;3;10;
83942;20/10/1978;0000;11.4;10.6;91;921.2;9;1;10;
83942;20/10/1978;1200;12.1;11.7;95;922.2;23;2;10;
83942;20/10/1978;1800;14.8;13.4;86;921.9;23;5;9;
83942;21/10/1978;0000;12.6;12.4;98;925.3;18;1;7;
83942;21/10/1978;1200;15.4;13.4;80;928.3;5;3;1;
83942;21/10/1978;1800;22.8;16.9;54;926.6;5;1;4;
83942;22/10/1978;0000;16.2;15;87;926.3;5;1;0;
83942;22/10/1978;1200;18.9;15.8;72;929.4;32;3;0;
83942;22/10/1978;1800;25.2;18.7;53;928.7;32;3;3;
83942;23/10/1978;0000;19.7;15.9;67;927.1;14;1;0;
83942;23/10/1978;1200;20.9;17.1;68;925.9;36;3;3;
83942;23/10/1978;1800;27.7;19.7;46;922.6;27;1;4;
83942;24/10/1978;0000;22.1;19.7;80;922.3;18;1;0;
83942;24/10/1978;1200;21.2;16.7;63;921.9;36;5;10;
83942;24/10/1978;1800;29.2;19.4;38;919.8;36;5;8;
83942;25/10/1978;0000;18;16.6;86;924.4;18;5;10;
83942;25/10/1978;1200;18.9;16.7;80;925.9;32;1;9;
83942;25/10/1978;1800;23.5;19.4;67;926.4;18;3;9;
83942;26/10/1978;0000;18.6;18.2;96;922.8;14;1;10;
83942;26/10/1978;1200;19.2;17.3;82;924.7;36;5;10;
83942;26/10/1978;1800;25.8;21.2;65;920.6;18;1;10;
83942;27/10/1978;0000;17.7;17;93;920.8;36;3;10;
83942;27/10/1978;1200;17.4;16.9;95;919.9;27;3;10;
83942;27/10/1978;1800;22.8;18.4;64;919.1;27;5;7;
83942;28/10/1978;0000;17.3;16.1;88;921.2;18;1;3;
83942;28/10/1978;1200;18.1;15.8;78;922.8;5;1;1;
83942;28/10/1978;1800;25.4;19.9;59;919.4;5;1;4;
83942;29/10/1978;0000;21.1;17.2;67;918.7;5;3;0;
83942;29/10/1978;1200;22;18.5;71;918.6;36;7;10;
83942;29/10/1978;1800;16.8;15.6;88;918.8;36;3;10;
83942;30/10/1978;0000;16.6;15.5;89;922.4;14;2;6;
83942;30/10/1978;1200;15.3;14.9;96;925.6;9;1;10;
83942;30/10/1978;1800;15.9;15.8;99;926.3;23;3;10;
83942;31/10/1978;0000;16.5;15.8;93;925.6;14;3;10;
83942;31/10/1978;1200;16.4;16.1;97;925.5;5;3;10;
83942;31/10/1978;1800;19.2;17.6;85;925.1;32;3;10;
83942;01/11/1978;0000;16.3;16.2;99;925.9;18;3;10;
83942;01/11/1978;1200;14.4;13.8;95;930.3;18;3;9;
83942;01/11/1978;1800;19.9;15.9;66;929.4;18;3;7;
83942;02/11/1978;0000;14.2;12.9;87;930.3;9;1;0;
83942;02/11/1978;1200;16.6;12.8;64;930;5;3;0;
83942;02/11/1978;1800;22.4;17.9;63;927;18;3;4;
83942;03/11/1978;0000;15.9;12.6;67;926.8;18;3;0;
83942;03/11/1978;1200;17.4;15.2;79;924.2;36;7;10;
83942;03/11/1978;1800;17.2;15.9;87;921.4;14;4;10;
83942;04/11/1978;0000;14.8;14.1;93;919.1;23;3;10;
83942;04/11/1978;1200;14.7;14.7;100;920.3;23;1;10;
83942;04/11/1978;1800;14.1;13.8;97;920.4;23;3;10;
83942;05/11/1978;0000;12;11.9;99;921.6;18;3;10;
83942;05/11/1978;1200;13.1;11.1;78;921.1;23;2;4;
83942;05/11/1978;1800;19.6;15.1;62;919.6;23;3;0;
83942;06/11/1978;0000;16.9;14.9;81;920.3;18;1;0;
83942;06/11/1978;1200;15.5;14.4;89;924.2;27;3;10;
83942;06/11/1978;1800;21.1;13.7;41;925;23;4;1;
83942;07/11/1978;0000;16.5;13.2;68;926.4;23;3;0;
83942;07/11/1978;1200;13.5;12.1;85;930;14;2;4;
83942;07/11/1978;1800;20.6;15.1;55;928.8;23;3;0;
83942;08/11/1978;0000;15.2;12.5;73;929.4;14;3;0;
83942;08/11/1978;1200;18.2;15.3;73;929;36;5;8;
83942;08/11/1978;1800;28.2;19.9;45;925.4;32;3;4;
83942;09/11/1978;0000;24.9;16.9;42;925.1;36;3;10;
83942;09/11/1978;1200;21.4;17.5;67;923;36;5;10;
83942;09/11/1978;1800;30.1;20.3;40;918.4;36;5;8;
83942;10/11/1978;0000;17;15;81;920.6;23;3;10;
83942;10/11/1978;1200;16.7;16.1;94;922.7;14;1;10;
83942;10/11/1978;1800;20.3;17.2;74;921.9;18;3;9;
83942;11/11/1978;0000;16.1;14.1;80;923;18;3;0;
83942;11/11/1978;1200;16.9;14.9;81;925.4;18;1;5;
83942;11/11/1978;1800;20.4;17.7;77;923.1;14;3;9;
83942;12/11/1978;0000;16.2;14.3;81;924.3;14;3;10;
83942;12/11/1978;1200;17.6;15.1;77;923.5;32;3;4;
83942;12/11/1978;1800;20.4;13.8;47;922.4;23;2;6;
83942;13/11/1978;0000;11.3;9.7;81;924.7;27;3;10;
83942;13/11/1978;1200;9.9;7.3;69;927.5;23;3;4;
83942;13/11/1978;1800;14.9;9.1;44;927.8;18;3;1;
83942;14/11/1978;0000;10.5;7.2;61;928.2;18;3;0;
83942;14/11/1978;1200;12.5;9.5;67;930;9;1;2;
83942;14/11/1978;1800;17.5;12;50;928;18;3;9;
83942;15/11/1978;0000;13;10.5;72;928.2;18;3;5;
83942;15/11/1978;1200;17.2;14.2;71;927;36;3;2;
83942;15/11/1978;1800;23.4;18.1;60;923.9;18;3;8;
83942;16/11/1978;0000;16.5;13.8;73;923.5;5;3;5;
83942;16/11/1978;1200;19.4;16.2;72;924.8;36;6;7;
83942;16/11/1978;1800;21.6;16.2;57;922.3;36;7;9;
83942;17/11/1978;0000;18.9;15.8;72;921.6;14;3;4;
83942;17/11/1978;1200;20.8;17.2;70;920;36;7;7;
83942;17/11/1978;1800;23.9;18.8;61;919.5;36;3;10;
83942;18/11/1978;0000;18.1;16;80;920.7;36;3;10;
83942;18/11/1978;1200;19.2;17.6;85;919.6;32;1;10;
83942;18/11/1978;1800;19.2;17.7;85;914.5;32;3;10;
83942;19/11/1978;0000;17.3;16.3;90;919;32;3;10;
83942;19/11/1978;1200;19.4;17.8;85;920.8;36;4;10;
83942;19/11/1978;1800;17.4;15.4;81;923;18;2;10;
83942;20/11/1978;0000;17.5;15.8;84;919.5;36;3;10;
83942;20/11/1978;1200;22;18.6;72;921.5;32;5;10;
83942;20/11/1978;1800;27.2;21.7;61;920.8;27;1;9;
83942;21/11/1978;0000;19.1;17;81;923.1;23;3;10;
83942;21/11/1978;1200;20.7;18.8;84;923.4;27;1;10;
83942;21/11/1978;1800;22.9;20.8;83;923.8;18;2;10;
83942;22/11/1978;0000;19.5;18.1;86;923.4;14;2;10;
83942;22/11/1978;1200;18.1;17.8;97;925.4;14;2;10;
83942;22/11/1978;1800;18.3;18.1;98;925.2;18;3;10;
83942;23/11/1978;0000;16.9;16.8;99;925.1;14;3;10;
83942;23/11/1978;1200;16.1;16.1;100;927.6;18;3;10;
83942;23/11/1978;1800;15.2;13.6;84;928.3;14;3;10;
83942;24/11/1978;0000;14;12.9;89;926.4;14;3;6;
83942;24/11/1978;1200;17.2;14.5;74;927.6;5;2;3;
83942;24/11/1978;1800;22.9;19.4;72;924.4;18;3;6;
83942;25/11/1978;0000;15.4;13.2;77;923.4;18;3;0;
83942;25/11/1978;1200;20.4;17.8;77;923;36;5;6;
83942;25/11/1978;1800;26.7;22.4;68;919.6;36;1;10;
83942;26/11/1978;0000;19.5;17.1;79;918.7;36;3;0;
83942;26/11/1978;1200;21.3;18.6;78;915.9;36;7;10;
83942;26/11/1978;1800;23.9;20.8;75;913.1;32;5;10;
83942;27/11/1978;0000;16.2;14.8;85;914.6;23;3;10;
83942;27/11/1978;1200;16.8;15.7;89;920.8;18;1;8;
83942;27/11/1978;1800;21.9;16.7;59;921.9;23;3;5;
83942;28/11/1978;0000;19.2;15.6;69;922.8;23;2;9;
83942;28/11/1978;1200;18;15.3;75;924.7;18;1;2;
83942;28/11/1978;1800;22.2;16.6;56;925.2;23;3;2;
83942;29/11/1978;0000;17.2;14.1;70;925.1;14;1;0;
83942;29/11/1978;1200;19.3;16.1;72;926.7;36;5;0;
83942;29/11/1978;1800;26.9;19.3;48;924.6;5;1;3;
83942;30/11/1978;0000;21.8;15.9;52;925.2;14;1;0;
83942;30/11/1978;1200;18.2;14.4;66;927;36;7;7;
83942;30/11/1978;1800;27.9;19.2;42;925.1;32;3;4;
83942;01/12/1978;0000;22.1;16;51;925.2;32;3;0;
83942;01/01/1979;1200;18.9;18;91;918.8;14;2;10;
83942;01/01/1979;1800;24;19.1;62;918.7;14;3;6;
83942;02/01/1979;0000;19;16;73;918.5;14;1;0;
83942;02/01/1979;1200;21.1;18.2;75;918.2;36;7;8;
83942;02/01/1979;1800;25.8;21.9;70;918.8;27;1;10;
83942;03/01/1979;0000;22.2;20.7;87;916.7;9;1;7;
83942;03/01/1979;1200;22.6;20.2;80;919.3;36;1;6;
83942;03/01/1979;1800;25.9;17.8;43;917.5;23;3;4;
83942;04/01/1979;0000;17;13.4;66;919.7;18;3;10;
83942;04/01/1979;1200;16.7;13.4;68;922.3;14;3;7;
83942;04/01/1979;1800;20.9;16.2;60;921.1;14;3;8;
83942;05/01/1979;0000;15.9;14.4;85;920.5;14;3;4;
83942;05/01/1979;1200;16.8;14.8;80;921.6;14;2;6;
83942;05/01/1979;1800;21.2;15.6;54;919.7;18;5;8;
83942;06/01/1979;0000;15.4;13.4;79;919.1;18;2;0;
83942;06/01/1979;1200;16.5;14.2;77;920.2;14;3;4;
83942;06/01/1979;1800;20.4;16.3;65;918.8;14;5;7;
83942;07/01/1979;0000;14.2;12.2;79;919.7;14;2;0;
83942;08/01/1979;1200;17.9;14.8;71;922.4;5;2;2;
83942;08/01/1979;1800;22.3;16.4;53;920.2;14;3;7;
83942;09/01/1979;0000;16.2;13.5;73;921;36;3;9;
83942;09/01/1979;1200;17.8;13.5;60;923.1;5;3;1;
83942;09/01/1979;1800;25.8;16.2;34;919.6;36;1;6;
83942;10/01/1979;0000;18.3;14.8;68;919.1;14;3;0;
83942;10/01/1979;1200;18.2;14.2;63;921.2;36;3;1;
83942;10/01/1979;1800;27.1;18;39;917.5;14;3;5;
83942;11/01/1979;0000;20.8;16.5;63;917.1;14;1;0;
83942;11/01/1979;1200;19.9;16;66;919.1;36;3;6;
83942;11/01/1979;1800;27;17.8;38;915.8;14;2;6;
83942;12/01/1979;0000;21;17.1;67;918.5;14;1;0;
83942;12/01/1979;1200;19;15.5;68;917.3;36;5;2;
83942;12/01/1979;1800;27.4;17.8;36;914.4;18;3;7;
83942;13/01/1979;0000;18.1;15;71;915.9;14;3;0;
83942;13/01/1979;1200;19.6;16.1;69;918.5;36;5;1;
83942;13/01/1979;1800;28.1;18.1;35;917.3;36;3;6;
83942;14/01/1979;0000;20.1;16.7;70;917;5;2;0;
83942;14/01/1979;1200;19.5;15.2;62;919.5;36;3;7;
83942;14/01/1979;1800;28;18.4;37;917.7;36;3;4;
83942;15/01/1979;0000;19.8;15.3;61;917.6;5;1;0;
83942;15/01/1979;1200;19;15.6;69;920.2;36;3;0;
83942;15/01/1979;1800;27.4;18.2;39;917.1;18;3;6;
83942;16/01/1979;0000;19.3;15.6;67;918.9;5;2;0;
83942;17/01/1979;1200;19.4;14.8;60;920.8;5;4;2;
83942;17/01/1979;1800;28.1;17.9;34;916.6;36;1;5;
83942;18/01/1979;0000;19.4;16.4;73;917.9;9;4;0;
83942;18/01/1979;1200;19.8;16.1;67;919.2;36;1;1;
83942;18/01/1979;1800;26.8;18.4;42;917.1;18;3;6;
83942;19/01/1979;0000;18.8;15.8;72;918.6;14;2;0;
83942;19/01/1979;1200;18.9;15.3;67;921.6;9;1;4;
83942;19/01/1979;1800;26.8;17.2;36;919.2;32;1;3;
83942;20/01/1979;0000;18.1;15.2;73;919.7;14;3;0;
83942;20/01/1979;1200;19;14.9;63;922.1;36;5;6;
83942;20/01/1979;1800;27.8;18.8;40;918.6;14;3;9;
83942;21/01/1979;0000;19.1;16.1;73;919;14;1;0;
83942;21/01/1979;1200;20.1;14.7;54;921.1;5;3;1;
83942;21/01/1979;1800;28.8;16.2;23;918.2;36;3;1;
83942;22/01/1979;0000;19.5;14.3;55;918.1;36;1;0;
83942;22/01/1979;1200;20.5;16.2;63;920.5;36;3;0;
83942;22/01/1979;1800;28.8;18.3;34;916.3;36;2;6;
83942;23/01/1979;0000;20.9;17;67;915.4;36;3;0;
83942;23/01/1979;1200;19.7;15.9;66;917.4;36;7;10;
83942;23/01/1979;1800;29.1;18.7;34;914.4;32;1;8;
83942;24/01/1979;0000;19.2;15.5;67;915.9;5;1;7;
83942;24/01/1979;1200;19.8;16.3;69;916.8;36;3;9;
83942;24/01/1979;1800;24;17.6;52;915.9;27;1;10;
83942;25/01/1979;0000;23.2;19.5;70;915.7;5;2;10;
83942;25/01/1979;1200;18.9;17.4;86;919.3;32;3;10;
83942;25/01/1979;1800;22.4;20.1;81;917.5;36;1;10;
83942;26/01/1979;0000;22.6;18.8;69;916.9;36;1;8;
83942;26/01/1979;1200;23.7;19.4;66;919.3;32;3;2;
83942;26/01/1979;1800;30;21.2;44;912.8;18;3;7;
83942;27/01/1979;0000;20.1;18.1;82;913.8;5;1;5;
83942;27/01/1979;1200;21.6;17.9;69;912.7;32;4;7;
83942;27/01/1979;1800;31.1;20.2;35;910.3;18;1;8;
83942;28/01/1979;0000;19.5;15.8;67;909.6;36;3;10;
83942;28/01/1979;1200;18.2;16.3;82;913.9;23;1;10;
83942;28/01/1979;1800;22;14.1;39;913.3;18;3;6;
83942;29/01/1979;0000;15.9;13.4;75;916.2;18;1;10;
83942;29/01/1979;1200;14.3;11.3;69;919.9;18;3;2;
83942;29/01/1979;1800;21.9;13.6;36;915.6;23;1;1;
83942;30/01/1979;0000;17.7;14.8;73;916.2;18;1;0;
83942;30/01/1979;1200;17.1;15.2;81;917.5;32;3;10;
83942;30/01/1979;1800;25.2;15.1;30;916.4;18;3;0;
83942;31/01/1979;0000;18.1;15.6;76;918;18;1;10;
83942;31/01/1979;1200;19;14;56;919.7;36;3;10;
83942;31/01/1979;1800;25;17.4;45;917.7;18;3;4;
83942;01/02/1979;0000;16.7;14.7;80;918.4;18;3;0;
83942;01/02/1979;1200;19;15.1;65;919.3;18;3;0;
83942;01/02/1979;1800;28.9;19.1;37;915.5;23;1;6;
83942;02/02/1979;0000;20.8;17.9;75;916.4;5;3;0;
83942;02/02/1979;1200;19.8;15.1;59;919.3;18;5;10;
83942;02/02/1979;1800;30.1;19.5;35;916.8;14;1;5;
83942;03/02/1979;0000;23.2;18.9;66;917;5;4;10;
83942;03/02/1979;1200;21;17.8;72;920.1;36;3;0;
83942;03/02/1979;1800;30.2;18.2;28;917;18;1;3;
83942;04/02/1979;0000;22;17.7;65;917.3;14;1;0;
83942;04/02/1979;1200;21.3;17.4;67;918.2;36;5;0;
83942;04/02/1979;1800;31.8;18;22;915.4;14;3;2;
83942;05/02/1979;0000;25.1;17.7;46;914.7;14;1;0;
83942;05/02/1979;1200;21.9;18.2;69;916.2;36;3;10;
83942;05/02/1979;1800;31.9;18;22;912.2;32;2;3;
83942;06/02/1979;0000;23.3;19.9;72;913.6;9;3;0;
83942;06/02/1979;1200;22.1;18.9;73;914;36;3;4;
83942;09/02/1979;1200;23.8;20.8;76;919.1;36;3;10;
83942;09/02/1979;1800;28.1;22.1;58;916.5;23;3;6;
83942;10/02/1979;0000;24.7;20.2;65;918.2;9;1;;
83942;10/02/1979;1200;23.8;20.8;76;920.2;36;3;1;
83942;10/02/1979;1800;31;22.1;45;917.1;18;3;6;
83942;11/02/1979;0000;23.6;21.4;82;918.3;5;3;10;
83942;12/02/1979;1200;21.4;19.4;83;912.7;36;1;9;
83942;12/02/1979;1800;24.5;21.8;78;910.1;32;3;10;
83942;13/02/1979;0000;20.4;19.1;88;909.4;5;1;10;
83942;13/02/1979;1200;19.4;19.2;98;911.5;27;2;10;
83942;13/02/1979;1800;24.2;19.9;66;911;23;3;7;
83942;14/02/1979;0000;19.7;14.8;58;913.1;14;1;0;
83942;14/02/1979;1200;20.8;17.4;71;917.2;14;1;10;
83942;14/02/1979;1800;26.2;16.1;32;915.7;18;3;1;
83942;15/02/1979;0000;20.4;16.7;68;917.1;14;1;0;
83942;15/02/1979;1200;20.8;15.8;58;918.4;36;1;0;
83942;15/02/1979;1800;27.8;17.5;33;916;14;1;2;
83942;16/02/1979;0000;19.9;16.4;69;916.5;14;3;0;
83942;16/02/1979;1200;18.4;16.8;85;919.8;5;1;10;
83942;16/02/1979;1800;23.6;16.7;48;914.5;14;4;9;
83942;17/02/1979;0000;18.9;16.5;78;913.6;5;3;4;
83942;17/02/1979;1200;18.6;15.2;69;915.4;36;3;9;
83942;17/02/1979;1800;26.4;18.2;43;912.3;5;2;7;
83942;18/02/1979;0000;23.1;18.5;63;912.7;5;2;10;
83942;20/02/1979;1200;17.5;16.4;89;916.7;18;3;7;
83942;20/02/1979;1800;22.5;16.8;55;916.9;18;3;6;
83942;21/02/1979;0000;18.4;16.3;80;919.2;14;3;10;
83942;21/02/1979;1200;16.4;15.4;90;923;14;2;9;
83942;21/02/1979;1800;20.8;16.1;60;921.6;18;1;10;
83942;22/02/1979;0000;17.4;15.4;81;922.9;14;3;7;
83942;22/02/1979;1200;17.1;15.3;82;922.7;9;1;10;
83942;22/02/1979;1800;20.2;16.8;70;922.3;5;1;10;
83942;23/02/1979;0000;17.8;15.8;81;921.6;5;1;4;
83942;23/02/1979;1200;18.2;14.9;69;921.6;5;1;10;
83942;23/02/1979;1800;19.8;18.9;92;920.6;9;1;10;
83942;24/02/1979;0000;18.5;17.7;92;919.6;9;4;10;
83942;24/02/1979;1200;19.2;18.1;90;918.7;36;5;10;
83942;24/02/1979;1800;21.8;19.4;79;918;36;3;10;
83942;25/02/1979;0000;20.1;19.1;91;918.5;36;3;10;
83942;25/02/1979;1200;21.4;17.2;65;920.6;32;5;7;
83942;25/02/1979;1800;21.7;18.9;76;919.3;32;3;10;
83942;26/02/1979;0000;20.1;18.5;85;919.5;14;1;0;
83942;26/02/1979;1200;19.4;16.5;74;921.6;32;1;0;
83942;26/02/1979;1800;25.4;17.9;46;920.5;23;2;4;
83942;27/02/1979;0000;19.8;17.4;78;920.6;14;1;0;
83942;27/02/1979;1200;20.4;17.6;75;919.2;36;3;1;
83942;27/02/1979;1800;28.4;20.4;47;915.3;36;2;7;
83942;28/02/1979;0000;25;20.2;64;915;32;1;0;
83942;28/02/1979;1200;18.9;16.9;81;920.4;27;3;10;
83942;28/02/1979;1800;18;16.8;88;918.6;32;3;10;
83942;01/03/1979;0000;18.6;17.4;89;921.5;18;1;4;
83942;01/04/1979;1200;16;14.1;81;915.4;36;6;10;
83942;01/04/1979;1800;23.2;17;52;912.9;27;5;8;
83942;02/04/1979;0000;18.8;16.7;80;913.6;18;1;0;
83942;04/04/1979;1200;16;15.8;98;920.4;14;1;10;
83942;04/04/1979;1800;17.2;17;98;917.8;14;1;10;
83942;05/04/1979;0000;17;16.8;98;917.3;18;1;10;
83942;06/04/1979;1200;11.3;11.1;98;924.4;23;1;10;
