--------------------
BDMEP - INMET
--------------------
Estação           : CAXIAS DO SUL - RS (OMM: 83942)
Latitude  (graus) : -29.16
Longitude (graus) : -51.2
Altitude  (metros): 759.60
Estação Operante
Inicio de operação: 12/04/1912
Periodo solicitado dos dados: 01/01/1940 a 01/04/2020
Os dados listados abaixo são os que encontram-se digitados no BDMEP
Hora em UTC
--------------------
Obs.: Os dados aparecem separados por ; (ponto e vírgula) no formato txt.
      Para o formato planilha XLS, siga as instruções
--------------------
Estacao;Data;Hora;TempBulboSeco;TempBulboUmido;UmidadeRelativa;PressaoAtmEstacao;DirecaoVento;VelocidadeVentoNebulosidade;
83942;01/01/1961;1200;22.4;20.4;84;920.6;5;1;8;
83942;01/01/1961;1800;23;20.8;82;919.8;9;2;10;
83942;02/01/1961;0000;22;19.2;77;918.8;5;1;10;
83942;02/01/1961;1200;22.6;19.5;75;920.2;5;1;0;
83942;02/01/1961;1800;30.4;22.8;52;919.4;18;2;5;
83942;03/01/1961;0000;24;20;69;917.5;18;2;10;
83942;03/01/1961;1200;22;19.8;81;920.8;14;2;10;
83942;03/01/1961;1800;27.2;23;70;919.8;18;2;6;
83942;04/01/1961;0000;19.6;18.8;93;921.1;14;2;10;
83942;04/01/1961;1200;16.2;16;98;921.2;9;2;10;
83942;04/01/1961;1800;24.6;21;72;920.6;14;2;6;
83942;05/01/1961;0000;17.8;15.8;81;921.6;14;2;3;
83942;05/01/1961;1200;20;18;82;922.3;5;4;0;
83942;05/01/1961;1800;27.6;20.8;54;919.6;5;4;6;
83942;06/01/1961;0000;21.8;19.2;79;917.4;5;4;10;
83942;06/01/1961;1200;18.4;18;96;916.8;5;2;10;
83942;06/01/1961;1800;19.8;19.2;95;917.4;23;2;10;
83942;07/01/1961;0000;17.2;16.8;96;920.6;18;2;10;
83942;07/01/1961;1200;17.8;14.2;68;924.6;9;2;0;
83942;07/01/1961;1800;24.2;19;60;923.5;18;2;3;
83942;08/01/1961;0000;17.4;16;86;923.2;18;2;0;
83942;08/01/1961;1200;19.4;17;79;924.8;36;4;0;
83942;08/01/1961;1800;29.2;21;47;923.8;5;2;3;
83942;09/01/1961;0000;22.2;18;66;922.6;9;2;0;
83942;09/01/1961;1200;20.2;17.4;75;924.6;5;4;0;
83942;09/01/1961;1800;30.4;22.8;52;922;14;2;4;
83942;10/01/1961;0000;24.2;20.8;73;920.7;9;2;0;
83942;10/01/1961;1200;22.4;20;80;923.5;32;2;10;
83942;10/01/1961;1800;19.2;18.3;91;922.6;36;3;10;
83942;11/01/1961;0000;19.4;18.8;94;924;18;1;10;
83942;11/01/1961;1200;20;18.2;84;926.8;14;2;3;
83942;11/01/1961;1800;23.6;20.4;74;926;18;3;6;
83942;12/01/1961;0000;19;17.4;85;925.9;9;2;10;
83942;12/01/1961;1200;21;18;74;926.6;36;4;0;
83942;12/01/1961;1800;29.8;22;50;925.2;9;2;4;
83942;13/01/1961;0000;23.8;21;78;924.6;5;2;0;
83942;13/01/1961;1200;22.2;19;74;925.5;5;4;0;
83942;13/01/1961;1800;30;22;49;923.5;5;2;3;
83942;14/01/1961;0000;25.2;20.4;64;922.3;5;2;0;
83942;14/01/1961;1200;22.4;19.4;75;924.8;36;6;10;
83942;14/01/1961;1800;29;21.8;53;922.8;32;4;10;
83942;15/01/1961;0000;25.8;22;71;922.2;32;1;4;
83942;15/01/1961;1200;24.2;21.2;77;923.5;36;4;4;
83942;15/01/1961;1800;29.6;22.8;55;922.7;27;4;10;
83942;16/01/1961;0000;25.8;22.2;73;923.1;36;1;10;
83942;16/01/1961;1200;24.9;21.4;73;923.9;36;4;6;
83942;16/01/1961;1800;31.8;23.8;50;921.8;32;4;10;
83942;17/01/1961;0000;25;21.6;74;922;5;2;4;
83942;17/01/1961;1200;23.8;20;70;923.4;36;4;10;
83942;17/01/1961;1800;29.1;23.5;61;924.2;32;4;10;
83942;18/01/1961;0000;19.4;18.6;92;926;14;2;10;
83942;18/01/1961;1200;19.6;19;95;929.4;14;2;10;
83942;18/01/1961;1800;25.6;22.4;76;928.8;18;2;10;
83942;19/01/1961;0000;20.6;19.6;91;928.7;14;2;4;
83942;19/01/1961;1200;23.4;20.8;79;929.1;5;4;3;
83942;19/01/1961;1800;30.8;24.6;60;927.6;18;2;4;
83942;20/01/1961;0000;23.8;21.8;84;926.8;14;4;0;
83942;20/01/1961;1200;24;21.6;81;926;32;4;0;
83942;20/01/1961;1800;32.3;24;49;923.6;32;3;5;
83942;21/01/1961;0000;25.8;22.2;73;924.8;18;1;4;
83942;21/01/1961;1200;22.4;20.8;87;926.8;14;1;10;
83942;21/01/1961;1800;21.8;21.2;95;925.4;18;2;10;
83942;22/01/1961;0000;20.6;20.4;98;926.8;14;2;10;
83942;22/01/1961;1200;18.8;18.4;96;927.8;14;2;10;
83942;22/01/1961;1800;24.6;21.2;74;927.6;14;2;6;
83942;23/01/1961;0000;16.4;15.6;92;928.2;14;2;5;
83942;23/01/1961;1200;22.2;18.1;67;927.4;5;3;0;
83942;23/01/1961;1800;27.4;21.1;56;925.9;18;2;4;
83942;24/01/1961;0000;20;17;74;925.2;18;1;0;
83942;24/01/1961;1200;19.2;18;88;926.6;32;2;5;
83942;24/01/1961;1800;28.2;19.5;43;926.2;18;3;5;
83942;25/01/1961;0000;20.7;17.6;73;926.2;14;2;0;
83942;25/01/1961;1200;19;18.4;94;927.5;14;2;10;
83942;25/01/1961;1800;18.1;16.9;88;928.7;18;3;10;
83942;26/01/1961;0000;14;13;90;929.2;14;2;10;
83942;26/01/1961;1200;16.4;14.8;84;930.4;14;2;4;
83942;26/01/1961;1800;21.8;17.4;63;930.6;18;4;6;
83942;27/01/1961;0000;15;12.8;77;931.4;14;2;4;
83942;27/01/1961;1200;15.4;14.2;88;932.3;9;2;10;
83942;27/01/1961;1800;22.4;17.2;59;931.6;9;3;7;
83942;28/01/1961;0000;16.4;13.8;74;931.6;9;3;2;
83942;28/01/1961;1200;18.8;14.8;65;938.4;9;2;2;
83942;28/01/1961;1800;24.9;18.7;55;928.6;23;2;6;
83942;29/01/1961;0000;18;15.6;78;928.2;5;2;10;
83942;29/01/1961;1200;17.4;15.6;83;927.9;32;3;8;
83942;29/01/1961;1800;26.8;20;53;926;18;2;3;
83942;30/01/1961;0000;19;17.4;85;925.4;5;2;3;
83942;30/01/1961;1200;19.6;16.9;76;925.4;32;2;6;
83942;30/01/1961;1800;28.3;20.6;49;924.7;18;2;6;
83942;31/01/1961;0000;22.2;17.6;64;923.9;18;1;0;
83942;31/01/1961;1200;22.4;18.4;67;925.1;32;2;3;
83942;31/01/1961;1800;30.6;21;41;923.8;18;1;7;
83942;01/02/1961;0000;23.2;18.8;65;923.9;14;2;0;
83942;01/02/1961;1200;23.4;18.6;64;925;36;3;4;
83942;01/02/1961;1800;31.2;21.3;40;923.1;27;4;5;
83942;02/02/1961;0000;24.2;19.2;62;922.8;14;1;10;
83942;02/02/1961;1200;19.2;18.2;90;925.6;32;2;10;
83942;02/02/1961;1800;26.9;21.5;61;925.5;27;2;8;
83942;03/02/1961;0000;21;19.8;89;927.6;14;2;8;
83942;03/02/1961;1200;19.8;18.8;91;929.6;14;2;10;
83942;03/02/1961;1800;26.3;21.9;67;929.6;18;3;6;
83942;04/02/1961;0000;19.8;18.2;86;929.5;14;2;3;
83942;04/02/1961;1200;20.2;17.3;74;929.9;5;2;5;
83942;04/02/1961;1800;26.9;21.5;61;927.6;18;3;4;
83942;05/02/1961;0000;21;18.4;78;927.2;5;4;5;
83942;05/02/1961;1200;21.8;19;77;925.8;36;4;2;
83942;05/02/1961;1800;22.2;19.6;79;924.4;18;2;10;
83942;06/02/1961;0000;18.4;17.6;92;924.2;5;3;0;
83942;06/02/1961;1200;21.7;19.7;83;924.6;36;3;8;
83942;06/02/1961;1800;25.5;21.4;68;924.7;27;4;7;
83942;07/02/1961;0000;22.4;19.2;74;925;36;2;4;
83942;07/02/1961;1200;22.4;19.6;77;927.5;32;2;5;
83942;07/02/1961;1800;20.4;19.8;94;927.4;32;4;10;
83942;08/02/1961;0000;19.4;18.8;94;927.9;32;2;10;
83942;08/02/1961;1200;21.2;19.6;86;930.4;14;1;5;
83942;08/02/1961;1800;25.2;21.4;71;930;18;2;6;
83942;09/02/1961;0000;19.8;18.4;87;930;14;2;6;
83942;09/02/1961;1200;20.2;18;80;929.1;36;2;4;
83942;09/02/1961;1800;26.7;21.8;64;927.9;18;2;6;
83942;10/02/1961;0000;19;17.2;84;927.5;5;4;0;
83942;10/02/1961;1200;20.4;18;79;927.1;5;4;4;
83942;10/02/1961;1800;29.2;22.2;54;924.4;32;2;5;
83942;11/02/1961;0000;23.6;21;79;922.8;5;2;3;
83942;11/02/1961;1200;19.6;19;95;922.3;32;3;10;
83942;11/02/1961;1800;23.8;21.2;80;922.2;18;2;7;
83942;12/02/1961;0000;19.8;18;84;922.6;18;2;0;
83942;12/02/1961;1200;19.4;14;54;923.5;18;1;0;
83942;12/02/1961;1800;26.8;18;41;922.6;23;2;2;
83942;13/02/1961;0000;20.4;16;63;922.4;23;1;0;
83942;13/02/1961;1200;19.6;16.3;70;924.4;32;1;8;
83942;13/02/1961;1800;21.4;19.5;84;925.2;18;2;10;
83942;14/02/1961;0000;16.8;15.6;88;927.6;14;2;8;
83942;14/02/1961;1200;17.4;13.8;67;930.6;14;4;0;
83942;14/02/1961;1800;24.4;18;53;930.4;9;4;4;
83942;15/02/1961;0000;16.4;14.4;80;931.1;9;4;0;
83942;15/02/1961;1200;19;15.4;68;933.5;5;4;0;
83942;15/02/1961;1800;26.7;19.5;50;932.3;9;3;3;
83942;16/02/1961;0000;19.2;16;71;931.4;5;4;0;
83942;16/02/1961;1200;20;16;66;931.9;5;4;0;
83942;16/02/1961;1800;27.3;19.2;45;929.4;5;2;3;
83942;17/02/1961;0000;19.4;16.6;75;928.4;5;4;0;
83942;17/02/1961;1200;22;18.2;69;929;5;4;0;
83942;17/02/1961;1800;21;19.3;85;927.5;32;3;10;
83942;18/02/1961;0000;18.8;18.2;94;927;32;2;10;
83942;18/02/1961;1200;22;18.6;72;927;36;4;3;
83942;18/02/1961;1800;28.4;22.2;57;925.2;5;2;6;
83942;19/02/1961;0000;20.1;19.2;92;925.6;5;2;4;
83942;19/02/1961;1200;21;18.8;81;925.1;36;2;2;
83942;19/02/1961;1800;28.5;22.2;56;923.4;18;2;6;
83942;20/02/1961;0000;22.2;20.2;84;923.2;5;2;3;
83942;20/02/1961;1200;22.2;19.6;79;923.4;36;4;4;
83942;20/02/1961;1800;28.6;21.8;55;922.3;32;4;6;
83942;21/02/1961;0000;23.2;20.4;77;922.2;5;2;10;
83942;21/02/1961;1200;21.8;19.5;81;923.9;36;4;6;
83942;21/02/1961;1800;29;22.4;56;922;18;1;8;
83942;22/02/1961;0000;19.8;19.2;95;923.5;5;2;10;
83942;22/02/1961;1200;22;19.2;77;923.5;32;3;4;
83942;22/02/1961;1800;29.6;23;56;923;27;2;4;
83942;23/02/1961;0000;21.4;20.2;89;925.2;23;3;10;
83942;23/02/1961;1200;20.2;19.6;94;926.2;14;2;10;
83942;23/02/1961;1800;27.4;23.2;70;925;14;2;4;
83942;24/02/1961;0000;21.8;20.6;90;925.6;18;2;10;
83942;24/02/1961;1200;20.4;19.4;90;925.5;9;2;10;
83942;24/02/1961;1800;28.2;23.2;65;923.1;18;2;6;
83942;25/02/1961;0000;22;20.4;87;922.7;14;2;2;
83942;25/02/1961;1200;24;21.2;78;922.4;32;2;0;
83942;25/02/1961;1800;29.2;23.6;62;921.4;32;2;10;
83942;26/02/1961;0000;22.6;21.6;91;921.9;14;2;10;
83942;26/02/1961;1200;22.4;21.4;91;922.3;32;2;10;
83942;26/02/1961;1800;21.6;20.8;93;923.4;27;1;10;
83942;27/02/1961;0000;19.6;19;95;924.3;32;1;10;
83942;27/02/1961;1200;17;16.9;99;928.3;18;2;10;
83942;27/02/1961;1800;17.1;16.8;97;929.5;18;2;10;
83942;28/02/1961;0000;15;14.8;98;930.8;32;2;10;
83942;28/02/1961;1200;15.2;14.6;94;931.2;14;2;10;
83942;28/02/1961;1800;22.4;18.2;66;930;14;2;6;
83942;01/03/1961;0000;16.4;15.2;87;929.6;5;4;0;
83942;01/03/1961;1200;17.6;15.8;83;929.9;36;2;0;
83942;01/03/1961;1800;26;20.2;59;927.9;9;2;4;
83942;02/03/1961;0000;19;16.8;80;927.6;9;2;3;
83942;02/03/1961;1200;18;15.8;79;928;36;2;2;
83942;02/03/1961;1800;27.9;20.6;51;927.2;36;1;5;
83942;03/03/1961;0000;21;18.6;80;926.2;5;2;2;
83942;03/03/1961;1200;19;16.8;80;926.7;36;2;0;
83942;03/03/1961;1800;28.7;21.2;50;924.4;32;3;5;
83942;04/03/1961;0000;24.2;21;75;925.2;32;1;10;
83942;04/03/1961;1200;22;20;83;925.8;18;2;10;
83942;04/03/1961;1800;27;22.2;65;924.6;14;2;10;
83942;05/03/1961;0000;20.6;19.8;93;925.6;14;2;10;
83942;05/03/1961;1200;16.6;16.2;96;929;14;2;10;
83942;05/03/1961;1800;14.9;14.7;97;929.8;14;3;10;
83942;06/03/1961;0000;13.4;12.8;95;932;5;3;10;
83942;06/03/1961;1200;14.6;13;83;934.7;9;4;7;
83942;06/03/1961;1800;17.2;14.6;75;933.8;14;3;10;
83942;07/03/1961;0000;14;12.2;81;933.1;14;2;10;
83942;07/03/1961;1200;17.2;14.2;71;930.7;5;3;4;
83942;07/03/1961;1800;24;18.6;59;928.8;14;2;7;
83942;08/03/1961;0000;19.6;16.8;75;927.2;5;2;0;
83942;08/03/1961;1200;20;17.4;77;925.9;36;3;6;
83942;08/03/1961;1800;20.9;19.7;89;924;18;3;10;
83942;09/03/1961;0000;17.2;16.6;94;923.9;5;3;0;
83942;09/03/1961;1200;20;18.4;86;925.2;32;2;7;
83942;09/03/1961;1800;27;22.3;66;925.2;27;2;10;
83942;10/03/1961;0000;22;20.8;89;926.4;14;1;0;
83942;10/03/1961;1200;22.8;20.4;81;928.4;36;3;4;
83942;10/03/1961;1800;29.6;22.6;54;926.7;32;4;6;
83942;11/03/1961;0000;21;19.4;86;927.9;23;4;10;
83942;11/03/1961;1200;20;18.8;89;925.4;36;2;10;
83942;11/03/1961;1800;20.8;19.9;92;924.3;36;4;10;
83942;12/03/1961;0000;19;18.8;98;923.2;32;2;10;
83942;12/03/1961;1200;20;19.4;94;922.7;32;3;10;
83942;12/03/1961;1800;20.6;19.6;91;921.5;27;2;10;
83942;13/03/1961;0000;18.6;18.4;98;921;5;2;10;
83942;13/03/1961;1200;19.9;18.6;88;919.4;5;4;10;
83942;13/03/1961;1800;17.7;17.3;96;915.6;5;4;10;
83942;14/03/1961;0000;17.8;17.2;94;920;27;2;10;
83942;14/03/1961;1200;15;14.8;98;924.3;32;2;4;
83942;14/03/1961;1800;23.7;18.1;58;924.4;23;2;3;
83942;15/03/1961;0000;17.6;15.2;78;925;18;2;0;
83942;15/03/1961;1200;19.6;17.6;82;925.4;36;2;6;
83942;15/03/1961;1800;26.6;21.1;60;923.5;27;2;4;
83942;16/03/1961;0000;22.1;20.2;84;923;23;1;0;
83942;16/03/1961;1200;21.8;19.8;83;920.2;36;4;10;
83942;16/03/1961;1800;23.9;21.3;79;918.6;32;3;10;
83942;17/03/1961;0000;17.4;17;96;919.8;32;2;10;
83942;17/03/1961;1200;14;13.8;98;923.8;9;2;10;
83942;17/03/1961;1800;13.2;13.1;99;925.9;18;3;10;
83942;18/03/1961;0000;11.2;11.2;100;928.3;14;2;10;
83942;18/03/1961;1200;11.2;11;98;930.8;14;2;10;
83942;18/03/1961;1800;13.4;12.4;90;930.7;18;2;10;
83942;19/03/1961;0000;11.4;11.2;98;931.4;14;1;10;
83942;19/03/1961;1200;13.2;12.8;96;931;14;1;10;
83942;19/03/1961;1800;21.2;17.8;71;929.1;9;2;8;
83942;20/03/1961;0000;15.8;15.4;96;928.4;14;2;6;
83942;20/03/1961;1200;17.1;15.2;82;927.2;5;2;10;
83942;20/03/1961;1800;16.1;15.8;97;926;32;1;10;
83942;21/03/1961;0000;15.6;15.4;98;926.2;36;1;10;
83942;21/03/1961;1200;16.2;15.6;94;927.4;32;2;2;
83942;21/03/1961;1800;22;17.5;63;927.9;32;2;3;
83942;22/03/1961;0000;18;16.2;83;928.8;32;2;0;
83942;22/03/1961;1200;18.2;15.6;76;930.7;36;2;0;
83942;22/03/1961;1800;26.2;17.4;39;929.9;32;3;0;
83942;23/03/1961;0000;20;16.6;70;929.6;32;2;0;
83942;23/03/1961;1200;19.2;18;88;931;36;3;2;
83942;23/03/1961;1800;28.6;21.3;52;929.9;23;2;3;
83942;24/03/1961;0000;22.4;19.6;77;929.8;27;1;0;
83942;24/03/1961;1200;22.2;18.2;68;929.4;36;4;1;
83942;24/03/1961;1800;28.9;22.3;56;927.4;36;2;5;
83942;25/03/1961;0000;23.2;19.4;70;926.2;36;1;0;
83942;25/03/1961;1200;22.6;20.3;81;925.8;36;4;10;
83942;25/03/1961;1800;19.3;18.5;92;925;27;5;10;
83942;26/03/1961;0000;17.1;16.5;94;925.4;27;2;3;
83942;26/03/1961;1200;15.5;15.3;98;929.9;18;2;10;
83942;26/03/1961;1800;17.5;15.9;85;931.9;18;2;8;
83942;27/03/1961;0000;13.8;13;92;934;18;2;9;
83942;27/03/1961;1200;14.2;12.4;81;935.8;14;3;2;
83942;27/03/1961;1800;19.8;14.6;56;935.2;9;4;4;
83942;28/03/1961;0000;13.2;11.7;84;936;9;3;0;
83942;28/03/1961;1200;15;12;70;935.9;5;4;0;
83942;28/03/1961;1800;21.3;15.6;54;934.6;5;4;7;
83942;29/03/1961;0000;15.1;13.4;83;934.3;5;4;0;
83942;29/03/1961;1200;16.4;13;67;934.4;5;4;0;
83942;29/03/1961;1800;23;16.4;49;932.7;5;3;4;
83942;30/03/1961;0000;17.4;13.9;68;932.7;5;2;0;
83942;30/03/1961;1200;16.3;13.7;74;933.4;36;2;0;
83942;30/03/1961;1800;23.1;16;46;931.4;36;4;0;
83942;31/03/1961;0000;17.9;14;65;930.6;36;2;0;
83942;31/03/1961;1200;15.8;13.6;78;929.6;36;6;2;
83942;31/03/1961;1800;23;17.2;55;927.5;32;2;10;
83942;01/04/1961;0000;17.8;14.6;70;927.1;5;2;10;
83942;01/04/1961;1200;16.9;14.6;78;926.3;36;4;10;
83942;01/04/1961;1800;22.5;17.5;60;925;27;2;10;
83942;02/04/1961;0000;18.6;16.5;81;924.8;32;1;10;
83942;02/04/1961;1200;16.6;16.2;96;924.6;5;1;9;
83942;02/04/1961;1800;22;19;75;922.6;32;1;7;
83942;03/04/1961;0000;17.6;16.9;93;922.2;9;2;7;
83942;03/04/1961;1200;17.8;16.8;90;921;36;3;3;
83942;03/04/1961;1800;20.2;18.5;85;919.5;32;3;10;
83942;04/04/1961;0000;14.9;14.2;93;918.6;9;2;10;
83942;04/04/1961;1200;15.9;15.6;97;918.4;23;2;10;
83942;04/04/1961;1800;19.6;18.4;89;917.9;27;1;7;
83942;05/04/1961;0000;18.3;17.4;91;920.3;27;1;4;
83942;05/04/1961;1200;17;16.2;92;924.2;32;1;2;
83942;05/04/1961;1800;25.7;19.3;54;924.2;32;2;2;
83942;06/04/1961;0000;18.2;17.5;93;927.5;14;1;0;
83942;06/04/1961;1200;15.5;14.6;90;932.2;9;3;4;
83942;06/04/1961;1800;21.7;18.5;73;932;14;2;1;
83942;07/04/1961;0000;12.4;11.5;91;933.1;9;2;3;
83942;07/04/1961;1200;15.8;14;82;933.1;36;4;0;
83942;07/04/1961;1800;24.9;18.2;52;930.7;5;3;1;
83942;08/04/1961;0000;17.6;15.8;83;930;36;4;0;
83942;08/04/1961;1200;18.2;16;79;929.2;36;5;0;
83942;08/04/1961;1800;25.6;19.6;57;926.8;32;5;4;
83942;09/04/1961;0000;20.6;18.3;80;927.9;0;0;0;
83942;09/04/1961;1200;18.6;17.7;91;930;18;1;10;
83942;09/04/1961;1800;23;19.7;74;929.8;14;2;10;
83942;10/04/1961;0000;17.1;16.1;90;930.4;14;1;10;
83942;10/04/1961;1200;17.5;17;95;929.8;36;3;10;
83942;10/04/1961;1800;20.3;18.8;87;927.5;36;2;10;
83942;11/04/1961;0000;19.6;18.5;90;927.8;5;1;10;
83942;11/04/1961;1200;17.4;16.8;94;924.7;5;4;10;
83942;11/04/1961;1800;18;17.6;96;923.2;27;2;10;
83942;12/04/1961;0000;16.8;15.7;89;923;32;2;0;
83942;12/04/1961;1200;16.5;16.1;96;924.6;36;1;10;
83942;12/04/1961;1800;19.3;17.4;83;925;32;3;10;
83942;13/04/1961;0000;17.2;16.6;94;925.2;32;1;0;
83942;13/04/1961;1200;16.6;16.2;96;925.9;32;1;10;
83942;13/04/1961;1800;21.2;19.6;86;926.2;18;1;10;
83942;14/04/1961;0000;17.3;17;97;927.5;14;1;10;
83942;14/04/1961;1200;16.8;16.6;98;929.6;9;1;8;
83942;14/04/1961;1800;22.7;20.8;84;928.3;18;3;9;
83942;15/04/1961;0000;17.6;17.4;98;929.9;14;2;10;
83942;15/04/1961;1200;15.3;15.2;99;930.2;14;2;10;
83942;15/04/1961;1800;14.6;14.2;95;929.1;9;4;10;
83942;16/04/1961;0000;14.6;13.6;90;929;5;5;10;
83942;16/04/1961;1200;17.8;16.8;90;929.6;36;4;10;
83942;16/04/1961;1800;22.4;19.8;78;928.4;32;2;10;
83942;17/04/1961;0000;18.9;18.3;94;928.8;36;2;5;
83942;17/04/1961;1200;18.8;18.4;96;928.8;36;2;10;
83942;17/04/1961;1800;19.2;18.4;92;927.4;32;1;10;
83942;18/04/1961;0000;17.8;17.4;96;927.1;32;1;10;
83942;18/04/1961;1200;17.4;17.3;99;926.6;27;1;10;
83942;18/04/1961;1800;15.7;15.6;99;927.1;23;2;10;
83942;19/04/1961;0000;14.5;14.3;98;928.6;18;2;8;
83942;19/04/1961;1200;11.6;11.4;98;931.5;14;2;6;
83942;19/04/1961;1800;16;13.6;76;930.6;18;2;7;
83942;20/04/1961;0000;11.2;10.5;93;931;18;1;0;
83942;20/04/1961;1200;10.3;9.3;88;929.9;14;2;7;
83942;20/04/1961;1800;19.1;16.1;73;928.2;18;2;4;
83942;21/04/1961;0000;12.7;11.9;92;928;9;2;0;
83942;21/04/1961;1200;14.3;12.7;83;929;36;4;3;
83942;21/04/1961;1800;21;17.3;68;927.8;32;1;5;
83942;22/04/1961;0000;16.6;14.8;83;928.4;5;1;0;
83942;22/04/1961;1200;14.5;13.5;90;928;36;5;10;
83942;22/04/1961;1800;16.6;15.2;86;924.4;32;3;10;
83942;23/04/1961;0000;15;13.9;89;924.7;32;3;2;
83942;23/04/1961;1200;15.1;14.7;95;926.7;27;2;10;
83942;23/04/1961;1800;20.8;16;60;926;27;4;4;
83942;24/04/1961;0000;16;15.3;93;927.9;14;2;10;
83942;24/04/1961;1200;11.9;11.6;96;928.6;27;3;8;
83942;24/04/1961;1800;15.6;13;74;928.6;23;3;8;
83942;25/04/1961;0000;9.4;8.3;86;929.4;18;1;0;
83942;25/04/1961;1200;9.7;8.3;83;928.7;5;2;7;
83942;25/04/1961;1800;17.6;14.4;70;926.6;27;2;10;
83942;26/04/1961;0000;10.8;10.4;96;926.6;18;1;7;
83942;26/04/1961;1200;12.7;12.3;96;925.9;32;1;10;
83942;26/04/1961;1800;18.8;14.4;61;924.2;32;2;4;
83942;27/04/1961;0000;12;11.4;94;924.8;23;1;0;
83942;27/04/1961;1200;10.8;9.8;88;926.4;32;3;0;
83942;27/04/1961;1800;18;13.3;57;925.9;27;4;5;
83942;28/04/1961;0000;13;11.7;86;926.7;27;1;8;
83942;28/04/1961;1200;12.6;11.8;92;927.9;32;4;3;
83942;28/04/1961;1800;19;14.4;60;927.4;32;4;6;
83942;29/04/1961;0000;10;9.6;94;929.9;18;2;10;
83942;29/04/1961;1200;11.2;10.6;94;929.4;36;3;0;
83942;29/04/1961;1800;19.2;14.4;59;928.6;27;4;3;
83942;30/04/1961;0000;12.3;11.2;88;929.5;18;1;0;
83942;30/04/1961;1200;13.6;12.8;92;931.4;32;1;0;
83942;30/04/1961;1800;21.4;15.1;50;931;23;1;1;
83942;01/05/1961;0000;13;11.4;83;931.8;0;0;0;
83942;01/05/1961;1200;14.2;11.9;76;933;5;1;1;
83942;01/05/1961;1800;20.9;16.9;66;931;18;2;3;
83942;02/05/1961;0000;13.6;12.8;92;931.6;9;3;9;
83942;02/05/1961;1200;14;12;79;931.4;5;4;10;
83942;02/05/1961;1800;20.4;16.4;66;930.8;32;1;9;
83942;03/05/1961;0000;14.6;14;94;931;14;1;9;
83942;03/05/1961;1200;14.5;13.4;89;930.6;5;2;2;
83942;03/05/1961;1800;21.7;17.4;64;929.1;9;2;6;
83942;04/05/1961;0000;15.1;13.5;84;930;9;2;2;
83942;04/05/1961;1200;14.8;12.4;75;929.8;5;4;1;
83942;04/05/1961;1800;23;16.8;52;928.6;5;3;0;
83942;05/05/1961;0000;15.6;13.7;81;929.1;5;4;0;
83942;05/05/1961;1200;16.1;14.8;86;928.4;9;1;1;
83942;05/05/1961;1800;23.1;19.1;68;925.9;9;1;6;
83942;06/05/1961;0000;17.5;16.6;91;926.8;9;1;6;
83942;06/05/1961;1200;16.2;15.2;89;927.4;32;1;2;
83942;06/05/1961;1800;23;18.4;64;925.6;18;1;10;
83942;07/05/1961;0000;18.2;17.5;93;926.2;9;1;10;
83942;07/05/1961;1200;16.2;14.8;85;923.1;36;3;7;
83942;07/05/1961;1800;19.4;16.7;76;921.8;32;2;10;
83942;08/05/1961;0000;16.7;16.2;95;922.6;32;1;8;
83942;08/05/1961;1200;11.7;11.4;97;926.2;27;2;9;
83942;08/05/1961;1800;12.2;12;98;926.8;32;2;10;
83942;09/05/1961;0000;12.8;12.4;95;928;27;1;10;
83942;09/05/1961;1200;9.7;9.4;96;929.2;36;1;10;
83942;09/05/1961;1800;19.9;14.5;55;927.8;36;2;0;
83942;10/05/1961;0000;13.8;13;92;929.9;36;1;0;
83942;10/05/1961;1200;12.8;11.9;90;933.5;14;1;0;
83942;10/05/1961;1800;16.2;14.4;82;933.6;18;3;8;
83942;11/05/1961;0000;12.7;12.2;95;934.8;14;2;0;
83942;11/05/1961;1200;14;12.3;82;936;36;2;0;
83942;11/05/1961;1800;19.8;14.8;57;934.2;36;3;7;
83942;12/05/1961;0000;15.6;13.4;78;933.8;5;3;0;
83942;12/05/1961;1200;14.7;13.1;83;933.8;36;4;6;
83942;12/05/1961;1800;21.3;16.3;59;932;32;3;5;
83942;13/05/1961;0000;15.7;13.9;82;932;5;1;0;
83942;13/05/1961;1200;14.8;13.6;88;932.3;5;4;7;
83942;13/05/1961;1800;23;17.8;59;929.6;36;2;4;
83942;14/05/1961;0000;16;14.9;88;931.1;9;3;1;
83942;14/05/1961;1200;16;14.7;86;931.9;5;2;4;
83942;14/05/1961;1800;21;18.2;76;930.4;18;2;4;
83942;15/05/1961;0000;15.6;14.8;91;931.1;14;2;0;
83942;15/05/1961;1200;16;14.7;86;930.4;36;5;10;
83942;15/05/1961;1800;20.4;17.5;75;929.9;32;4;10;
83942;16/05/1961;0000;17;15.8;88;929.8;32;1;10;
83942;16/05/1961;1200;16.1;15.6;95;929.9;0;0;10;
83942;16/05/1961;1800;17.5;16.8;93;927.6;14;1;10;
83942;17/05/1961;0000;16.4;15.2;87;926.8;9;3;10;
83942;17/05/1961;1200;16.5;16;95;922;5;5;10;
83942;17/05/1961;1800;16;15.6;96;921.1;36;2;10;
83942;18/05/1961;0000;14.6;14.3;97;921;5;4;10;
83942;18/05/1961;1200;14.2;14.1;99;920.2;27;2;10;
83942;18/05/1961;1800;13.8;13.6;97;921.2;18;2;10;
83942;19/05/1961;0000;12.7;12.5;98;924.6;18;1;10;
