ID;Estação;latitude;longitude;altitude
83758;ILHA GUAIBA;-23;-44.03;65
83759;SAO PEDRO DA ALDEIA;-22.82;-42.09;11
83760;COOPERCOTIA-IA 83760;-23.58;-46.88;838
83762;RIO DOURO 83762;-22.62;-43.47;127
83763;TINGUA;-22.58;-43.35;126
83764;XEREM 83764;-22.58;-43.3;144
83765;ARARAS 83765;-22.52;-43.18;820
83766;LONDRINA;-23.33;-51.14;566
83767;MARINGA;-23.48;-52.01;542
83768;LONDRINA AEROPORTO;-23.32;-51.14;569
83769;JACAREZINHO;-23.15;-49.97;471
83770;FAZENDA IPANEMA (CNEA) 83770;-23.42;-47.58;619
83772;MOGI DAS CRUZES;-23.55;-46.22;775
83773;AVARE;-23.08;-48.91;793
83774;ITAPEVA 83774;-23.95;-48.88;647
83775;GUAIRA;-24.08;-54.25;230
83776;ITAPETININGA;-23.58;-48.05;645
83777;TIETE;-23;-47.72;538
83778;GUARULHOS AEROPORTO;-23.44;-46.47;750
83779;CAMPO DE MARTE AEROPORTO;-23.51;-46.63;722
83780;SAO PAULO AEROPORTO;-23.62;-46.65;803
83781;SAO PAULO (MIRANTE DE SANTANA);-23.5;-46.62;792
83782;SANTOS;-23.93;-46.32;14
83783;CAMPO MOURAO;-24.09;-52.39;616
83784;TAUBATE;-23.03;-45.55;577
83785;SAO SEBASTIAO;-23.82;-45.42;5
83786;UBATUBA;-23.45;-45.07;8
83787;MOELA;-24.05;-46.27;101
83788;ANGRA DOS REIS;-23.02;-44.33;2
83789;SANTA CRUZ;-22.92;-43.69;63
83790;BANGU 83790;-22.87;-43.45;40
83796;RIO DE JANEIRO -JARDIM BOTANICO;-22.97;-43.22;5
83798;SANTA TERESA 83798;-22.92;-43.18;180
83799;PAO DE ACUCAR 83799;-22.97;-43.25;400
83801;REALENGO;-22.87;-43.42;42
83802;NUCLEO COLONIAL S.BENTO 83802;-22.73;-43.3;6
83803;NITEROI (HORTO) 83803;-22.9;-43.12;14
83805;SANTO ANTONIO DE PADUA;-21.54;-42.16;95
83806;TERESOPOLIS;-22.45;-42.93;959
83807;CARMO;-21.94;-42.61;342
83808;CASA GRANDE 83808;-23.63;-45.92;914
83809;SAO JOSE DOS CAMPOS;-23.23;-45.83;625
83810;SANTA BRANCA C;-23.45;-45.87;700
83811;IVAI;-25.01;-50.85;808
83812;TATUI;-23.33;-47.87;634
83813;CASTRO;-24.79;-50;1,009
83814;JAGUARIAIVA;-24.25;-49.7;923
83815;LARANJEIRAS;-22.92;-43.22;17
83816;MAGE;-22.63;-48.12;4
83818;SANTOS AEROPORTO;-23.92;-46.28;3
83819;SAO BERNARDO DO CAMPO;-23.72;-46.53;748
83820;TELEMACO BORBA;-24.48;-50.65;600
83821;IGUAPE;-24.72;-47.55;3
83823;ITAPEMA (VIC.CARVALHO);-23.92;-46.42;21
83824;ITU;-23.27;-47.28;616
83825;ILHA DO MEL;-25.49;-48.33;4
83826;FOZ DO IGUACU;-25.55;-54.57;154
83827;FOZ DO IGUACU AEROPORTO;-25.6;-54.48;180
83828;TOLEDO;-24.4;-53.73;550
83829;SAO JOSE DOS CAMPOS;-23.22;-45.87;646
83830;CASCAVEL;-24.95;-53.47;760
83831;SAO MIGUEL IGUACU;-25.33;-54.25;290
83834;GUARAPUAVA 83834;-25.4;-51.47;1,024
83836;IRATI;-25.5;-50.64;837
83837;PONTA GROSSA 83837;-25.1;-50.17;868
83839;CAMPO LARGO 83839;-25.47;-49.43;922
83840;CURITIBA AEROPORTO;-25.52;-49.17;908
83842;CURITIBA;-25.45;-49.23;924
83843;SANTO AMARO;-23.55;-46.33;746
83844;PARANAGUA;-25.54;-48.53;5
83845;CANANEIA 83845;-25.02;-47.93;16
83846;JAMBEIRO;-23.25;-45.7;380
83848;BAIRRO ALTO;-23.47;-45.3;705
83849;CUNHA 83849;-23.12;-45.13;967
83850;BORACEIA;-23.77;-45.8;870
83851;SOROCABA;-23.48;-47.43;645
83852;UBATUBA;-23.44;-45.07;3
83853;IPIRANGA (GUARUJA);-23.93;-46.3;1
83854;VILA DEODORO;-23.58;-46.6;789
83855;F DE HIGIENE;-22.57;-46.63;816
83856;SAO PAULO (HORTO CANTAR.)83856;-23.45;-46.65;775
83857;TREMEMBE;-22.97;-45.55;546
83858;XANXERE 83858;-26.85;-52.4;841
83859;TUPI-IA 83859;-22.72;-47.55;550
83860;PALMAS-PR;-26.48;-51.98;1,090
83862;SAO MIGUEL D'OESTE 83862;-26.73;-53.58;664
83864;PORTO UNIAO;-26.23;-51.07;778
83865;IRINEOPOLIS 83865;-26.25;-50.8;777
83867;RIO NEGRO;-26.1;-49.8;824
83870;TIMBO;-26.83;-49.27;70
83871;BLUMENAU 83871;-26.92;-49.05;18
83872;INDAIAL;-26.91;-49.27;68
83873;FRAIBURGO 83873;-27.05;-50.93;1,145
83874;SAO FRANCISCO DO SUL;-26.25;-48.65;72
83876;SANTA ROSA;-27.9;-54.52;299
83881;IRAI;-27.19;-53.25;247
83883;CHAPECO;-27.14;-52.66;679
83885;MARCELINO RAMOS;-27.47;-51.9;383
83887;CAMPOS NOVOS;-27.38;-51.22;947
83889;MONTE CARLO;-27.2;-50.95;982
83891;LAGES;-27.8;-50.34;937
83894;BOM RETIRO;-27.78;-49.48;1,224
83895;ARVOREDO;-27.3;-48.36;20
83897;FLORIANOPOLIS;-27.6;-48.62;2
83898;CAMBORIU;-27;-48.63;8
83899;FLORIANOPOLIS AEROPORTO;-27.67;-48.55;5
83901;SAO BORJA;-28.65;-56.03;74
83904;JOACABA;-27.17;-51.55;776
83905;JOINVILLE;-26.22;-48.8;4
83907;SAO LUIZ GONZAGA;-28.42;-54.96;245
83909;SANTO ANGELO 83909;-28.3;-54.27;322
83910;PANAMBI;-28.28;-53.48;470
83912;CRUZ ALTA;-28.63;-53.61;464
83914;PASSO FUNDO;-28.25;-52.33;684
83915;GUAPORE;-28.92;-51.9;471
83916;LAGOA VERMELHA;-28.22;-51.51;830
83917;ANTONIO PRADO;-28.82;-51.28;700
83918;VACARIA;-28.55;-50.87;955
83919;BOM JESUS;-28.67;-50.44;1,048
83920;SAO JOAQUIM;-28.28;-49.93;1,402
83921;ARARANGUA 83921;-28.88;-49.52;12
83922;ORLEANS 83922;-28.33;-49.33;156
83923;URUSSANGA;-28.53;-49.32;48
83924;LAGUNA;-28.48;-48.8;31
83925;SANTA MARTA;-28.6;-48.81;45
83926;NAVEGANTES;-26.87;-48.63;5
83927;URUGUAIANA;-29.84;-57.08;62
83928;URUGUAIANA;-29.77;-57.03;74
83929;ITAQUI;-29.12;-56.53;76
83931;ALEGRETE;-29.68;-55.52;121
83932;IBIRUBA;-28.62;-53.12;394
83933;SANTIAGO;-29.18;-54.88;426
83935;JULIO CASTILHO;-29.22;-53.68;516
83936;SANTA MARIA;-29.72;-53.72;95
83937;SANTA MARIA;-29.7;-53.68;85
83938;SOLEDADE;-29.05;-52.43;717
83940;TAGUARI;-29.8;-51.83;76
83941;BENTO GONCALVES;-29.15;-51.51;619
83942;CAXIAS DO SUL;-29.2;-51.19;759
83943;TAQUARA 83943;-29.75;-50.75;35
83944;CANELA;-29.37;-50.8;829
83945;SAO FRANCISCO DE PAULA 83945;-29.33;-50.52;922
83946;CAMBARA DO SUL;-29.05;-50.15;905
83948;TORRES;-29.35;-49.73;31
83950;LAJEADO;-29.43;-51.95;67
83951;NOVO HAMBURGO;-29.63;-51.13;35
83952;CANOAS;-29.93;-51.13;9
83953;SANTANA DO LIVRAMENTO;-30.83;-55.6;231
83954;TRIUNFO-RS;-29.87;-51.38;43
83955;CACEQUI;-29.88;-54.78;125
83956;DOM PEDRITO;-30.98;-54.67;140
83957;SAO GABRIEL 83957;-30.33;-54.32;124
83959;CACAPAVA DO SUL;-30.52;-53.48;450
83961;CAMPO BOM;-29.68;-51.05;25
83963;CACHOEIRA DO SUL;-30;-52.94;77
83964;ENCRUZILHADA DO SUL;-30.54;-52.52;428
83966;TAPES;-30.83;-51.58;5
83967;PORTO ALEGRE;-30.05;-51.17;47
83968;VIAMAO 83968;-30.08;-50.78;0
83970;MOSTARDAS;-31.25;-50.91;5
83971;PORTO ALEGRE AEROPORTO;-29.99;-51.17;3
83972;TEUTONIA;-29.45;-51.8;63
83980;BAGE;-31.31;-54.12;242
83981;BAGE AEROPORTO;-31.39;-54.1;180
83983;PIRATINI;-31.45;-53.1;345
83984;PELOTAS AEROPORTO;-31.72;-52.32;18
83985;PELOTAS;-31.8;-52.41;13
83992;JAGUARAO;-32.57;-53.38;50
83995;RIO GRANDE;-32.03;-52.1;2
83997;SANTA VITORIA DO PALMAR;-33.53;-53.35;24
83998;CHUI;-33.74;-53.37;13
83999;MONTE DOURADO;-0.88;-52.6;200
84389;TABATINGA (PCD MET) (PCD-SIVAM);-4.25;-69.95;90
85836;SALTO (U360);-31.44;-57.98;277
86350;SANTANA DO LIVRAMENTO;-30.88;-55.53;242
89091;MONTE DOURADO;-0.88;-52.6;206
89252;COMANDANTE FERRAZ (I891);-62.09;-58.39;18
