--------------------
BDMEP - INMET
--------------------
Estação           : CAXIAS DO SUL - RS (OMM: 83942)
Latitude  (graus) : -29.16
Longitude (graus) : -51.2
Altitude  (metros): 759.60
Estação Operante
Inicio de operação: 12/04/1912
Periodo solicitado dos dados: 01/01/1940 a 01/04/2020
Os dados listados abaixo são os que encontram-se digitados no BDMEP
Hora em UTC
--------------------
Obs.: Os dados aparecem separados por ; (ponto e vírgula) no formato txt.
      Para o formato planilha XLS, siga as instruções
--------------------
Estacao;Data;Hora;Precipitacao;TempMaxima;TempMinima;Insolacao;Evaporacao Piche;Temp Comp Media;Umidade Relativa Media;Velocidade do Vento Media;
83942;01/01/1961;0000;;27;;2.8;2.2;22.16;80;1.333333;
83942;01/01/1961;1200;;;17.4;;;;;;
83942;02/01/1961;0000;;31.2;;9.1;2.9;24;66.25;1.666667;
83942;02/01/1961;1200;0.8;;18.2;;;;;;
83942;03/01/1961;0000;;28.6;;4.7;3.2;21.88;84.25;2;
83942;03/01/1961;1200;0;;19.6;;;;;;
83942;04/01/1961;0000;;24.8;;7;1.7;18.4;83;2;
83942;04/01/1961;1200;58.4;;15.4;;;;;;
83942;05/01/1961;0000;;28.2;;9.7;1.8;21.48;73.5;4;
83942;05/01/1961;1200;0.1;;15.6;;;;;;
83942;06/01/1961;0000;;21.8;;0.4;3.2;18.36;95.75;2;
83942;06/01/1961;1200;47.6;;17.2;;;;;;
83942;07/01/1961;0000;;24.6;;10.2;1;17.56;75;2;
83942;07/01/1961;1200;11.1;;10.6;;;;;;
83942;08/01/1961;0000;;29.8;;10.1;2.4;21.6;64.5;2.666667;
83942;08/01/1961;1200;0;;14.4;;;;;;
83942;09/01/1961;0000;;31.2;;9.2;4;23.48;68.25;2.666667;
83942;09/01/1961;1200;0;;17.6;;;;;;
83942;10/01/1961;0000;;24.2;;0;4;20.72;89.75;2;
83942;10/01/1961;1200;0;;18.2;;;;;;
83942;11/01/1961;0000;;25.2;;8;1;19.98;82;2.333333;
83942;11/01/1961;1200;13.6;;16.7;;;;;;
83942;12/01/1961;0000;;30.4;;10.2;2;23.04;70;2.666667;
83942;12/01/1961;1200;0;;16.2;;;;;;
83942;13/01/1961;0000;;30.2;;9.8;4.3;24.26;62.75;2.666667;
83942;13/01/1961;1200;0;;18.5;;;;;;
83942;14/01/1961;0000;;30;;9.5;6.2;24.76;67.5;3.666667;
83942;14/01/1961;1200;0;;19.8;;;;;;
83942;15/01/1961;0000;;30.2;;9.9;5.5;25.4;69.5;3;
83942;15/01/1961;1200;0;;21;;;;;;
83942;16/01/1961;0000;;32.2;;8.1;5.3;25.8;67.75;3.333333;
83942;16/01/1961;1200;0;;21.9;;;;;;
83942;17/01/1961;0000;;29.4;;3.5;5.2;22.28;78.75;3.333333;
83942;17/01/1961;1200;0;;19.4;;;;;;
83942;18/01/1961;0000;;26.2;;4.5;2.4;21.08;88.25;2;
83942;18/01/1961;1200;3.9;;18.4;;;;;;
83942;19/01/1961;0000;;31.4;;10.9;1.7;24.28;76.75;3.333333;
83942;19/01/1961;1200;0.1;;19;;;;;;
83942;20/01/1961;0000;;33.2;;10.1;3.7;25.76;69;2.666667;
83942;20/01/1961;1200;0;;20;;;;;;
83942;21/01/1961;0000;;28.8;;2.1;4.3;22.6;94.5;1.666667;
83942;21/01/1961;1200;0;;20.6;;;;;;
83942;22/01/1961;0000;;24.8;;4.9;1.4;18.56;88.5;2;
83942;22/01/1961;1200;64.3;;16.4;;;;;;
83942;23/01/1961;0000;;27.8;;11.5;0.2;20.64;67.75;2;
83942;23/01/1961;1200;0;;13.2;;;;;;
83942;24/01/1961;0000;;29.2;;10;2.8;21.14;69.25;2.333333;
83942;24/01/1961;1200;0;;15.9;;;;;;
83942;25/01/1961;0000;;20.7;;0;3.4;16.34;90.5;2.333333;
83942;25/01/1961;1200;0.1;;14;;;;;;
83942;26/01/1961;0000;;22;;6.9;1;16.04;75.25;2.666667;
83942;26/01/1961;1200;0.9;;11.8;;;;;;
83942;27/01/1961;0000;;22.6;;5.4;2.3;16.58;73.75;2.666667;
83942;27/01/1961;1200;0;;12.1;;;;;;
83942;28/01/1961;0000;;26;;10.6;2.7;18.64;69;2;
83942;28/01/1961;1200;0;;12.4;;;;;;
83942;29/01/1961;0000;;27;;6.2;3.8;19.68;76.5;2.333333;
83942;29/01/1961;1200;0;;16;;;;;;
83942;30/01/1961;0000;;28.4;;10.2;3.5;21.68;63.25;1.666667;
83942;30/01/1961;1200;0;;16;;;;;;
83942;31/01/1961;0000;;31;;9.8;4.6;23.72;59.5;1.666667;
83942;31/01/1961;1200;0;;18.8;;;;;;
83942;01/02/1961;0000;;32.2;;10.7;5.9;24.84;57;2.666667;
83942;01/02/1961;1200;0;;20.2;;;;;;
83942;02/02/1961;0000;;27.8;;6.9;5.6;21.34;82.25;2;
83942;02/02/1961;1200;8.4;;17.7;;;;;;
83942;03/02/1961;0000;;26.4;;6;2.2;20.8;82.5;2.333333;
83942;03/02/1961;1200;0;;18.2;;;;;;
83942;04/02/1961;0000;;28;;9.2;2.4;21.08;72.75;3;
83942;04/02/1961;1200;0;;15.2;;;;;;
83942;05/02/1961;0000;;26.5;;5.5;3.2;20.7;85;3;
83942;05/02/1961;1200;0;;18.4;;;;;;
83942;06/02/1961;0000;;27;;3.1;2.9;22.38;74.75;3;
83942;06/02/1961;1200;3.2;;18.4;;;;;;
83942;07/02/1961;0000;;23.1;;2.1;3.6;20.74;89.75;2.666667;
83942;07/02/1961;1200;0;;19.4;;;;;;
83942;08/02/1961;0000;;26;;10.3;1.4;20.84;82.75;1.666667;
83942;08/02/1961;1200;5.3;;17.4;;;;;;
83942;09/02/1961;0000;;27.4;;8.2;1.8;20.2;78;2.666667;
83942;09/02/1961;1200;0;;15.4;;;;;;
83942;10/02/1961;0000;;29.2;;9.5;3.6;22.96;72.75;2.666667;
83942;10/02/1961;1200;0;;18;;;;;;
83942;11/02/1961;0000;;24.6;;6.5;3.2;20.56;85.75;2.333333;
83942;11/02/1961;1200;19.7;;19;;;;;;
83942;12/02/1961;0000;;27.2;;11.7;1.9;20.2;55.25;1.333333;
83942;12/02/1961;1200;0;;13.6;;;;;;
83942;13/02/1961;0000;;23.4;;5.4;5.3;18.68;82.5;1.666667;
83942;13/02/1961;1200;0;;16.8;;;;;;
83942;14/02/1961;0000;;24.8;;11.2;1.7;17.48;70;4;
83942;14/02/1961;1200;0.1;;12.4;;;;;;
83942;15/02/1961;0000;;26.8;;11.6;4.8;19.68;65;3.666667;
83942;15/02/1961;1200;0;;14.2;;;;;;
83942;16/02/1961;0000;;28;;10.8;5.5;20.6;65.25;3.333333;
83942;16/02/1961;1200;0;;16.2;;;;;;
83942;17/02/1961;0000;;26.6;;6.1;5.5;20.62;85.5;3;
83942;17/02/1961;1200;0;;16.9;;;;;;
83942;18/02/1961;0000;;29.4;;7.6;2;21.92;78.25;2.666667;
83942;18/02/1961;1200;12.7;;18;;;;;;
83942;19/02/1961;0000;;29.7;;11.2;3.2;22.7;76.25;2;
83942;19/02/1961;1200;10;;18.4;;;;;;
83942;20/02/1961;0000;;29.2;;7.2;3.8;23.48;72;3.333333;
83942;20/02/1961;1200;0;;19.6;;;;;;
83942;21/02/1961;0000;;30;;8.3;4.5;22.2;81.75;2.333333;
83942;21/02/1961;1200;0;;19.6;;;;;;
83942;22/02/1961;0000;;30.4;;7.9;3.2;22.76;77.75;2.666667;
83942;22/02/1961;1200;11.8;;18.6;;;;;;
83942;23/02/1961;0000;;27.4;;6.6;2.7;22.06;86;2;
83942;23/02/1961;1200;2.7;;19.1;;;;;;
83942;24/02/1961;0000;;28.4;;8.6;1.4;22.4;82.25;2;
83942;24/02/1961;1200;0.1;;19.2;;;;;;
83942;25/02/1961;0000;;30.6;;6.8;2.5;23.98;80.5;2;
83942;25/02/1961;1200;0;;20.1;;;;;;
83942;26/02/1961;0000;;22.6;;0.2;1.9;20.76;93.5;1.333333;
83942;26/02/1961;1200;23.6;;19.6;;;;;;
83942;27/02/1961;0000;;19.6;;0;0.5;16.32;98;2;
83942;27/02/1961;1200;21.9;;15;;;;;;
83942;28/02/1961;0000;;23;;9.8;0.1;16.68;83.5;2.666667;
83942;28/02/1961;1200;4.5;;12.4;;;;;;
83942;01/03/1961;0000;;26.2;;10.9;2.1;19.24;75.5;2;
83942;01/03/1961;1200;0.1;;14.4;;;;;;
83942;02/03/1961;0000;;29;;11;2.9;20.92;72.5;1.666667;
83942;02/03/1961;1200;0;;15.6;;;;;;
83942;03/03/1961;0000;;29.6;;10.4;3.4;22.72;70;2;
83942;03/03/1961;1200;0;;16.6;;;;;;
83942;04/03/1961;0000;;27.2;;4.6;3.8;22.08;83.5;2;
83942;04/03/1961;1200;0;;20;;;;;;
83942;05/03/1961;0000;;20.6;;0;1.6;15.48;95.75;2.666667;
83942;05/03/1961;1200;63.6;;13.4;;;;;;
83942;06/03/1961;0000;;17.2;;1.2;0.6;14.44;80;3;
83942;06/03/1961;1200;4.7;;12.4;;;;;;
83942;07/03/1961;0000;;24.4;;7.7;1.9;18.96;70;2.333333;
83942;07/03/1961;1200;0;;14;;;;;;
83942;08/03/1961;0000;;24.8;;4.4;3.2;19.24;88.5;3;
83942;08/03/1961;1200;0.1;;17;;;;;;
83942;09/03/1961;0000;;27.6;;5.5;1.9;21.76;82.5;1.666667;
83942;09/03/1961;1200;8.5;;17.2;;;;;;
83942;10/03/1961;0000;;30.2;;8.5;2.4;23.04;76.75;3.666667;
83942;10/03/1961;1200;0;;20.2;;;;;;
83942;11/03/1961;0000;;21.2;;0;3;19.64;94.25;2.666667;
83942;11/03/1961;1200;2.3;;19;;;;;;
83942;12/03/1961;0000;;24;;4.2;0.5;19.96;95.25;2.333333;
83942;12/03/1961;1200;11.3;;18.6;;;;;;
83942;13/03/1961;0000;;19.9;;0.5;1;18.52;93;3.333333;
83942;13/03/1961;1200;38.4;;17.2;;;;;;
83942;14/03/1961;0000;;24.4;;10;0.5;17.6;78;2;
83942;14/03/1961;1200;9.7;;13.4;;;;;;
83942;15/03/1961;0000;;27.8;;9.3;2.2;21.72;77.5;1.666667;
83942;15/03/1961;1200;0;;17;;;;;;
83942;16/03/1961;0000;;24.6;;0.6;2.6;19.72;88.5;3;
83942;16/03/1961;1200;0.8;;17.4;;;;;;
83942;17/03/1961;0000;;17.4;;0;1;13;99.25;2.333333;
83942;17/03/1961;1200;80.9;;11.2;;;;;;
83942;18/03/1961;0000;;13.4;;1.1;0.1;11.56;96;1.666667;
83942;18/03/1961;1200;15.8;;10.4;;;;;;
83942;19/03/1961;0000;;21.2;;3.3;0.3;15.48;89.75;1.666667;
83942;19/03/1961;1200;5.6;;11.4;;;;;;
83942;20/03/1961;0000;;17.1;;0.1;1.1;15.96;93.75;1.333333;
83942;20/03/1961;1200;0.9;;14.4;;;;;;
83942;21/03/1961;0000;;22.9;;11;0.2;17.8;80.75;2;
83942;21/03/1961;1200;47.7;;13.9;;;;;;
83942;22/03/1961;0000;;27;;10.9;1.9;19.96;63.75;2.333333;
83942;22/03/1961;1200;0;;14.6;;;;;;
83942;23/03/1961;0000;;29.9;;10.5;3.8;22.24;73.5;2;
83942;23/03/1961;1200;0;;17.3;;;;;;
83942;24/03/1961;0000;;30.7;;10.7;4.1;23.68;66;2.333333;
83942;24/03/1961;1200;0;;19.1;;;;;;
83942;25/03/1961;0000;;28.4;;4;4.5;20.46;90.25;3.666667;
83942;25/03/1961;1200;0;;17.1;;;;;;
83942;26/03/1961;0000;;18.2;;2.3;1.7;15.02;91.75;2;
83942;26/03/1961;1200;16.7;;13.8;;;;;;
83942;27/03/1961;0000;;20.2;;8.8;0.8;14.32;76.25;3.333333;
83942;27/03/1961;1200;1.5;;10.8;;;;;;
83942;28/03/1961;0000;;22.2;;8.7;2.7;15.72;72.5;4;
83942;28/03/1961;1200;0;;11.2;;;;;;
83942;29/03/1961;0000;;23.8;;10.8;3.5;17.46;63;3;
83942;29/03/1961;1200;0;;12.3;;;;;;
83942;30/03/1961;0000;;23.6;;10.3;4;17.66;62.5;2.666667;
83942;30/03/1961;1200;0;;12.6;;;;;;
83942;31/03/1961;0000;;23.2;;5.6;4.5;17.5;68.25;3.333333;
83942;31/03/1961;1200;0;;12.9;;;;;;
83942;01/04/1961;0000;;23.6;;3.1;4.3;18.46;75;2.333333;
83942;01/04/1961;1200;0;;14.6;;;;;;
83942;02/04/1961;0000;;23.7;;2.5;2.8;18.22;89.25;1.333333;
83942;02/04/1961;1200;11.4;;15.6;;;;;;
83942;03/04/1961;0000;;20.6;;2;1.2;16.36;90.25;2.666667;
83942;03/04/1961;1200;0;;13.6;;;;;;
83942;04/04/1961;0000;;22.4;;3.8;0.9;17.92;92;1.333333;
83942;04/04/1961;1200;44.5;;14.7;;;;;;
83942;05/04/1961;0000;;26.3;;9.6;0.9;18.88;83;1.333333;
83942;05/04/1961;1200;0.4;;14.7;;;;;;
83942;06/04/1961;0000;;22.4;;9.9;1.4;15.02;86.25;2.333333;
83942;06/04/1961;1200;0.2;;12.4;;;;;;
83942;07/04/1961;0000;;25.4;;10.7;2.2;17.48;75;3.666667;
83942;07/04/1961;1200;0;;11;;;;;;
83942;08/04/1961;0000;;26.4;;9.7;4.3;20.02;74;3.333333;
83942;08/04/1961;1200;0;;14.3;;;;;;
83942;09/04/1961;0000;;23.3;;2;3.4;18.64;86.25;1.333333;
83942;09/04/1961;1200;0;;17.1;;;;;;
83942;10/04/1961;0000;;20.6;;0.4;1.2;18.74;90.5;2;
83942;10/04/1961;1200;2.3;;16.4;;;;;;
83942;11/04/1961;0000;;20;;0;1;17.48;92;2.666667;
83942;11/04/1961;1200;11;;16.4;;;;;;
83942;12/04/1961;0000;;19.6;;0.2;1.2;17.38;91.75;1.666667;
83942;12/04/1961;1200;22.4;;16.4;;;;;;
83942;13/04/1961;0000;;21.2;;2.3;0.8;17.76;94;1;
83942;13/04/1961;1200;11;;16.4;;;;;;
83942;14/04/1961;0000;;23.4;;2.6;0.7;18.28;94.5;2;
83942;14/04/1961;1200;0.2;;16;;;;;;
83942;15/04/1961;0000;;17.6;;0;0.7;15.3;93.5;3.666667;
83942;15/04/1961;1200;40.3;;14.4;;;;;;
83942;16/04/1961;0000;;22.6;;0.5;1;18.56;89;2.666667;
83942;16/04/1961;1200;12.8;;14.6;;;;;;
83942;17/04/1961;0000;;20.4;;0;1.1;18.52;95;1.333333;
83942;17/04/1961;1200;0.8;;17.8;;;;;;
83942;18/04/1961;0000;;17.8;;0;0.4;15.74;98.5;1.666667;
83942;18/04/1961;1200;14.7;;14.5;;;;;;
83942;19/04/1961;0000;;16.8;;7.2;0.1;12.28;90;1.666667;
83942;19/04/1961;1200;13.8;;10.6;;;;;;
83942;20/04/1961;0000;;19.8;;8.1;1.1;12.54;86.25;2;
83942;20/04/1961;1200;0;;7.2;;;;;;
83942;21/04/1961;0000;;23.1;;10.3;1.9;16.4;79.25;2;
83942;21/04/1961;1200;0;;11.4;;;;;;
83942;22/04/1961;0000;;17.2;;0;2.8;15.08;88.5;3.666667;
83942;22/04/1961;1200;0;;13.7;;;;;;
83942;23/04/1961;0000;;21.4;;6.9;1.4;16.52;85.25;2.666667;
83942;23/04/1961;1200;0.5;;14.1;;;;;;
83942;24/04/1961;0000;;17.2;;6.9;1.8;11.46;85.5;2.333333;
83942;24/04/1961;1200;0;;9.4;;;;;;
83942;25/04/1961;0000;;18.6;;6.4;1.4;11.14;86.25;1.666667;
83942;25/04/1961;1200;0.1;;5.8;;;;;;
83942;26/04/1961;0000;;19.7;;7.1;1.1;13.26;86.25;1.333333;
83942;26/04/1961;1200;0;;9.9;;;;;;
83942;27/04/1961;0000;;18.7;;10.2;1.2;12.86;79.25;2.666667;
83942;27/04/1961;1200;0.2;;8.8;;;;;;
83942;28/04/1961;0000;;19;;8.2;2.2;12.32;85;3.333333;
83942;28/04/1961;1200;0;;10;;;;;;
83942;29/04/1961;0000;;19.3;;10.4;1.5;12.7;82.25;2.666667;
83942;29/04/1961;1200;8.1;;8.4;;;;;;
83942;30/04/1961;0000;;22.4;;10.5;2.5;14.4;77;0.666667;
83942;30/04/1961;1200;0;;10;;;;;;
83942;01/05/1961;0000;;22.2;;10.2;2.7;14.5;81.5;2;
83942;01/05/1961;1200;0;;8.9;;;;;;
83942;02/05/1961;0000;;20.6;;4.5;2.7;15.28;83.25;2;
83942;02/05/1961;1200;0;;12.6;;;;;;
83942;03/05/1961;0000;;22.2;;9.8;1.9;15.62;80.25;2;
83942;03/05/1961;1200;0.2;;11.2;;;;;;
83942;04/05/1961;0000;;23.6;;10.4;2.1;16.36;72.25;3.666667;
83942;04/05/1961;1200;0;;12.2;;;;;;
83942;05/05/1961;0000;;25.3;;7.4;3.2;17.84;84;1;
83942;05/05/1961;1200;0;;12.8;;;;;;
83942;06/05/1961;0000;;23.6;;7.1;1.7;17.96;84.75;1;
83942;06/05/1961;1200;0;;13.6;;;;;;
83942;07/05/1961;0000;;21.4;;2.1;1.8;17.32;87.75;2;
83942;07/05/1961;1200;0.1;;15.6;;;;;;
83942;08/05/1961;0000;;16.7;;0;1.3;13.04;96.25;1.666667;
83942;08/05/1961;1200;6.4;;11.2;;;;;;
83942;09/05/1961;0000;;21.2;;8.4;0.3;13.5;83.75;1.333333;
83942;09/05/1961;1200;0.1;;9;;;;;;
83942;10/05/1961;0000;;18;;9.2;1.7;12.92;90.5;2;
83942;10/05/1961;1200;0.4;;8.4;;;;;;
83942;11/05/1961;0000;;21.6;;9.1;1.4;15.42;73.75;2.666667;
83942;11/05/1961;1200;0;;10.3;;;;;;
83942;12/05/1961;0000;;22.3;;8.5;2.8;16.04;76.5;2.666667;
83942;12/05/1961;1200;0;;11.8;;;;;;
83942;13/05/1961;0000;;24.4;;7.5;2.8;16.78;80.75;3;
83942;13/05/1961;1200;0;;12.7;;;;;;
83942;14/05/1961;0000;;23.1;;9.8;2.1;16.82;86;2;
83942;14/05/1961;1200;0;;13.8;;;;;;
83942;15/05/1961;0000;;22.4;;4.1;2.2;17.46;84.25;3.333333;
83942;15/05/1961;1200;0;;14.9;;;;;;
83942;16/05/1961;0000;;17.8;;0;2;16.56;90.5;1.333333;
83942;16/05/1961;1200;0.7;;16.1;;;;;;
83942;17/05/1961;0000;;17.2;;0;1.1;15.5;96.25;3.666667;
83942;17/05/1961;1200;10;;14.6;;;;;;
83942;18/05/1961;0000;;14.8;;0;0.6;13.42;98;1.666667;
83942;18/05/1961;1200;28.2;;12.7;;;;;;
83942;19/05/1961;0000;;12.7;;5;0.2;8.42;84.25;2.666667;
83942;19/05/1961;1200;4.9;;5.8;;;;;;
83942;20/05/1961;0000;;13.4;;9.1;1.1;6.88;86.25;1.333333;
83942;20/05/1961;1200;0.4;;2.4;;;;;;
83942;21/05/1961;0000;;20.8;;10.1;1.8;12.12;72.75;2.333333;
83942;21/05/1961;1200;0;;6.2;;;;;;
83942;22/05/1961;0000;;21.2;;10.1;3.1;14;79;3;
83942;22/05/1961;1200;0;;10.2;;;;;;
83942;23/05/1961;0000;;21;;10;2.6;14.48;82.75;2.666667;
83942;23/05/1961;1200;0;;11;;;;;;
83942;24/05/1961;0000;;22.6;;10;2;14.74;84.25;1.333333;
83942;24/05/1961;1200;0.1;;10.7;;;;;;
83942;25/05/1961;0000;;22;;10.1;1.6;14.26;83.25;1.333333;
83942;25/05/1961;1200;0.4;;10.2;;;;;;
83942;26/05/1961;0000;;21.4;;10;2.5;14.82;78.75;2.666667;
83942;26/05/1961;1200;0;;11.1;;;;;;
83942;27/05/1961;0000;;20.4;;9.5;2.9;14.58;71.75;2.666667;
83942;27/05/1961;1200;0;;11.2;;;;;;
83942;28/05/1961;0000;;19.2;;7.8;3.1;14.74;75.5;1.666667;
83942;28/05/1961;1200;0;;10.3;;;;;;
83942;29/05/1961;0000;;23.9;;9.6;2.4;16.58;61;2;
83942;29/05/1961;1200;0;;12.4;;;;;;
83942;30/05/1961;0000;;22.2;;9.9;4.9;16.4;61.75;2.666667;
83942;30/05/1961;1200;0;;13.8;;;;;;
83942;31/05/1961;0000;;24;;9.9;4.5;16.86;59;3;
83942;31/05/1961;1200;0;;12;;;;;;
83942;01/06/1961;0000;;19;;0.8;5.5;15.7;87;2.666667;
83942;01/06/1961;1200;0;;13.7;;;;;;
83942;02/06/1961;0000;;20.6;;6.3;1;14.98;83.5;1.666667;
83942;02/06/1961;1200;2.5;;11.7;;;;;;
83942;03/06/1961;0000;;23.4;;9.1;2.6;17.36;72.75;4;
83942;03/06/1961;1200;0;;12.2;;;;;;
83942;04/06/1961;0000;;23.7;;4.7;5;17.18;82.25;3.666667;
83942;04/06/1961;1200;0;;14.6;;;;;;
83942;05/06/1961;0000;;14.6;;0;2.3;12;98.75;3.333333;
83942;05/06/1961;1200;70;;10.6;;;;;;
83942;06/06/1961;0000;;21;;8.5;0.6;16.44;79.25;4;
83942;06/06/1961;1200;0.6;;11.8;;;;;;
83942;07/06/1961;0000;;23.6;;9.3;3.3;18.04;77;6;
83942;07/06/1961;1200;0;;15.2;;;;;;
83942;08/06/1961;0000;;24.4;;9.7;4.3;18.46;75.25;3.666667;
83942;08/06/1961;1200;0;;14.8;;;;;;
83942;09/06/1961;0000;;24.3;;9;4.7;18.64;64.25;4;
83942;09/06/1961;1200;0;;15.7;;;;;;
83942;10/06/1961;0000;;18.2;;0;5.1;12.92;97.5;2.666667;
83942;10/06/1961;1200;11;;10.8;;;;;;
83942;11/06/1961;0000;;10.8;;0;0.3;8.6;99.25;1.666667;
83942;11/06/1961;1200;56.1;;7.6;;;;;;
83942;12/06/1961;0000;;8.5;;0;0.1;8.22;100;2;
83942;12/06/1961;1200;4;;8;;;;;;
83942;13/06/1961;0000;;8.2;;0;0;6.48;100;2.666667;
83942;13/06/1961;1200;11.2;;5.6;;;;;;
83942;14/06/1961;0000;;5.7;;6.1;0;2;82.5;2.333333;
83942;14/06/1961;1200;7.8;;0.7;;;;;;
83942;15/06/1961;0000;;8.3;;9;1;1.72;83;1.333333;
83942;15/06/1961;1200;0;;-1.6;;;;;;
83942;16/06/1961;0000;;9.7;;9.2;1.3;2.7;78.5;1;
83942;16/06/1961;1200;0;;-2.2;;;;;;
83942;17/06/1961;0000;;16.6;;9.5;1.9;7.38;62.75;2.333333;
83942;17/06/1961;1200;0;;0.7;;;;;;
83942;18/06/1961;0000;;14.6;;2.7;4.7;11.16;83.5;3.666667;
83942;18/06/1961;1200;0;;6.8;;;;;;
83942;19/06/1961;0000;;15.4;;0.3;1.9;13.8;97.25;2.333333;
83942;19/06/1961;1200;6.1;;12.1;;;;;;
83942;20/06/1961;0000;;14.1;;0;0.2;12.14;99;1.333333;
83942;20/06/1961;1200;68.3;;11;;;;;;
83942;21/06/1961;0000;;14.8;;0.2;0.1;12.3;97.25;2;
83942;21/06/1961;1200;3.7;;10.7;;;;;;
83942;22/06/1961;0000;;14;;0.4;0.2;11.12;94.75;2;
83942;22/06/1961;1200;0.2;;10;;;;;;
83942;23/06/1961;0000;;19.1;;10;0.3;12.42;81.75;1.666667;
83942;23/06/1961;1200;0.2;;8.4;;;;;;
83942;24/06/1961;0000;;20.8;;9.9;2;14;66.5;3.666667;
83942;24/06/1961;1200;0;;8.6;;;;;;
83942;25/06/1961;0000;;22.1;;9.8;4.2;15.06;77.75;5;
83942;25/06/1961;1200;0;;10.7;;;;;;
83942;26/06/1961;0000;;22.6;;8.5;3.9;16.86;71.75;5.333333;
83942;26/06/1961;1200;0;;12.7;;;;;;
83942;27/06/1961;0000;;23.8;;8.7;5;18.28;71.25;5.333333;
83942;27/06/1961;1200;0;;15.2;;;;;;
83942;28/06/1961;0000;;24.4;;9;5;18.92;67.75;4.666667;
83942;28/06/1961;1200;0;;15.2;;;;;;
83942;29/06/1961;0000;;19.4;;1.5;5;14.4;93.75;1.666667;
83942;29/06/1961;1200;0.1;;11.4;;;;;;
83942;30/06/1961;0000;;22.3;;3.5;0.5;17.18;81.5;2;
83942;30/06/1961;1200;2.1;;12.8;;;;;;
83942;01/07/1961;0000;;23.2;;3.7;2.8;18.72;67.5;3.333333;
83942;01/07/1961;1200;0;;15.7;;;;;;
83942;02/07/1961;0000;;19.4;;0;4;15.5;93.75;2;
83942;02/07/1961;1200;0;;14.3;;;;;;
83942;03/07/1961;0000;;15.4;;2.1;0.4;11.3;97.25;1.333333;
83942;03/07/1961;1200;5.7;;9.8;;;;;;
83942;04/07/1961;0000;;20.7;;9.7;0.6;14.3;80.75;4.666667;
83942;04/07/1961;1200;2.3;;8.3;;;;;;
83942;05/07/1961;0000;;23;;8.8;3.4;16.8;69.25;3;
83942;05/07/1961;1200;0;;13.2;;;;;;
83942;06/07/1961;0000;;22;;3.5;4.6;17.58;78.75;3;
83942;06/07/1961;1200;0;;16.1;;;;;;
83942;07/07/1961;0000;;16.3;;0;2.9;8.22;98.5;2;
83942;07/07/1961;1200;11.8;;5;;;;;;
83942;08/07/1961;0000;;9;;0;0.1;7.46;99;2;
83942;08/07/1961;1200;43.3;;6.2;;;;;;
83942;09/07/1961;0000;;8.8;;0;0.1;6.92;98.5;2.333333;
83942;09/07/1961;1200;4.1;;5.4;;;;;;
83942;10/07/1961;0000;;15.4;;4.8;0.2;10.9;83;2.666667;
83942;10/07/1961;1200;0.1;;6.3;;;;;;
83942;11/07/1961;0000;;18.8;;8.7;1.8;13.52;81.5;2.666667;
83942;11/07/1961;1200;0;;9.7;;;;;;
83942;12/07/1961;0000;;21.2;;8.2;2.9;15.78;76;3.666667;
83942;12/07/1961;1200;0;;12.1;;;;;;
83942;13/07/1961;0000;;22.1;;6.8;3.4;17.1;85;3;
83942;13/07/1961;1200;0.4;;14.4;;;;;;
83942;14/07/1961;0000;;17.3;;2.2;2.1;14.5;95.5;1.666667;
83942;14/07/1961;1200;13.8;;12.9;;;;;;
83942;15/07/1961;0000;;16.2;;0;0.7;14.08;94.5;4.666667;
83942;15/07/1961;1200;9.2;;13.3;;;;;;
83942;16/07/1961;0000;;18;;1;0.9;14.32;90.75;2;
83942;16/07/1961;1200;6.3;;12.4;;;;;;
83942;17/07/1961;0000;;16.6;;0;1;13.98;87.5;1.333333;
83942;17/07/1961;1200;10.8;;12.6;;;;;;
83942;18/07/1961;0000;;21.4;;8.9;1.1;15.28;82.5;2;
83942;18/07/1961;1200;0.1;;11.6;;;;;;
83942;19/07/1961;0000;;24.7;;9.8;2.4;18.52;62.5;2.666667;
83942;19/07/1961;1200;0;;14.2;;;;;;
83942;20/07/1961;0000;;25.3;;9.7;5.7;19.16;55.75;5;
83942;20/07/1961;1200;0;;14.7;;;;;;
83942;21/07/1961;0000;;18.3;;0.9;7.9;14.22;88.75;2.666667;
83942;21/07/1961;1200;0;;11.5;;;;;;
83942;22/07/1961;0000;;14.3;;10.1;1.3;8.56;73.5;2.333333;
83942;22/07/1961;1200;13.2;;5.1;;;;;;
83942;23/07/1961;0000;;19.4;;9.3;2.7;12.32;65.25;2.333333;
83942;23/07/1961;1200;0;;6.8;;;;;;
83942;24/07/1961;0000;;20.8;;9.7;4;15.4;70;2.333333;
83942;24/07/1961;1200;0;;10.4;;;;;;
83942;25/07/1961;0000;;22.6;;5.8;3.7;18.52;68.25;3.666667;
83942;25/07/1961;1200;0;;14.6;;;;;;
83942;26/07/1961;0000;;19.7;;7.3;3.2;6.9;81.5;2.333333;
83942;26/07/1961;1200;28.1;;3.3;;;;;;
83942;27/07/1961;0000;;12;;7.3;1;5.44;88;2.333333;
83942;27/07/1961;1200;0.2;;0.4;;;;;;
83942;28/07/1961;0000;;11.1;;10.2;0.9;3.78;76.75;1.666667;
83942;28/07/1961;1200;0;;-0.3;;;;;;
83942;29/07/1961;0000;;17.4;;10.2;2;7.94;77.75;3;
83942;29/07/1961;1200;0;;0.3;;;;;;
