--------------------
BDMEP - INMET
--------------------
Estação           : CAXIAS DO SUL - RS (OMM: 83942)
Latitude  (graus) : -29.16
Longitude (graus) : -51.2
Altitude  (metros): 759.60
Estação Operante
Inicio de operação: 12/04/1912
Periodo solicitado dos dados: 01/01/1940 a 01/04/2020
Os dados listados abaixo são os que encontram-se digitados no BDMEP
Hora em UTC
--------------------
Obs.: Os dados aparecem separados por ; (ponto e vírgula) no formato txt.
      Para o formato planilha XLS, siga as instruções
--------------------
Estacao;Data;Hora;Precipitacao;TempMaxima;TempMinima;Insolacao;Evaporacao Piche;Temp Comp Media;Umidade Relativa Media;Velocidade do Vento Media;
83942;09/01/2002;1200;0;;17.8;;;;;;
83942;10/01/2002;0000;;25.4;;4.2;3;20.88;86.75;1.666667;
83942;10/01/2002;1200;0;;17.6;;;;;;
83942;11/01/2002;0000;;28.8;;6.2;2.1;23.04;67;1.666667;
83942;11/01/2002;1200;26.4;;18;;;;;;
83942;12/01/2002;0000;;26.4;;1.7;4.3;21.48;76;3;
83942;12/01/2002;1200;0;;19.2;;;;;;
83942;13/01/2002;0000;;23.8;;2.4;3.4;20.68;87.75;1;
83942;13/01/2002;1200;7;;18.2;;;;;;
83942;14/01/2002;0000;;25.6;;4.7;1.4;20.6;88;2.333333;
83942;14/01/2002;1200;0.6;;18.4;;;;;;
83942;15/01/2002;0000;;19.6;;2.8;1.5;15.64;82;3.666667;
83942;15/01/2002;1200;27.5;;13.8;;;;;;
83942;16/01/2002;0000;;19;;4.6;1.9;15.16;81;2.333333;
83942;16/01/2002;1200;1.2;;12;;;;;;
83942;17/01/2002;0000;;19.8;;3.6;1.5;15.84;76.5;2.333333;
83942;17/01/2002;1200;0;;12.4;;;;;;
83942;18/01/2002;0000;;23.8;;11.8;2.4;17.24;70;2.333333;
83942;18/01/2002;1200;0;;11.6;;;;;;
83942;19/01/2002;0000;;28;;11.8;3.4;20.68;63;1.666667;
83942;19/01/2002;1200;0;;13.8;;;;;;
83942;20/01/2002;0000;;30.4;;11.5;4.4;23.96;51.5;1.333333;
83942;20/01/2002;1200;0;;17;;;;;;
83942;21/01/2002;0000;;31.2;;9.7;6.4;24.44;67.5;1.666667;
83942;21/01/2002;1200;0;;20.4;;;;;;
83942;22/01/2002;0000;;25.6;20;4.2;6.3;21.76;83.25;0.666667;
83942;22/01/2002;1200;1.1;;20;;;;;;
83942;23/01/2002;0000;;28.2;;6.5;1.8;22.36;78.75;1;
83942;23/01/2002;1200;1.5;;17.6;;;;;;
83942;24/01/2002;0000;;28.6;19;5.5;2.9;21.64;80.5;1;
83942;24/01/2002;1200;0;;19;;;;;;
83942;25/01/2002;0000;;28.6;;9.1;2.5;22.56;79.5;3;
83942;25/01/2002;1200;38.3;;18.4;;;;;;
83942;26/01/2002;0000;;25.6;;1.2;3.6;22.12;83.5;1.333333;
83942;26/01/2002;1200;0;;19.8;;;;;;
83942;27/01/2002;0000;;23.4;;1.5;2.6;19.92;91;3;
83942;27/01/2002;1200;16.6;;18.2;;;;;;
83942;28/01/2002;0000;;28;;11.3;2.2;22.4;69;1.333333;
83942;28/01/2002;1200;9.6;;18.2;;;;;;
83942;29/01/2002;0000;;30.4;;10.3;4.2;23.84;61;0.666667;
83942;29/01/2002;1200;0;;19.2;;;;;;
83942;30/01/2002;0000;;31;;10.1;5;24.64;69.25;2.333333;
83942;30/01/2002;1200;0;;19.8;;;;;;
83942;31/01/2002;0000;;25.6;19;0.4;5.1;21.4;83.5;2.333333;
83942;31/01/2002;1200;0;;19;;;;;;
83942;01/02/2002;0000;;25.4;;5.1;2.7;19.72;64.25;1.666667;
83942;01/02/2002;1200;16.4;;16.4;;;;;;
83942;02/02/2002;0000;;21.6;;10.1;5.5;16.76;69.75;1.666667;
83942;02/02/2002;1200;0;;13;;;;;;
83942;03/02/2002;0000;;21.6;;9.1;3;16.48;72.5;1.666667;
83942;03/02/2002;1200;0;;13;;;;;;
83942;04/02/2002;0000;;26.6;;11;3.1;19.64;65.75;2.333333;
83942;04/02/2002;1200;0;;13.2;;;;;;
83942;05/02/2002;0000;;26;;6.1;4.2;20.48;74.25;1.666667;
83942;05/02/2002;1200;0;;16.4;;;;;;
83942;06/02/2002;0000;;23.2;15.6;0;2.5;17.6;86.25;0.666667;
83942;06/02/2002;1200;0;;15.6;;;;;;
83942;07/02/2002;0000;;23.4;;2.5;1.6;18.44;87.5;1;
83942;07/02/2002;1200;4;;14.8;;;;;;
83942;08/02/2002;0000;;26.8;;10.6;1.5;19.6;78.5;1.666667;
83942;08/02/2002;1200;3;;16;;;;;;
83942;09/02/2002;0000;;25.2;;8.5;3.5;20.44;69.75;1;
83942;09/02/2002;1200;3;;16.8;;;;;;
83942;10/02/2002;0000;;27;;11.2;4.3;20.8;70.75;2;
83942;10/02/2002;1200;0.5;;16.6;;;;;;
83942;11/02/2002;0000;;28;;10.6;5.7;21.88;68.75;1;
83942;11/02/2002;1200;0.5;;16.4;;;;;;
83942;12/02/2002;0000;;29;;7.9;5.1;22.32;82.5;2.333333;
83942;12/02/2002;1200;0;;18.8;;;;;;
83942;13/02/2002;0000;;25.8;17.6;3.3;2.9;20.04;90.75;1.666667;
83942;13/02/2002;1200;12.4;;17.6;;;;;;
83942;14/02/2002;0000;;25.6;;7.1;1.8;21.04;82;1.333333;
83942;14/02/2002;1200;55.5;;16.4;;;;;;
83942;15/02/2002;0000;;26;;8.2;2.2;21;82.25;1.666667;
83942;15/02/2002;1200;0;;17.4;;;;;;
83942;16/02/2002;0000;;24.8;;8.8;2;18.8;80.5;2.333333;
83942;16/02/2002;1200;0;;16.2;;;;;;
83942;17/02/2002;0000;;22.2;;4.6;2.6;17.76;82.5;3;
83942;17/02/2002;1200;0;;15.2;;;;;;
83942;18/02/2002;0000;;26.2;;8.5;2;19.4;77;3;
83942;18/02/2002;1200;0;;15.6;;;;;;
83942;19/02/2002;0000;;25;;3.7;2.9;20.08;77.75;1.666667;
83942;19/02/2002;1200;0;;16.6;;;;;;
83942;20/02/2002;0000;;26.8;;3.5;2.4;21.12;83.75;2.333333;
83942;20/02/2002;1200;0;;18.4;;;;;;
83942;21/02/2002;0000;;26.6;;6.2;2.7;21.6;83.75;1.333333;
83942;21/02/2002;1200;14.5;;18.4;;;;;;
83942;22/02/2002;0000;;25.2;17;7.2;2.4;19.44;80.75;2.333333;
83942;22/02/2002;1200;0.8;;17;;;;;;
83942;23/02/2002;0000;;24.6;;9.8;3.1;18.68;82;3;
83942;23/02/2002;1200;5.9;;14.4;;;;;;
83942;24/02/2002;0000;;22;;9;4;16.32;78.5;0.666667;
83942;24/02/2002;1200;2.8;;13;;;;;;
83942;25/02/2002;0000;;27.2;;11.1;2.1;19.96;70;2.333333;
83942;25/02/2002;1200;0;;14;;;;;;
83942;26/02/2002;0000;;30.2;;11.1;4.2;23.16;64;1.333333;
83942;26/02/2002;1200;0;;17.2;;;;;;
83942;27/02/2002;0000;;30.8;;9.2;5.9;22.84;58.5;2.333333;
83942;27/02/2002;1200;0;;13;;;;;;
83942;28/02/2002;0000;;29.6;;10.7;5.4;24.8;64.5;2.666667;
83942;28/02/2002;1200;0;;19.6;;;;;;
83942;01/03/2002;0000;;26.6;17.4;0;5.5;19.96;96.5;1.666667;
83942;01/03/2002;1200;1.6;26.6;17.4;;;;;;
83942;02/03/2002;0000;;20.6;;0.4;0.4;17.48;89.75;1.666667;
83942;02/03/2002;1200;14.9;;15.4;;;;;;
83942;03/03/2002;0000;;29.8;;9.5;1.3;22.44;77;1.666667;
83942;03/03/2002;1200;0;;16.6;;;;;;
83942;04/03/2002;0000;;30.6;;9.9;3.3;25.64;66;2;
83942;04/03/2002;1200;0;;20.2;;;;;;
83942;05/03/2002;0000;;27.4;;0.6;4.4;21.84;90.5;1;
83942;05/03/2002;1200;18.2;27.4;19.2;;;;;;
83942;06/03/2002;0000;;24.8;;0;1.4;21.76;88.75;1;
83942;06/03/2002;1200;20.4;;19.6;;;;;;
83942;07/03/2002;0000;;26.6;;4;1.2;22.8;83.25;1;
83942;07/03/2002;1200;3.8;;20;;;;;;
83942;08/03/2002;0000;;30.4;;9.9;3.6;24.8;79.25;1.666667;
83942;08/03/2002;1200;0;;20.8;;;;;;
83942;09/03/2002;0000;;32.4;;11.1;4.5;26.32;68;2;
83942;09/03/2002;1200;0;;21.6;;;;;;
83942;10/03/2002;0000;;33.4;;10.2;6.9;27.24;61;1.666667;
83942;10/03/2002;1200;0;;22.8;;;;;;
83942;11/03/2002;0000;;30.6;;5.3;5;24.36;84.5;2.333333;
83942;11/03/2002;1200;0;;22.4;;;;;;
83942;12/03/2002;0000;;23.2;;0;2.5;21.32;95.5;1.666667;
83942;12/03/2002;1200;2.4;;20;;;;;;
83942;13/03/2002;0000;;28.6;;2.5;1.1;22.76;83.25;2.333333;
83942;13/03/2002;1200;11.2;;20;;;;;;
83942;14/03/2002;0000;;27.2;19.6;5.5;2.6;22.72;87;1.666667;
83942;14/03/2002;1200;2.8;;19.6;;;;;;
83942;15/03/2002;0000;;31;;10.5;2.4;24.72;70.5;0.666667;
83942;15/03/2002;1200;0.4;;19.8;;;;;;
83942;16/03/2002;0000;;32;;10.9;5.2;26.04;68.25;2;
83942;16/03/2002;1200;0;;20.6;;;;;;
83942;17/03/2002;0000;;31.8;19.8;7.3;5.5;23.12;82.25;2.333333;
83942;17/03/2002;1200;0;;19.8;;;;;;
83942;18/03/2002;0000;;27.2;;8.4;3;21.68;87.5;3;
83942;18/03/2002;1200;3.5;;18.2;;;;;;
83942;19/03/2002;0000;;28.2;;2.4;2;22.28;82.5;3;
83942;19/03/2002;1200;1.2;;19.2;;;;;;
83942;20/03/2002;0000;;23;18.4;3.6;2.4;19.56;92.5;3;
83942;20/03/2002;1200;3.2;;18.4;;;;;;
83942;21/03/2002;0000;;22.6;;5.6;0.8;18.2;88.25;1.666667;
83942;21/03/2002;1200;2.7;;16.2;;;;;;
83942;22/03/2002;0000;;25.8;;11;1.9;21.16;65;3;
83942;22/03/2002;1200;2;;16.6;;;;;;
83942;23/03/2002;0000;;27.2;;7.9;3.9;21.52;70.25;2;
83942;23/03/2002;1200;0;;17.6;;;;;;
83942;24/03/2002;0000;;28.4;;7.9;3.3;23.24;72;3;
83942;24/03/2002;1200;0;;18.8;;;;;;
83942;25/03/2002;0000;;27;;8.1;2.7;22.92;83;2.333333;
83942;25/03/2002;1200;0;;20.8;;;;;;
83942;26/03/2002;0000;;25.6;;2.7;2.2;20.08;86.75;2.333333;
83942;26/03/2002;1200;22.5;;15.2;;;;;;
83942;27/03/2002;0000;;24.6;17.2;1;2.1;19.16;97.25;1.666667;
83942;27/03/2002;1200;1.5;;17.2;;;;;;
83942;28/03/2002;0000;;28.4;;4.2;0.7;21.76;81;1;
83942;28/03/2002;1200;2.5;;16.6;;;;;;
83942;29/03/2002;0000;;29.6;;9.1;2.4;24.64;67.5;3;
83942;29/03/2002;1200;0.2;;20;;;;;;
83942;30/03/2002;0000;;30.8;20;10.3;5.9;23.2;76.25;4.333333;
83942;30/03/2002;1200;0;;20;;;;;;
83942;31/03/2002;0000;;20.6;15.6;0;6;17.04;96.5;1.666667;
83942;31/03/2002;1200;23;20.2;15.6;;;;;;
83942;01/04/2002;0000;;19.2;;9.3;1;14.04;69;2.333333;
83942;01/04/2002;1200;10.5;;11.2;;;;;;
83942;02/04/2002;0000;;21.6;;9.9;3.3;14.48;66;1.333333;
83942;02/04/2002;1200;0;;9;;;;;;
83942;03/04/2002;0000;;21.6;;10;3.2;15.64;80.25;1.666667;
83942;03/04/2002;1200;0;;11.6;;;;;;
83942;04/04/2002;0000;;24.2;;8.9;2.3;18.52;82;1.666667;
83942;04/04/2002;1200;0;;13.8;;;;;;
83942;05/04/2002;0000;;25.6;;8.2;2.4;19.56;76;3;
83942;05/04/2002;1200;0;;16.4;;;;;;
83942;06/04/2002;0000;;26.8;;9.3;3;20.28;75.5;1.666667;
83942;06/04/2002;1200;0;;16.6;;;;;;
83942;07/04/2002;0000;;27.4;;10.4;3.6;20.8;68.5;3.666667;
83942;07/04/2002;1200;0;;16.6;;;;;;
83942;08/04/2002;0000;;27;;8.7;3.9;21.32;74;1.333333;
83942;08/04/2002;1200;0;;17;;;;;;
83942;09/04/2002;0000;;27;;0.9;3.6;21.6;76.5;1;
83942;09/04/2002;1200;0;;17.8;;;;;;
83942;10/04/2002;0000;;27;;5.7;3;21.88;83.75;2.333333;
83942;10/04/2002;1200;0;;18.8;;;;;;
83942;11/04/2002;0000;;28.4;;3.3;3;21.6;83.5;2.333333;
83942;11/04/2002;1200;6.8;;18.6;;;;;;
83942;12/04/2002;0000;;20.8;16.2;0;2.7;17.52;92.25;1.333333;
83942;12/04/2002;1200;6;;16.2;;;;;;
83942;13/04/2002;0000;;18;;0.1;0.5;15.76;95.25;1;
83942;13/04/2002;1200;7.1;;14.4;;;;;;
83942;14/04/2002;0000;;21.6;;0.4;0.4;18;95.75;1;
83942;14/04/2002;1200;1.8;;15.6;;;;;;
83942;15/04/2002;0000;;23;;3.4;0.5;19.28;94;0.666667;
83942;15/04/2002;1200;0.2;;17;;;;;;
83942;16/04/2002;0000;;28.8;;8.9;0.5;22.92;75.5;2.333333;
83942;16/04/2002;1200;0;;17.2;;;;;;
83942;17/04/2002;0000;;24.4;15.8;0.1;3.9;18.72;87;2.666667;
83942;17/04/2002;1200;1.9;24.4;15.8;;;;;;
83942;18/04/2002;0000;;18;;1.4;1.1;15.76;93.75;1;
83942;18/04/2002;1200;11.3;;15.2;;;;;;
83942;19/04/2002;0000;;26;;7.2;0.6;19.12;83.5;3;
83942;19/04/2002;1200;4.3;;14.2;;;;;;
83942;20/04/2002;0000;;19.2;14.4;0;3;15.88;93.5;2.333333;
83942;20/04/2002;1200;16.7;19.2;14.4;;;;;;
83942;21/04/2002;0000;;18.8;;8.4;0.5;12.2;86.75;1;
83942;21/04/2002;1200;37.3;;8;;;;;;
83942;22/04/2002;0000;;24.8;;6.3;1.2;18.32;80.75;3.666667;
83942;22/04/2002;1200;0;;11.4;;;;;;
83942;23/04/2002;0000;;28;;5.7;2.7;22.16;76;3;
83942;23/04/2002;1200;0;;18.2;;;;;;
83942;24/04/2002;0000;;28.8;;6.7;4.1;22.44;81.25;2.333333;
83942;24/04/2002;1200;0.4;;20.2;;;;;;
83942;25/04/2002;0000;;22.8;16.8;0.8;5.2;18.76;96.25;1.666667;
83942;25/04/2002;1200;0;22.8;16.8;;;;;;
83942;26/04/2002;0000;;22.6;16.2;0;0.4;18.32;91;1;
83942;26/04/2002;1200;2.5;;16.2;;;;;;
83942;27/04/2002;0000;;17.6;;8;0.4;12.56;84.75;0.666667;
83942;27/04/2002;1200;28.1;;10.8;;;;;;
83942;28/04/2002;0000;;25.2;;10.1;1.7;17.68;81.75;1;
83942;28/04/2002;1200;0;;10.6;;;;;;
83942;29/04/2002;0000;;20.8;;0.4;2.3;17.92;93;1;
83942;29/04/2002;1200;0;;15.6;;;;;;
83942;30/04/2002;0000;;18.4;;1;0.7;14.68;94.75;0.666667;
83942;30/04/2002;1200;22.3;18.4;12.8;;;;;;
83942;01/05/2002;0000;;20.6;;5.7;;15.36;92;0.68592;
83942;01/05/2002;1200;0;;12.8;;;;;;
83942;02/05/2002;0000;;22.2;;5.2;;16.68;92.5;1.7148;
83942;02/05/2002;1200;0;;13.6;;;;;;
83942;03/05/2002;0000;;20.8;;9.2;;15.8;82.5;0;
83942;03/05/2002;1200;0;;12.8;;;;;;
83942;04/05/2002;0000;;21.4;;8.8;;15;88;0.34296;
83942;04/05/2002;1200;0.2;;12;;;;;;
83942;05/05/2002;0000;;19;;0;;14.88;93;1.02888;
83942;05/05/2002;1200;0;;12.2;;;;;;
83942;06/05/2002;0000;;18.2;;1.1;;15.8;97;0.68592;
83942;06/05/2002;1200;8;;13.8;;;;;;
83942;07/05/2002;0000;;21;;1.6;;16.92;96.25;1.02888;
83942;07/05/2002;1200;11;;14.4;;;;;;
83942;08/05/2002;0000;;17.8;;0.1;;15.44;97.75;1.02888;
83942;08/05/2002;1200;0.9;;14;;;;;;
83942;09/05/2002;0000;;19.2;;7.4;;14.6;91.5;1.7148;
83942;09/05/2002;1200;0;;11.6;;;;;;
83942;10/05/2002;0000;;23.8;;9.6;;18.28;76.75;1.7148;
83942;10/05/2002;1200;0;;13.6;;;;;;
83942;11/05/2002;0000;;25.6;;8.4;;19.6;72.25;1.02888;
83942;11/05/2002;1200;0;;15.8;;;;;;
83942;12/05/2002;0000;;25.8;;10;;20.88;75.25;1.02888;
83942;12/05/2002;1200;0;;16.8;;;;;;
83942;13/05/2002;0000;;27.4;;9.9;;21.52;62.75;1.02888;
83942;13/05/2002;1200;0;;17.8;;;;;;
83942;14/05/2002;0000;;27.4;;9.5;;21.92;63.5;1.7148;
83942;14/05/2002;1200;0;;17.6;;;;;;
83942;15/05/2002;0000;;26.4;14.8;4.6;;19.4;91.25;4.11552;
83942;15/05/2002;1200;0;;19.4;;;;;;
83942;16/05/2002;0000;;19.4;;4.9;;15.24;93.75;1.02888;
83942;16/05/2002;1200;73;;13.8;;;;;;
83942;17/05/2002;0000;;17.6;;1.6;;14.8;91.5;1.37184;
83942;17/05/2002;1200;0;;11.8;;;;;;
83942;18/05/2002;0000;;20.6;;0;;18.52;80.5;1.02888;
83942;18/05/2002;1200;0.6;;14.4;;;;;;
83942;19/05/2002;0000;;18.4;14;0;;15.84;100;1.7148;
83942;19/05/2002;1200;1;18.6;16.2;;;;;;
83942;20/05/2002;0000;;15.4;;0;;13.36;100;0.34296;
83942;20/05/2002;1200;14;;12;;;;;;
83942;21/05/2002;0000;;13.4;;0;;11;97.75;2.40072;
83942;21/05/2002;1200;0;13.6;10;;;;;;
83942;22/05/2002;0000;;15.6;;4.2;;11.6;92.75;1.37184;
83942;22/05/2002;1200;3;;8.6;;;;;;
83942;23/05/2002;0000;;19.8;;9.9;;14.04;71.25;2.40072;
83942;23/05/2002;1200;0;;10.6;;;;;;
83942;24/05/2002;0000;;20.2;;9.7;;14.6;71.75;3.08664;
83942;24/05/2002;1200;0;;9.4;;;;;;
83942;25/05/2002;0000;;19.8;;9.3;;14.52;76;2.40072;
83942;25/05/2002;1200;0;;10.8;;;;;;
83942;26/05/2002;0000;;20.2;;7.9;;14.8;72.25;3.77256;
83942;26/05/2002;1200;0;;10.2;;;;;;
83942;27/05/2002;0000;;19.8;;0.9;;16.28;74;2.40072;
83942;27/05/2002;1200;0;;12.2;;;;;;
83942;28/05/2002;0000;;23.6;;8.5;;18.88;65.5;2.40072;
83942;28/05/2002;1200;0;;15.2;;;;;;
83942;29/05/2002;0000;;16.2;13.8;0;;15;90.25;2.40072;
83942;29/05/2002;1200;0;19.8;14.8;;;;;;
83942;30/05/2002;0000;;15.4;;0;;14.12;97.75;1.02888;
83942;30/05/2002;1200;13;;13.4;;;;;;
83942;31/05/2002;0000;;21.4;;2.9;;14.56;98.25;1.37184;
83942;31/05/2002;1200;6;;11.2;;;;;;
83942;01/06/2002;0000;;20.4;;9.4;;15.92;82.75;1.02888;
83942;01/06/2002;1200;0;;10.6;;;;;;
83942;02/06/2002;0000;;23.2;;5.8;;18.68;79.5;3.08664;
83942;02/06/2002;1200;0;;15;;;;;;
83942;03/06/2002;0000;;23;15.8;5.8;;19.36;83.75;1.02888;
83942;03/06/2002;1200;15;;16.4;;;;;;
83942;04/06/2002;0000;;25.8;;9.3;;20.92;71.25;2.40072;
83942;04/06/2002;1200;3;;17.8;;;;;;
83942;05/06/2002;0000;;25.2;;7.3;;20.92;62.25;4.45848;
83942;05/06/2002;1200;0;;17.6;;;;;;
83942;06/06/2002;0000;;21.4;12.2;0;;15.72;97.25;0.68592;
83942;06/06/2002;1200;0.2;21.6;16.2;;;;;;
83942;07/06/2002;0000;;17;;0;;13.8;100;0.68592;
83942;07/06/2002;1200;21;17;12.2;;;;;;
83942;08/06/2002;0000;;14.2;;0;;13.08;98;1.02888;
83942;08/06/2002;1200;30;;11.8;;;;;;
83942;09/06/2002;0000;;20;;0;;16.88;92.75;1.7148;
83942;09/06/2002;1200;25;;13.8;;;;;;
83942;10/06/2002;0000;;17.2;7;0;;10.16;94.5;0.68592;
83942;10/06/2002;1200;31;17.4;9;;;;;;
83942;11/06/2002;0000;;8;;0;;7.2;100;1.02888;
83942;11/06/2002;1200;7;;5.8;;;;;;
83942;12/06/2002;0000;;8;;0;;7.12;100;1.7148;
83942;12/06/2002;1200;48;8.2;6.4;;;;;;
83942;13/06/2002;0000;;9.2;;0;;7.92;100;1.02888;
83942;13/06/2002;1200;5;;6.6;;;;;;
83942;14/06/2002;0000;;10.4;5.6;4;;6.92;91.75;0.68592;
83942;14/06/2002;1200;15;;6.2;;;;;;
83942;15/06/2002;0000;;13.2;;3.6;;9;88.5;1.02888;
83942;15/06/2002;1200;0;;2.2;;;;;;
83942;16/06/2002;0000;;18;;0;;15.16;91.75;0.34296;
83942;16/06/2002;1200;0.3;;11.8;;;;;;
83942;17/06/2002;0000;;22.4;;8.3;;18.36;74.25;3.08664;
83942;17/06/2002;1200;0;;15.4;;;;;;
83942;18/06/2002;0000;;15.6;9.8;0;;12.88;95.25;1.37184;
83942;18/06/2002;1200;12;18.8;14;;;;;;
83942;19/06/2002;0000;;16.2;;9.2;;9.92;85.25;0.68592;
83942;19/06/2002;1200;0;;6.4;;;;;;
83942;20/06/2002;0000;;20.6;;9.2;;15.32;80.75;3.08664;
83942;20/06/2002;1200;0;;9.2;;;;;;
83942;21/06/2002;0000;;16.4;4.2;0;;9.52;96.5;1.7148;
83942;21/06/2002;1200;0.6;16.6;11.4;;;;;;
83942;22/06/2002;0000;;8.8;;7.8;;3.36;81.75;2.5722;
83942;22/06/2002;1200;0.8;;1;;;;;;
83942;23/06/2002;0000;;7.4;;0.2;;4;93.25;0.68592;
83942;23/06/2002;1200;0;;-0.4;;;;;;
83942;24/06/2002;0000;;8.2;;6.4;;3.84;78.5;1.02888;
83942;24/06/2002;1200;0;;2.4;;;;;;
83942;25/06/2002;0000;;9.8;;8.9;;4.08;87.25;1.02888;
83942;25/06/2002;1200;0;;0;;;;;;
83942;26/06/2002;0000;;17.4;;8.9;;10.6;62.25;0.68592;
83942;26/06/2002;1200;0;;3.4;;;;;;
83942;27/06/2002;0000;;22.6;;9.1;;16.24;64;3.08664;
83942;27/06/2002;1200;0;;10.6;;;;;;
83942;28/06/2002;0000;;24.8;;8.9;;19;63.5;3.08664;
83942;28/06/2002;1200;0;;14.6;;;;;;
83942;29/06/2002;0000;;24.4;;3.7;;20.6;67.75;2.40072;
83942;29/06/2002;1200;0;;17.2;;;;;;
83942;30/06/2002;0000;;18.2;14.2;0.9;;15.16;93;2.05776;
83942;30/06/2002;1200;31;21.6;16.4;;;;;;
83942;01/07/2002;0000;;14.4;;0.9;1;11.92;97.75;1;
83942;01/07/2002;1200;9.4;14.4;10.4;;;;;;
83942;02/07/2002;0000;;24.2;;6.9;0.1;17.48;81.25;3;
83942;02/07/2002;1200;54.2;;11.8;;;;;;
83942;03/07/2002;0000;;21.8;;1.3;2.5;18.24;81.75;2.333333;
83942;03/07/2002;1200;0;;16;;;;;;
83942;04/07/2002;0000;;23;;1.2;2.3;18.24;75;1;
83942;04/07/2002;1200;0;;14;;;;;;
83942;05/07/2002;0000;;21.8;;0.5;2.6;18.48;78;1;
83942;05/07/2002;1200;0;;16.4;;;;;;
83942;06/07/2002;0000;;22.4;13.8;2.9;2.4;15.96;86.5;1.333333;
83942;06/07/2002;1200;0;;13.8;;;;;;
83942;07/07/2002;0000;;14;7.8;0;1.5;10;95.25;2.333333;
83942;07/07/2002;1200;14.5;14;7.8;;;;;;
83942;08/07/2002;0000;;9.8;;7.4;0.4;5.92;82.75;1.333333;
83942;08/07/2002;1200;9.6;;4.4;;;;;;
83942;09/07/2002;0000;;10.6;;8.1;1.3;6.16;87;1.333333;
83942;09/07/2002;1200;0;;3.2;;;;;;
83942;10/07/2002;0000;;7.6;;0;0.9;5.84;97.5;0.666667;
83942;10/07/2002;1200;0;;4.8;;;;;;
83942;11/07/2002;0000;;8.6;;0;0;5.96;97.75;1;
83942;11/07/2002;1200;0.1;;5;;;;;;
83942;12/07/2002;0000;;11.2;;6.3;0.2;6.4;81.75;2;
83942;12/07/2002;1200;0;;4;;;;;;
83942;13/07/2002;0000;;12.6;;3.7;1.8;8.2;77.75;2.333333;
83942;13/07/2002;1200;0;;4.2;;;;;;
83942;14/07/2002;0000;;16;;9.5;2.1;10.72;71.5;1.333333;
83942;14/07/2002;1200;0;;6.6;;;;;;
83942;15/07/2002;0000;;20;;9.5;2.5;12.8;69;1;
83942;15/07/2002;1200;0;;8.4;;;;;;
83942;16/07/2002;0000;;18.8;;9.5;3.2;13.16;63;1.666667;
83942;16/07/2002;1200;0;;9.8;;;;;;
83942;17/07/2002;0000;;13.2;;7.3;2.9;8.6;87.5;1.666667;
83942;17/07/2002;1200;0;;6.2;;;;;;
83942;18/07/2002;0000;;17.8;;9.1;1.2;11.96;67.5;2.333333;
83942;18/07/2002;1200;0;;7.4;;;;;;
83942;19/07/2002;0000;;18.4;;5.6;2.9;13.36;71.5;3;
83942;19/07/2002;1200;0;;9.6;;;;;;
83942;20/07/2002;0000;;22.2;;7.2;2.4;15.44;67.75;2.333333;
83942;20/07/2002;1200;0;;9.8;;;;;;
83942;21/07/2002;0000;;19.6;;1.9;3.3;16.56;75.75;4.333333;
83942;21/07/2002;1200;4.7;;13.6;;;;;;
83942;22/07/2002;0000;;19.8;12.4;1.9;2.9;14.84;82.25;4.333333;
83942;22/07/2002;1200;0.2;;12.4;;;;;;
83942;23/07/2002;0000;;22.6;;9.3;2.6;15.8;64.75;1;
83942;23/07/2002;1200;2.2;;10;;;;;;
83942;24/07/2002;0000;;26.8;;7.6;5;20.96;57;3.666667;
83942;24/07/2002;1200;0;;16;;;;;;
83942;25/07/2002;0000;;22.6;7.6;0;6.2;12.44;96.5;0.5;
83942;25/07/2002;1200;9.1;22.6;7.6;;;;;;
83942;26/07/2002;0000;;13.2;;0;0.2;10.64;95.5;1;
83942;26/07/2002;1200;12.6;;6.8;;;;;;
83942;27/07/2002;0000;;15.6;8.4;1.8;0.4;10.52;89.75;2.666667;
83942;27/07/2002;1200;61.3;15.6;8.4;;;;;;
83942;28/07/2002;0000;;11.8;;9.8;1.4;6.8;62.75;1.666667;
83942;28/07/2002;1200;0.4;;3.4;;;;;;
83942;29/07/2002;0000;;19;;6.5;2.5;12.52;49;1.666667;
83942;29/07/2002;1200;0;;5.2;;;;;;
83942;30/07/2002;0000;;18.2;;0.9;5.2;13.4;68.25;2.333333;
83942;30/07/2002;1200;0;;11.6;;;;;;
83942;31/07/2002;0000;;18.6;;0.3;4.2;14.64;96;1.666667;
83942;31/07/2002;1200;6.6;;12;;;;;;
83942;01/08/2002;0000;;13.4;4.6;0;0.6;6.72;99.5;1;
83942;01/08/2002;1200;1.6;13.4;4.6;;;;;;
83942;02/08/2002;0000;;7.4;;0.8;0.2;5.68;96.75;1.666667;
83942;02/08/2002;1200;0.5;;2.8;;;;;;
83942;03/08/2002;0000;;11.2;;2.7;0.3;8;91.5;1.666667;
83942;03/08/2002;1200;23.3;;5.4;;;;;;
83942;04/08/2002;0000;;13.4;;0.2;0.8;9.96;86;1;
83942;04/08/2002;1200;0;;8.2;;;;;;
83942;05/08/2002;0000;;15.6;;7.7;1;10.28;82.75;1.333333;
83942;05/08/2002;1200;0;;7;;;;;;
83942;06/08/2002;0000;;17.4;;2.7;1.1;11.92;97;0.333333;
83942;06/08/2002;1200;0;;9.4;;;;;;
83942;07/08/2002;0000;;25.6;15.4;7;0.6;17.72;85.75;0.333333;
83942;07/08/2002;1200;0.3;;10.4;;;;;;
