ID,ano,mes,dia,Precipitacao,TempMedia,TempMaxima,TempMinima,URMedia
4200,1972.0,7.0,2.0,0.0,19.56,23.6,16.8,72.0
4201,1972.0,7.0,3.0,0.0,14.88,21.7,12.0,85.25
4202,1972.0,7.0,4.0,0.2,8.58,12.0,7.0,99.0
4203,1972.0,7.0,5.0,14.8,10.02,15.0,4.1,89.5
4204,1972.0,7.0,6.0,0.0,14.8,17.4,12.0,86.0
4205,1972.0,7.0,7.0,29.0,10.02,15.8,6.4,93.75
4206,1972.0,7.0,8.0,33.3,2.24,6.4,1.0,79.25
4207,1972.0,7.0,9.0,0.3,4.1,9.3,-1.2,67.75
4208,1972.0,7.0,10.0,0.0,5.8,9.7,2.7,77.25
4209,1972.0,7.0,11.0,0.0,8.42,14.6,2.5,66.5
4210,1972.0,7.0,12.0,0.0,10.8,15.8,7.1,66.25
4211,1972.0,7.0,13.0,1.0,4.6,10.8,2.3,75.25
4212,1972.0,7.0,14.0,0.0,7.52,15.7,1.2,69.0
4213,1972.0,7.0,15.0,0.0,12.54,16.0,8.7,89.5
4214,1972.0,7.0,16.0,3.3,9.4,13.6,8.0,92.5
4215,1972.0,7.0,17.0,4.2,9.6,12.3,5.5,96.5
4216,1972.0,7.0,18.0,15.2,14.84,16.3,12.3,93.5
4217,1972.0,7.0,19.0,91.2,17.86,22.4,14.3,74.5
4218,1972.0,7.0,20.0,0.0,18.26,20.2,16.5,75.5
4219,1972.0,7.0,21.0,0.0,19.28,22.6,15.6,64.25
4220,1972.0,7.0,22.0,6.4,9.28,21.0,6.0,91.0
4221,1972.0,7.0,23.0,5.3,8.6,14.6,2.8,76.5
4222,1972.0,7.0,24.0,0.0,12.5,17.7,7.2,68.75
4223,1972.0,7.0,25.0,0.0,14.06,19.6,10.7,76.5
4224,1972.0,7.0,26.0,2.8,11.6,14.2,10.8,91.5
4225,1972.0,7.0,27.0,0.0,14.94,20.5,9.8,69.75
4226,1972.0,7.0,28.0,0.0,17.76,23.4,12.9,77.25
4227,1972.0,7.0,29.0,0.0,17.98,22.8,15.3,87.0
4228,1972.0,7.0,30.0,0.0,16.52,22.3,13.5,78.5
4229,1972.0,7.0,31.0,0.0,15.64,21.3,12.8,68.75
4230,1972.0,8.0,1.0,0.0,18.28,24.6,12.5,65.5
4231,1972.0,8.0,2.0,0.0,18.86,20.2,17.6,66.75
4232,1972.0,8.0,3.0,35.4,7.2,18.9,3.6,98.5
4233,1972.0,8.0,4.0,32.5,1.18,4.5,-2.0,67.25
4234,1972.0,8.0,5.0,0.0,6.94,11.7,1.2,67.25
4235,1972.0,8.0,6.0,0.0,9.16,13.7,6.5,83.5
4236,1972.0,8.0,7.0,0.0,10.24,15.3,5.7,87.5
4237,1972.0,8.0,8.0,0.0,11.6,16.2,7.8,87.5
4238,1972.0,8.0,9.0,0.0,14.38,21.2,8.7,52.5
4239,1972.0,8.0,10.0,0.0,14.5,19.2,12.1,86.0
4240,1972.0,8.0,11.0,35.4,15.4,19.7,12.9,91.5
4241,1972.0,8.0,12.0,39.7,13.9,16.3,12.8,93.75
4242,1972.0,8.0,13.0,7.3,11.24,13.6,10.2,89.25
4243,1972.0,8.0,14.0,0.0,12.08,18.7,7.0,75.25
4244,1972.0,8.0,15.0,0.0,13.7,21.2,9.3,59.0
4245,1972.0,8.0,16.0,0.0,15.16,22.1,9.7,60.0
4246,1972.0,8.0,17.0,0.0,16.84,22.6,12.0,69.5
4247,1972.0,8.0,18.0,0.0,17.84,23.6,14.3,72.5
4248,1972.0,8.0,19.0,0.0,16.36,18.9,15.0,83.0
4249,1972.0,8.0,20.0,10.5,15.16,15.9,14.7,94.25
4250,1972.0,8.0,21.0,26.0,14.06,14.9,13.6,95.75
4251,1972.0,8.0,22.0,28.7,9.7,13.6,8.5,94.0
4252,1972.0,8.0,23.0,0.0,9.18,15.1,5.8,83.25
4253,1972.0,8.0,24.0,0.0,11.96,16.5,7.9,73.0
4254,1972.0,8.0,25.0,18.8,14.06,15.2,12.9,90.0
4255,1972.0,8.0,26.0,14.9,14.8,17.1,12.5,89.5
4256,1972.0,8.0,27.0,20.8,15.4,16.3,14.5,96.25
4257,1972.0,8.0,28.0,23.7,10.58,15.4,8.3,88.0
4258,1972.0,8.0,29.0,3.5,8.72,12.3,6.5,78.5
4259,1972.0,8.0,30.0,7.5,3.74,8.8,1.7,87.0
4260,1972.0,8.0,31.0,1.3,3.12,6.8,0.0,79.25
4261,1972.0,9.0,1.0,0.0,5.54,11.2,0.7,56.75
4262,1972.0,9.0,2.0,0.0,5.44,11.0,2.0,56.25
4263,1972.0,9.0,3.0,0.0,10.9,18.0,3.5,57.5
4264,1972.0,9.0,4.0,0.0,14.66,21.8,8.1,60.0
4265,1972.0,9.0,5.0,5.6,13.74,16.3,11.6,87.0
4266,1972.0,9.0,6.0,34.5,17.38,21.7,13.8,72.25
4267,1972.0,9.0,7.0,3.9,21.46,27.0,16.3,67.5
4268,1972.0,9.0,8.0,5.5,19.48,26.3,16.8,89.5
4269,1972.0,9.0,9.0,41.4,16.82,19.1,15.2,94.25
4270,1972.0,9.0,10.0,29.2,12.8,17.2,11.4,81.75
4271,1972.0,9.0,11.0,0.0,13.72,19.4,8.8,67.5
4272,1972.0,9.0,12.0,0.0,12.78,17.2,10.5,86.5
4273,1972.0,9.0,13.0,0.0,13.82,18.6,7.0,76.75
4274,1972.0,9.0,14.0,0.0,16.4,21.3,13.1,71.0
4275,1972.0,9.0,15.0,0.0,16.42,22.1,12.0,70.25
4276,1972.0,9.0,16.0,0.0,17.9,23.2,14.1,66.75
4277,1972.0,9.0,17.0,16.3,15.54,20.5,13.8,96.5
4278,1972.0,9.0,18.0,31.3,17.78,23.6,13.1,88.5
4279,1972.0,9.0,19.0,51.6,16.92,21.7,15.1,92.0
4280,1972.0,9.0,20.0,29.1,11.1,16.2,7.9,97.0
4281,1972.0,9.0,21.0,9.3,8.46,12.4,6.7,85.25
4282,1972.0,9.0,22.0,0.0,11.72,17.9,6.5,66.5
4283,1972.0,9.0,23.0,0.0,13.64,21.3,6.7,66.75
4284,1972.0,9.0,24.0,0.0,14.82,20.7,8.7,66.5
4285,1972.0,9.0,25.0,0.0,18.08,23.2,13.4,65.25
4286,1972.0,9.0,26.0,0.0,17.8,20.8,16.0,85.25
4287,1972.0,9.0,27.0,19.6,11.42,16.5,9.0,97.5
4288,1972.0,9.0,28.0,2.1,11.12,15.8,6.2,65.0
4289,1972.0,9.0,29.0,0.0,13.52,19.7,8.7,71.5
4290,1972.0,9.0,30.0,0.0,15.98,21.6,10.5,62.25
4291,1972.0,10.0,1.0,0.0,18.36,24.1,13.5,59.0
4292,1972.0,10.0,2.0,0.0,16.8,23.7,13.0,79.5
4293,1972.0,10.0,3.0,16.5,8.78,15.5,6.8,74.75
4294,1972.0,10.0,4.0,0.0,9.38,15.1,5.0,56.0
4295,1972.0,10.0,5.0,0.0,6.68,12.3,3.5,64.75
4296,1972.0,10.0,6.0,0.0,9.48,16.3,3.5,81.5
4297,1972.0,10.0,7.0,2.1,5.5,9.4,4.4,83.75
4298,1972.0,10.0,8.0,0.0,10.32,18.8,3.3,68.75
4299,1972.0,10.0,9.0,0.0,11.94,13.8,9.5,92.0
4300,1972.0,10.0,10.0,0.6,10.8,15.3,9.3,81.5
4301,1972.0,10.0,11.0,0.0,9.64,14.5,6.0,66.0
4302,1972.0,10.0,12.0,0.0,11.92,17.4,6.3,50.75
4303,1972.0,10.0,13.0,0.0,14.38,21.8,8.5,68.75
4304,1972.0,10.0,14.0,0.0,13.8,15.7,12.5,80.25
4305,1972.0,10.0,15.0,39.6,13.08,16.3,11.6,81.75
4306,1972.0,10.0,16.0,0.0,13.64,19.9,8.4,71.5
4307,1972.0,10.0,17.0,0.0,16.54,22.7,11.0,59.5
4308,1972.0,10.0,18.0,0.0,17.74,24.2,11.0,64.5
4309,1972.0,10.0,19.0,0.0,20.38,27.1,14.2,61.5
4310,1972.0,10.0,20.0,0.0,18.88,24.5,16.5,80.0
4311,1972.0,10.0,21.0,0.0,20.32,22.7,17.9,76.0
4312,1972.0,10.0,22.0,0.0,18.2,23.7,15.7,90.75
4313,1972.0,10.0,23.0,12.9,18.68,23.4,13.4,91.0
4314,1972.0,10.0,24.0,29.8,18.14,20.2,17.4,95.0
4315,1972.0,10.0,25.0,4.9,19.06,24.3,16.0,84.25
4316,1972.0,10.0,26.0,3.4,20.22,23.8,17.9,79.25
4317,1972.0,10.0,27.0,8.6,17.82,24.4,13.5,92.0
4318,1972.0,10.0,28.0,27.6,9.6,13.5,8.1,95.75
4319,1972.0,10.0,29.0,20.5,12.62,14.1,9.0,96.25
4320,1972.0,10.0,30.0,4.4,14.36,16.3,12.7,89.5
4321,1972.0,10.0,31.0,0.2,17.76,24.4,13.6,74.25
4322,1972.0,11.0,1.0,0.0,14.6,19.1,11.6,92.25
4323,1972.0,11.0,2.0,13.8,11.42,15.3,8.7,81.75
4324,1972.0,11.0,3.0,0.0,14.64,20.4,7.6,73.0
4325,1972.0,11.0,4.0,0.0,17.32,23.5,10.9,68.0
4326,1972.0,11.0,5.0,0.0,13.48,18.2,11.8,83.0
4327,1972.0,11.0,6.0,0.0,14.48,22.7,5.3,73.0
4328,1972.0,11.0,7.0,0.0,17.64,22.2,13.7,89.5
4329,1972.0,11.0,8.0,16.9,17.54,19.1,16.8,98.25
4330,1972.0,11.0,9.0,0.7,19.06,25.7,15.3,72.0
4331,1972.0,11.0,10.0,0.0,17.48,22.0,15.7,85.75
4332,1972.0,11.0,11.0,26.9,18.46,22.0,15.5,92.0
4333,1972.0,11.0,12.0,0.0,18.5,23.7,14.6,75.5
4334,1972.0,11.0,13.0,7.5,16.12,18.3,14.7,95.0
4335,1972.0,11.0,14.0,19.6,14.54,16.4,13.7,97.75
4336,1972.0,11.0,15.0,0.7,17.74,23.0,13.6,89.75
4337,1972.0,11.0,16.0,7.3,18.62,21.7,15.9,90.25
4338,1972.0,11.0,17.0,4.8,19.28,23.8,17.2,93.0
4339,1972.0,11.0,18.0,53.2,16.08,17.8,15.0,94.25
4340,1972.0,11.0,19.0,1.6,14.54,19.4,10.9,81.25
4341,1972.0,11.0,20.0,0.0,15.94,20.2,11.4,68.25
4342,1972.0,11.0,21.0,0.0,14.06,19.8,10.1,48.5
4343,1972.0,11.0,22.0,0.0,15.26,21.6,9.5,68.75
4344,1972.0,11.0,23.0,0.0,18.38,25.3,12.2,76.5
4345,1972.0,11.0,24.0,0.0,20.44,24.7,16.4,77.5
4346,1972.0,11.0,25.0,4.2,17.8,22.8,15.6,81.25
4347,1972.0,11.0,26.0,14.5,16.72,20.3,13.7,90.25
4348,1972.0,11.0,27.0,0.8,19.66,24.2,15.3,72.75
4349,1972.0,11.0,28.0,0.0,20.1,27.4,16.3,76.5
4350,1972.0,11.0,29.0,8.2,18.28,20.9,16.8,93.0
4351,1972.0,11.0,30.0,19.2,15.46,17.7,14.3,98.5
4352,1972.0,12.0,1.0,23.5,17.56,21.2,14.4,97.0
4353,1972.0,12.0,2.0,34.9,20.12,24.0,17.2,92.25
4354,1972.0,12.0,3.0,1.2,19.94,24.3,18.0,88.75
4355,1972.0,12.0,4.0,31.6,20.8,25.2,18.0,88.0
4356,1972.0,12.0,5.0,0.0,19.94,24.8,17.4,74.75
4357,1972.0,12.0,6.0,0.0,16.4,21.8,14.0,71.25
4358,1972.0,12.0,7.0,0.0,16.28,21.8,12.2,74.25
4359,1972.0,12.0,8.0,0.0,17.36,22.8,13.0,78.75
4360,1972.0,12.0,9.0,1.5,20.22,25.5,15.3,79.75
4361,1972.0,12.0,10.0,0.0,20.24,25.8,18.2,70.75
4362,1972.0,12.0,11.0,0.0,16.16,21.2,14.0,78.75
4363,1972.0,12.0,12.0,0.0,13.14,17.4,10.9,79.75
4364,1972.0,12.0,13.0,0.3,15.46,20.0,11.9,85.75
4365,1972.0,12.0,14.0,0.0,17.66,25.2,11.0,70.0
4366,1972.0,12.0,15.0,0.0,19.68,26.8,13.2,58.75
4367,1972.0,12.0,16.0,0.0,22.16,27.8,17.2,60.25
4368,1972.0,12.0,17.0,0.0,22.52,28.3,19.9,69.0
4369,1972.0,12.0,18.0,0.0,21.02,26.8,16.5,78.5
4370,1972.0,12.0,19.0,0.0,19.24,25.7,15.2,70.25
4371,1972.0,12.0,20.0,0.0,18.98,26.3,15.2,69.5
4372,1972.0,12.0,21.0,0.0,19.72,26.3,15.6,65.25
4373,1972.0,12.0,22.0,0.0,20.76,26.8,14.9,52.75
4374,1972.0,12.0,23.0,0.0,,,16.5,
4375,,,,0.0,,,,
4376,,,,16.3,,,,
4377,1972.0,12.0,26.0,0.0,,26.3,12.5,
4378,1972.0,12.0,27.0,0.0,23.0,29.3,16.0,54.25
4379,1972.0,12.0,28.0,0.0,25.18,32.3,19.8,49.25
4380,1972.0,12.0,29.0,0.0,21.98,27.4,19.1,88.25
4381,1972.0,12.0,30.0,15.9,19.28,24.9,15.5,70.0
4382,1972.0,12.0,31.0,0.0,21.36,26.2,16.0,58.0
4383,1973.0,1.0,1.0,0.0,17.66,22.25,7.6,83.5
4384,1973.0,1.0,2.0,0.0,23.66,25.25,18.4,63.0
4385,1973.0,1.0,3.0,0.0,24.14,27.2,20.4,53.75
4386,1973.0,1.0,4.0,4.5,19.74,24.1,20.15,88.0
4387,1973.0,1.0,5.0,10.5,21.94,24.0,18.15,84.75
4388,1973.0,1.0,6.0,1.2,19.82,23.9,14.75,74.25
4389,1973.0,1.0,7.0,0.0,19.86,25.25,12.700000000000001,84.75
4390,1973.0,1.0,8.0,69.4,17.04,19.35,16.05,89.5
4391,1973.0,1.0,9.0,4.0,19.46,21.1,14.9,89.5
4392,1973.0,1.0,10.0,0.1,19.4,25.6,13.4,83.75
4393,1973.0,1.0,11.0,13.5,20.92,22.85,18.5,88.0
4394,1973.0,1.0,12.0,4.1,22.56,26.9,19.6,84.5
4395,1973.0,1.0,13.0,20.2,22.46,26.55,15.0,77.0
4396,1973.0,1.0,14.0,62.5,21.86,26.35,21.200000000000003,90.5
4397,1973.0,1.0,15.0,6.5,17.02,19.0,17.45,98.25
4398,1973.0,1.0,16.0,1.4,18.52,21.2,15.25,82.75
4399,1973.0,1.0,17.0,0.0,20.3,21.9,16.15,79.5
4400,1973.0,1.0,18.0,0.0,21.28,24.9,16.5,72.5
4401,1973.0,1.0,19.0,0.0,18.76,25.65,12.8,77.25
4402,1973.0,1.0,20.0,4.2,15.36,21.35,12.1,95.0
4403,1973.0,1.0,21.0,16.4,15.46,22.85,12.0,96.5
4404,1973.0,1.0,22.0,8.6,21.82,23.8,19.95,80.25
4405,1973.0,1.0,23.0,0.0,23.12,24.5,19.65,76.5
4406,1973.0,1.0,24.0,0.0,20.86,24.25,19.95,91.0
4407,1973.0,1.0,25.0,22.1,15.5,19.5,13.899999999999999,74.75
4408,1973.0,1.0,26.0,0.0,18.12,21.15,13.35,71.5
4409,1973.0,1.0,27.0,0.0,22.04,23.200000000000003,15.9,67.75
4410,1973.0,1.0,28.0,0.0,22.04,25.25,19.1,80.0
4411,1973.0,1.0,29.0,0.0,20.9,23.15,19.95,72.5
4412,1973.0,1.0,30.0,0.5,19.4,22.45,18.45,75.5
4413,1973.0,1.0,31.0,0.0,22.16,23.6,16.55,70.5
4414,1973.0,2.0,1.0,0.0,22.9,26.450000000000003,18.799999999999997,77.75
4415,1973.0,2.0,2.0,0.0,24.18,26.450000000000003,22.4,68.5
4416,1973.0,2.0,3.0,0.0,23.56,28.049999999999997,20.35,77.5
4417,1973.0,2.0,4.0,15.7,17.86,22.6,19.049999999999997,96.5
4418,1973.0,2.0,5.0,5.6,18.0,19.200000000000003,15.45,91.0
4419,1973.0,2.0,6.0,0.0,20.24,23.0,16.1,77.5
4420,1973.0,2.0,7.0,0.0,22.78,24.1,17.9,65.75
4421,1973.0,2.0,8.0,0.0,22.52,26.6,19.3,80.25
4422,1973.0,2.0,9.0,16.4,24.16,25.799999999999997,20.25,79.5
4423,1973.0,2.0,10.0,1.2,24.6,27.7,23.049999999999997,81.75
4424,1973.0,2.0,11.0,18.0,20.4,23.9,20.95,95.75
4425,1973.0,2.0,12.0,8.0,19.82,21.700000000000003,18.4,89.75
4426,1973.0,2.0,13.0,0.7,18.9,20.8,18.1,77.0
4427,1973.0,2.0,14.0,18.2,15.92,18.0,16.0,97.5
4428,1973.0,2.0,15.0,17.0,15.62,15.95,15.25,98.5
4429,1973.0,2.0,16.0,7.2,17.36,18.15,16.8,92.25
4430,1973.0,2.0,17.0,0.0,20.36,22.6,13.3,86.5
4431,1973.0,2.0,18.0,0.0,20.82,23.0,18.35,84.0
4432,1973.0,2.0,19.0,0.0,22.16,24.5,19.549999999999997,77.0
4433,1973.0,2.0,20.0,11.5,22.78,25.35,20.25,78.5
4434,1973.0,2.0,21.0,10.0,20.86,24.35,18.65,85.25
4435,1973.0,2.0,22.0,0.3,24.36,26.9,18.6,79.25
4436,1973.0,2.0,23.0,8.6,24.76,27.7,20.8,73.5
4437,1973.0,2.0,24.0,0.0,25.92,28.35,21.45,61.25
4438,1973.0,2.0,25.0,0.0,20.44,26.5,21.5,98.5
4439,1973.0,2.0,26.0,0.6,18.18,18.95,17.55,99.0
4440,1973.0,2.0,27.0,0.2,21.88,25.9,18.0,89.5
4441,1973.0,2.0,28.0,0.0,23.34,25.25,20.2,86.75
4442,1973.0,3.0,1.0,0.4,23.3,28.2,21.1,79.0
4443,1973.0,3.0,2.0,7.5,20.72,23.6,19.9,92.75
4444,1973.0,3.0,3.0,7.3,20.4,25.3,18.0,88.0
4445,1973.0,3.0,4.0,0.0,18.46,21.8,16.5,85.25
4446,1973.0,3.0,5.0,0.0,16.78,21.7,14.0,76.5
4447,1973.0,3.0,6.0,0.0,17.66,23.1,13.0,81.25
4448,1973.0,3.0,7.0,0.0,18.08,22.6,15.0,90.5
4449,1973.0,3.0,8.0,0.5,14.66,17.0,13.3,97.75
4450,1973.0,3.0,9.0,36.9,14.62,18.2,11.8,93.5
4451,1973.0,3.0,10.0,0.0,15.62,20.2,12.3,87.75
4452,1973.0,3.0,11.0,0.1,16.26,20.9,13.4,83.25
4453,1973.0,3.0,12.0,0.0,17.26,22.7,12.5,82.25
4454,1973.0,3.0,13.0,0.0,18.92,24.7,14.5,74.75
4455,1973.0,3.0,14.0,0.0,19.68,25.9,14.5,69.75
4456,1973.0,3.0,15.0,0.0,20.28,26.0,15.8,66.5
4457,1973.0,3.0,16.0,0.0,21.2,27.4,17.0,67.0
4458,1973.0,3.0,17.0,0.0,20.72,26.4,16.7,67.25
4459,1973.0,3.0,18.0,0.0,21.04,26.7,17.0,83.25
4460,1973.0,3.0,19.0,5.8,20.5,23.6,19.0,93.25
4461,1973.0,3.0,20.0,10.4,19.74,23.5,18.2,88.25
4462,1973.0,3.0,21.0,0.0,18.94,23.3,16.0,89.25
4463,1973.0,3.0,22.0,0.0,18.76,22.5,16.3,86.0
4464,1973.0,3.0,23.0,0.0,18.8,22.9,15.9,81.75
4465,1973.0,3.0,24.0,0.0,19.12,24.0,15.6,72.75
4466,1973.0,3.0,25.0,0.0,19.1,24.7,14.2,72.5
4467,1973.0,3.0,26.0,0.0,19.52,25.8,15.6,69.0
4468,1973.0,3.0,27.0,0.0,17.64,21.3,15.4,88.75
4469,1973.0,3.0,28.0,0.0,16.24,21.2,12.7,72.75
4470,1973.0,3.0,29.0,0.0,18.06,25.2,12.5,73.75
4471,1973.0,3.0,30.0,0.0,20.46,26.4,15.5,62.5
4472,1973.0,3.0,31.0,0.0,20.6,26.3,17.6,79.0
4473,1973.0,4.0,1.0,3.7,21.36,27.6,18.1,75.5
4474,1973.0,4.0,2.0,0.0,22.0,28.2,18.0,76.5
4475,1973.0,4.0,3.0,0.0,23.24,30.0,19.5,75.25
4476,1973.0,4.0,4.0,15.2,22.48,29.5,19.7,88.0
4477,1973.0,4.0,5.0,6.2,21.42,24.4,19.3,92.75
4478,1973.0,4.0,6.0,0.0,23.44,28.2,19.8,72.25
4479,1973.0,4.0,7.0,0.0,18.88,24.0,15.6,93.75
4480,1973.0,4.0,8.0,11.5,15.08,17.8,12.5,98.5
4481,1973.0,4.0,9.0,0.0,15.74,20.6,13.4,90.0
4482,1973.0,4.0,10.0,0.0,17.38,23.2,14.1,74.25
4483,1973.0,4.0,11.0,0.0,18.52,25.4,13.8,72.75
4484,1973.0,4.0,12.0,0.0,18.76,24.8,14.8,79.75
4485,1973.0,4.0,13.0,0.0,18.08,23.8,15.0,86.25
4486,1973.0,4.0,14.0,0.1,17.64,25.0,12.8,83.0
4487,1973.0,4.0,15.0,0.0,19.3,24.5,16.9,87.0
4488,1973.0,4.0,16.0,3.7,17.0,20.4,15.9,93.0
4489,1973.0,4.0,17.0,0.1,14.78,17.5,12.8,92.25
4490,1973.0,4.0,18.0,16.0,13.68,15.8,13.0,97.75
4491,1973.0,4.0,19.0,18.8,14.58,18.7,11.4,93.25
4492,1973.0,4.0,20.0,0.0,18.34,23.8,14.8,87.25
4493,1973.0,4.0,21.0,0.0,18.1,23.2,15.1,87.0
4494,1973.0,4.0,22.0,0.0,19.06,25.2,15.9,72.75
4495,1973.0,4.0,23.0,0.0,19.42,24.3,15.7,78.5
4496,1973.0,4.0,24.0,0.0,20.74,23.5,17.8,80.75
4497,1973.0,4.0,25.0,42.8,17.74,21.9,16.3,95.0
4498,1973.0,4.0,26.0,16.3,16.28,21.3,14.7,70.75
4499,1973.0,4.0,27.0,0.1,14.44,21.0,9.4,78.0
4500,1973.0,4.0,28.0,0.0,16.86,23.9,13.5,84.5
4501,1973.0,4.0,29.0,1.0,16.56,19.2,14.7,94.25
4502,1973.0,4.0,30.0,0.5,18.22,20.5,16.3,87.5
4503,1973.0,5.0,1.0,3.2,18.82,22.7,16.8,90.75
4504,1973.0,5.0,2.0,79.9,12.72,18.0,9.8,99.0
4505,1973.0,5.0,3.0,21.1,10.28,12.4,8.6,98.75
4506,1973.0,5.0,4.0,0.9,13.56,18.5,10.0,85.25
4507,1973.0,5.0,5.0,0.1,14.46,16.1,13.6,91.5
4508,1973.0,5.0,6.0,5.5,15.5,18.4,13.7,93.5
4509,1973.0,5.0,7.0,0.0,14.08,16.8,12.8,89.0
4510,1973.0,5.0,8.0,0.0,15.08,19.2,10.8,69.25
4511,1973.0,5.0,9.0,0.5,14.96,17.9,13.3,91.5
4512,1973.0,5.0,10.0,3.7,10.48,14.9,9.2,84.0
4513,1973.0,5.0,11.0,0.0,7.1,10.8,4.9,77.5
4514,1973.0,5.0,12.0,0.5,6.42,8.8,4.4,85.25
4515,1973.0,5.0,13.0,0.4,7.86,11.5,4.3,84.25
4516,1973.0,5.0,14.0,0.8,9.5,10.8,7.9,94.75
4517,1973.0,5.0,15.0,0.8,12.24,17.6,8.0,66.5
4518,1973.0,5.0,16.0,0.0,12.52,17.3,8.4,62.75
4519,1973.0,5.0,17.0,0.0,12.6,17.8,8.6,73.25
4520,1973.0,5.0,18.0,0.0,12.84,19.2,8.2,77.75
4521,1973.0,5.0,19.0,4.6,15.64,20.2,12.2,77.75
4522,1973.0,5.0,20.0,3.4,17.12,21.8,15.0,84.5
4523,1973.0,5.0,21.0,36.6,12.78,15.0,11.8,98.25
4524,1973.0,5.0,22.0,1.0,9.82,13.2,8.9,83.25
4525,1973.0,5.0,23.0,0.0,12.4,18.2,6.6,76.75
4526,1973.0,5.0,24.0,0.0,15.22,20.2,11.7,82.0
4527,1973.0,5.0,25.0,0.0,16.22,20.3,14.0,90.0
4528,1973.0,5.0,26.0,0.0,17.64,21.9,15.9,86.5
4529,1973.0,5.0,27.0,0.0,19.42,24.6,15.4,81.75
4530,1973.0,5.0,28.0,0.0,20.3,26.4,17.5,81.5
4531,1973.0,5.0,29.0,0.1,19.04,24.6,15.8,75.75
4532,1973.0,5.0,30.0,0.2,17.78,22.7,15.8,81.0
4533,1973.0,5.0,31.0,0.2,15.58,17.3,15.0,94.5
4534,1973.0,6.0,1.0,0.3,16.24,18.25,13.3,91.0
4535,1973.0,6.0,2.0,0.0,16.96,18.25,13.95,83.75
4536,1973.0,6.0,3.0,0.0,16.54,18.65,14.6,75.25
4537,1973.0,6.0,4.0,0.0,16.68,19.35,14.1,76.75
4538,1973.0,6.0,5.0,0.0,17.24,19.55,16.549999999999997,79.0
4539,1973.0,6.0,6.0,1.7,18.24,19.65,16.049999999999997,91.25
4540,1973.0,6.0,7.0,15.5,18.6,18.6,17.2,93.5
4541,1973.0,6.0,8.0,1.8,19.62,20.95,17.549999999999997,76.5
4542,1973.0,6.0,9.0,3.7,16.92,20.2,16.95,79.75
4543,1973.0,6.0,10.0,2.1,12.6,16.2,13.7,94.5
4544,1973.0,6.0,11.0,0.2,14.32,16.1,12.9,87.25
4545,1973.0,6.0,12.0,0.3,14.28,17.5,11.15,86.75
4546,1973.0,6.0,13.0,0.0,13.94,15.5,11.9,95.0
4547,1973.0,6.0,14.0,1.7,9.14,14.15,10.65,85.5
4548,1973.0,6.0,15.0,0.0,12.72,13.8,7.2,87.5
4549,1973.0,6.0,16.0,0.0,16.92,18.65,9.85,73.5
4550,1973.0,6.0,17.0,0.0,12.12,18.4,11.25,97.5
4551,1973.0,6.0,18.0,39.5,6.32,9.149999999999999,7.15,67.25
4552,1973.0,6.0,19.0,0.0,4.26,8.3,2.85,69.25
4553,1973.0,6.0,20.0,0.0,9.88,16.3,2.45,72.0
4554,1973.0,6.0,21.0,0.0,12.78,14.5,8.649999999999999,55.75
4555,1973.0,6.0,22.0,0.0,15.78,16.95,11.3,58.25
4556,1973.0,6.0,23.0,19.6,15.2,17.0,14.1,93.0
4557,1973.0,6.0,24.0,21.2,14.56,15.649999999999999,14.0,96.0
4558,1973.0,6.0,25.0,9.6,9.76,15.0,10.6,97.25
4559,1973.0,6.0,26.0,9.1,9.2,10.7,7.6,88.0
4560,1973.0,6.0,27.0,14.0,6.64,9.0,6.7,86.75
4561,1973.0,6.0,28.0,0.0,5.32,9.7,4.2,69.0
4562,1973.0,6.0,29.0,0.0,9.52,15.8,3.3499999999999996,52.5
4563,1973.0,6.0,30.0,0.0,15.56,18.4,7.65,64.25
4564,1973.0,7.0,1.0,19.8,9.36,17.4,3.6999999999999997,96.5
4565,1973.0,7.0,2.0,3.7,7.64,9.4,5.9,98.5
4566,1973.0,7.0,3.0,0.3,11.7,13.350000000000001,7.1,84.75
4567,1973.0,7.0,4.0,0.0,13.82,15.600000000000001,9.8,75.5
4568,1973.0,7.0,5.0,0.0,14.4,16.95,10.45,70.0
4569,1973.0,7.0,6.0,0.0,15.76,17.65,12.2,59.25
4570,1973.0,7.0,7.0,0.0,15.88,17.85,13.45,71.5
4571,1973.0,7.0,8.0,7.9,19.52,21.15,14.2,70.25
4572,1973.0,7.0,9.0,0.0,21.24,22.95,17.1,59.0
4573,1973.0,7.0,10.0,0.0,17.86,23.25,15.6,77.5
4574,1973.0,7.0,11.0,0.0,20.26,22.549999999999997,15.05,60.0
4575,1973.0,7.0,12.0,0.0,17.98,21.45,17.1,60.5
4576,1973.0,7.0,13.0,0.0,18.22,20.6,13.35,60.5
4577,1973.0,7.0,14.0,0.0,13.22,18.0,13.45,97.75
4578,1973.0,7.0,15.0,22.8,13.92,14.3,12.1,95.5
4579,1973.0,7.0,16.0,7.1,13.02,14.85,12.7,92.0
4580,1973.0,7.0,17.0,13.4,6.0,12.0,8.2,84.75
4581,1973.0,7.0,18.0,0.0,4.06,9.7,3.1,80.75
4582,1973.0,7.0,19.0,0.0,4.68,10.4,1.3,88.75
4583,1973.0,7.0,20.0,0.0,9.88,10.600000000000001,3.4,94.0
4584,1973.0,7.0,21.0,31.7,11.32,12.1,6.4,95.5
4585,1973.0,7.0,22.0,53.2,8.8,11.1,8.9,99.0
