"TOA5","IFSC","CR1000","51712","CR1000.Std.25","CPU:IFSCmaio2013-V1.CR1","45149","IFSC60"
"TIMESTAMP","RECORD","Temp_ar_Max","Temp_ar_Min","Umid_ar_Max","Umid_ar_Min","Pressao","Precipitacao_Tot","Vel_WVc(1)","Vel_WVc(2)","Vel_WVc(3)","batt_volt_Min"
"TS","RN","","","","","","","","","",""
"","","Max","Min","Max","Min","Smp","Tot","WVc","WVc","WVc","Min"
"2013-05-24 23:00:00",0,19.94,13.68,107.2,98.6,1019.016,0,0.841,52.39,15.78,13.53
"2013-05-25 00:00:00",1,14.02,13,111,106.3,1018.77,0,0.605,42.02,15.63,13.55
"2013-05-25 01:00:00",2,13.28,12.06,116.2,110.7,1018.361,0,0.008,45.9,1.351,13.55
"2013-05-25 02:00:00",3,12.33,11.25,117.1,115.4,1018.406,0,0,0,0,13.56
"2013-05-25 03:00:00",4,11.52,10.84,120.6,116,1018.421,0,0,0,0,13.56
"2013-05-25 04:00:00",5,11.19,10.44,121.2,119.3,1018.18,0,0.155,129.6,10.14,13.56
"2013-05-25 05:00:00",6,10.91,10.16,121.6,116.7,1018.308,0,0.382,164.2,20.06,13.57
"2013-05-25 06:00:00",7,10.71,9.69,117.7,115,1018.959,0,0.029,149.3,0.936,13.57
"2013-05-25 07:00:00",8,10.17,9.69,116.9,114.7,1019.349,0,0.042,158.2,4.462,13.57
"2013-05-25 08:00:00",9,9.97,9.28,119.7,115.5,1020.459,0,0,0,0,13.58
"2013-05-25 09:00:00",10,12.04,9.35,119.7,97.6,1020.952,0,0,0,0,13.57
"2013-05-25 10:00:00",11,14.97,11.9,97.9,74.67,1021.644,0,0.248,227.2,12.9,13.57
"2013-05-25 11:00:00",12,16.56,14.62,77.92,69.94,1021.423,0,0.81,241.7,53.22,13.56
"2013-05-25 12:00:00",13,17.24,15.82,74.58,66.95,1020.677,0,0.943,237,37.47,13.55
"2013-05-25 13:00:00",14,18.03,16.17,75.9,67.47,1020.073,0,0.955,202.6,46.44,13.55
"2013-05-25 14:00:00",15,18.23,16.65,75.26,66.72,1019.679,0,1.851,207.8,46.52,13.56
"2013-05-25 15:00:00",16,17.35,16.39,77.46,70.45,1019.375,0,2.735,209.4,22.22,13.55
"2013-05-25 16:00:00",17,17.07,15.78,72.42,67.53,1019.308,0,2.725,235.8,25.62,13.56
"2013-05-25 17:00:00",18,16.05,15.28,75.1,71.31,1019.106,0,2.136,230.2,26.99,13.57
"2013-05-25 18:00:00",19,15.55,14.82,77.27,72.75,1019.499,0,1.382,151.2,40.59,13.57
"2013-05-25 19:00:00",20,15.24,14.82,77.33,72.11,1019.947,0,1.293,160,30.8,13.57
"2013-05-25 20:00:00",21,15.38,14.97,75.73,72.86,1020.643,0,0.981,227.5,39.44,13.58
"2013-05-25 21:00:00",22,15.38,15.04,78.18,74.37,1021.144,0,0.892,224.5,26,13.59
"2013-05-25 22:00:00",23,15.38,14.84,82,77.9,1021.394,0,0.632,179.9,29.24,13.59
"2013-05-25 23:00:00",24,15.32,14.5,87.3,78.45,1021.645,0,0.533,142.5,13.75,13.59
"2013-05-26 00:00:00",25,14.98,14.09,90,83.8,1021.4,0,0.564,131.6,12.97,13.6
"2013-05-26 01:00:00",26,14.7,14.09,90.2,85.3,1021.27,0,0.527,114.4,11.63,13.6
"2013-05-26 02:00:00",27,14.84,14.36,87.2,83.4,1020.905,0,0.917,144.5,14.09,13.6
"2013-05-26 03:00:00",28,14.84,13.89,94.4,83.4,1020.302,0,1.179,158.3,13.77,13.6
"2013-05-26 04:00:00",29,14.16,12.68,107.9,94.4,1020.41,0,0.655,134.1,24.46,13.59
"2013-05-26 05:00:00",30,13.09,11.66,110.1,106,1019.933,0,0.49,113.3,16.7,13.6
"2013-05-26 06:00:00",31,11.93,11.05,111.9,108.7,1020.231,0,0.226,120.6,13.05,13.6
"2013-05-26 07:00:00",32,11.74,11.06,112.8,110.8,1020.858,0,0.1,120.3,9.99,13.6
"2013-05-26 08:00:00",33,12.14,11.05,113.3,107.6,1021.417,0,0.501,119.4,16.45,13.6
"2013-05-26 09:00:00",34,14.95,11.86,110.4,79.03,1021.601,0,0.221,80.9,13.44,13.61
"2013-05-26 10:00:00",35,16.39,14.67,79.51,69.5,1022,0,0.766,12.26,56.52,13.61
"2013-05-26 11:00:00",36,17.2,15.5,77.51,66.3,1021.373,0,1.106,4.835,35.43,13.6
"2013-05-26 12:00:00",37,17.85,16.58,70.21,64.12,1020.745,0,1.449,358.2,38.22,13.6
"2013-05-26 13:00:00",38,18.85,17.16,71.62,65.37,1019.52,0,1.484,355.3,42.2,13.59
"2013-05-26 14:00:00",39,18.72,17.98,69.79,63.27,1018.418,0,1.632,349,38.19,13.59
"2013-05-26 15:00:00",40,19.23,18.19,65.46,61.27,1018.054,0,2.145,21.06,29.44,13.59
"2013-05-26 16:00:00",41,19.42,17.74,71.55,62.29,1017.693,0,2.212,19.21,29.33,13.59
"2013-05-26 17:00:00",42,18.17,17.09,81.3,71.14,1017.838,0,2.144,18.76,25.75,13.59
"2013-05-26 18:00:00",43,17.43,15.96,94.2,80.8,1017.764,0,1.177,61.56,42.84,13.6
"2013-05-26 19:00:00",44,16.23,14.96,100.6,93.8,1018.122,0,0.831,88.2,19.88,13.59
"2013-05-26 20:00:00",45,15.31,14.63,104.2,100.1,1018.443,0,1.29,93.9,18.55,13.6
"2013-05-26 21:00:00",46,14.83,14.23,109.5,103.3,1018.515,0,0.404,72.99,21.07,13.6
"2013-05-26 22:00:00",47,14.57,13.55,114.1,109.1,1018.264,0,0.785,63.81,22.09,13.61
"2013-05-26 23:00:00",48,13.75,12.32,119.9,113.7,1017.895,0,0.328,86.6,16.87,13.61
"2013-05-27 00:00:00",49,12.6,11.78,123.8,119.3,1018.398,0,0.304,107.7,10.42,13.61
"2013-05-27 01:00:00",50,12.19,11.37,123.6,119.3,1017.652,0,0.677,71.11,23.59,13.61
"2013-05-27 02:00:00",51,11.78,11.37,119.8,117.5,1016.762,0,0.621,66.63,26.73,13.61
"2013-05-27 03:00:00",52,11.85,11.44,119.6,117.6,1016.387,0,0.229,139.6,37.96,13.61
"2013-05-27 04:00:00",53,11.78,11.17,120.9,119.3,1015.886,0,0.131,146.2,34.68,13.61
"2013-05-27 05:00:00",54,11.51,10.76,121.4,118,1015.51,0,0.402,200.5,24.76,13.61
"2013-05-27 06:00:00",55,11.44,10.76,118.3,115.9,1015.385,0,0.21,225.2,17.87,13.61
"2013-05-27 07:00:00",56,11.78,11.17,119.1,115.9,1015.51,0,0.171,0.637,35.74,13.61
"2013-05-27 08:00:00",57,11.78,11.23,118,116.7,1016.261,0,0.658,48.68,27.06,13.61
"2013-05-27 09:00:00",58,12.25,11.37,117.2,115.3,1016.459,0,1.064,42.05,18.51,13.61
"2013-05-27 10:00:00",59,13.87,11.98,115.8,103.8,1016.12,0,0.571,6.213,34.6,13.61
"2013-05-27 11:00:00",60,14.87,13.6,110.8,103.8,1015.63,0,0.827,12.54,41,13.61
"2013-05-27 12:00:00",61,16.57,14.6,107.7,84.1,1014.853,0,1.718,23.16,31.94,13.61
"2013-05-27 13:00:00",62,18.04,16.3,85.2,73.53,1013.377,0,2.744,25.38,24.1,13.62
"2013-05-27 14:00:00",63,18.97,17.82,76.43,70.18,1012.5,0,3.09,26.95,23.43,13.61
"2013-05-27 15:00:00",64,18.97,18.15,80.6,71.67,1011.875,0,2.887,23.12,26.89,13.61
"2013-05-27 16:00:00",65,18.97,17.95,85.6,76.29,1011.568,0,3.186,27.94,21.76,13.61
"2013-05-27 17:00:00",66,18.5,17.23,94.1,83,1011.6,0,2.829,28.51,24.08,13.6
"2013-05-27 18:00:00",67,17.44,16.16,104.9,93.4,1011.649,0,2.131,39.09,22.07,13.6
"2013-05-27 19:00:00",68,16.45,15.91,104.9,100.7,1011.865,0,1.658,50.27,26.3,13.61
"2013-05-27 20:00:00",69,16.46,15.98,102.5,98.8,1012.171,0,1.285,39.53,26.17,13.61
"2013-05-27 21:00:00",70,16.26,15.17,108.7,102.2,1011.684,0,0.729,50.33,26.42,13.61
"2013-05-27 22:00:00",71,15.37,14.56,115.2,108.1,1011.88,0,0.667,48.2,21.98,13.61
"2013-05-27 23:00:00",72,14.77,13.34,118,114.7,1011.504,0,0.613,37.51,22.02,13.61
"2013-05-28 00:00:00",73,13.61,12.32,121,117.7,1011.003,0,0.538,45.32,19.01,13.62
"2013-05-28 01:00:00",74,12.53,10.83,122.2,118.8,1010.807,0,0.249,102.5,31.13,13.61
"2013-05-28 02:00:00",75,11.1,9.34,124.8,121.7,1010.141,0,0.238,131.9,11.71,13.62
"2013-05-28 03:00:00",76,9.69,7.371,124.8,123.6,1009.891,0,0.305,113.4,18.41,13.62
"2013-05-28 04:00:00",77,7.643,6.487,124.3,122.6,1009.42,0,0.334,110.7,33.07,13.62
"2013-05-28 05:00:00",78,6.763,5.67,123.4,121.1,1009.532,0,0.38,113.8,26.03,13.62
"2013-05-28 06:00:00",79,6.216,5.126,125.2,122.1,1008.779,0,0.237,33.44,8.73,13.61
"2013-05-28 07:00:00",80,5.335,4.38,123.8,122.2,1009.306,0,0,0,0,13.62
"2013-05-28 08:00:00",81,4.72,4.174,123.5,122,1010.66,0,0,0,0,13.62
"2013-05-28 09:00:00",82,5.45,4.376,123.6,113.6,1011.132,0,0.226,29.37,9.42,13.62
"2013-05-28 10:00:00",83,7.894,5.246,113.8,105.5,1011.956,0,0.819,26.84,16.83,13.62
"2013-05-28 11:00:00",84,11.27,7.62,106.8,95.8,1011.278,0,0.785,357.2,39.18,13.62
"2013-05-28 12:00:00",85,12.84,11.07,104.9,94.5,1010.004,0,1.498,16.96,26.57,13.62
"2013-05-28 13:00:00",86,14.94,12.56,104.2,84,1008.725,0,1.529,7.012,35.1,13.62
"2013-05-28 14:00:00",87,15.89,14.53,92.2,82.3,1007.096,0,1.643,14.62,29.36,13.62
"2013-05-28 15:00:00",88,16.98,15.75,82.9,74.66,1007.221,0,2.278,29.21,23.56,13.62
"2013-05-28 16:00:00",89,16.84,16.16,88.2,76.42,1006.993,0,2.542,43.99,22.44,13.61
"2013-05-28 17:00:00",90,16.5,15.57,96.7,87.6,1006.233,0,2.119,41.13,27.61,13.61
"2013-05-28 18:00:00",91,16.11,15.23,106,94,1007.629,0,1.603,25.24,42.62,13.61
"2013-05-28 19:00:00",92,15.51,14.9,107.3,102.9,1008.305,0,2.062,27.28,22.09,13.61
"2013-05-28 20:00:00",93,18.3,14.9,103,63.74,1006.86,0,2.069,54.26,29.91,13.62
"2013-05-28 21:00:00",94,18.9,17.47,72.1,63.05,1004.606,0,1.461,81.5,51.2,13.62
"2013-05-28 22:00:00",95,18.97,17.27,78.56,63.32,1006.734,0,1.305,177,55.91,13.62
"2013-05-28 23:00:00",96,17.88,16.19,80.1,70.06,1005.921,0,0.546,108,48.73,13.62
"2013-05-29 00:00:00",97,16.54,15.37,103.7,79.73,1005.742,0,0.736,55.39,48.82,13.62
"2013-05-29 01:00:00",98,15.79,14.98,104.4,97.1,1005.495,0,0.784,38.93,24.5,13.62
"2013-05-29 02:00:00",99,15.93,15.11,105.3,97.8,1004.744,0,1.521,31.6,36.34,13.62
"2013-05-29 03:00:00",100,15.52,15.04,108.3,102.2,1004.618,0,2.046,22.25,31.38,13.62
"2013-05-29 04:00:00",101,15.86,14.98,102.5,92,1005.119,0,1.453,26.68,32.62,13.62
"2013-05-29 05:00:00",102,16,15.52,97.1,88.9,1005.37,0,1.715,28.65,31.56,13.62
"2013-05-29 06:00:00",103,15.93,15.32,97.8,89.1,1005.495,0,1.478,28.5,29.41,13.62
"2013-05-29 07:00:00",104,15.79,15.18,96.7,90.7,1006.121,0,1.324,35.81,24.42,13.62
"2013-05-29 08:00:00",105,16.47,15.32,92.5,79.67,1006.371,0,1.213,32.71,24.91,13.62
"2013-05-29 09:00:00",106,18.35,16.2,80.1,73.72,1007.416,0,2.591,23.85,19.16,13.62
"2013-05-29 10:00:00",107,19.13,18,77.28,72.52,1007.764,0,1.963,11.11,26.5,13.62
"2013-05-29 11:00:00",108,20.33,17.97,80.1,64.01,1006.5,0,2.005,4.517,33.29,13.62
"2013-05-29 12:00:00",109,22.13,19.64,69.43,58.13,1005.065,0,2.612,18.44,27.54,13.62
"2013-05-29 13:00:00",110,22.66,21.8,59.55,54.92,1003.868,0,3.074,24.94,27.77,13.62
"2013-05-29 14:00:00",111,23.01,22.26,56.96,54.32,1002.666,0,3.906,32.88,21.23,13.61
"2013-05-29 15:00:00",112,23.01,22.06,59.48,54.12,1002.42,0,3.81,28.53,21.14,13.61
"2013-05-29 16:00:00",113,22.74,21.39,62.81,58.33,1002.566,0,3.484,31.77,21.91,13.61
"2013-05-29 17:00:00",114,21.72,20.26,66.85,62.13,1002.75,0,2.725,45.28,28.77,13.6
"2013-05-29 18:00:00",115,20.47,19.07,75.72,66.24,1004.456,0,1.739,49.2,28.35,13.6
"2013-05-29 19:00:00",116,19.49,18.94,75.13,72.55,1005.71,0,1.43,181.1,77.1,13.61
"2013-05-29 20:00:00",117,19.42,15.29,115.5,71.66,1006.681,9.65,3.094,187.8,57.06,13.61
"2013-05-29 21:00:00",118,15.57,14.16,121,114.2,1005.353,2.286,1.532,47.61,48.24,13.61
"2013-05-29 22:00:00",119,15.18,14.16,114.4,92.2,1003.367,0.508,1.783,42.37,31.98,13.61
"2013-05-29 23:00:00",120,16.13,14.98,107,78.04,1005.244,0,2.055,13.01,49.65,13.61
"2013-05-30 00:00:00",121,15.45,14.36,109.9,103.8,1005.495,0,1.056,42.09,55.62,13.62
"2013-05-30 01:00:00",122,14.64,13.41,110.1,104.4,1006.496,0,0.419,110.1,37.24,13.62
"2013-05-30 02:00:00",123,13.68,12.73,110.2,108.5,1007.625,0,0.426,116.7,22.47,13.62
"2013-05-30 03:00:00",124,14.78,12.8,110.2,76.41,1008.272,0,0.76,143.3,30.96,13.61
"2013-05-30 04:00:00",125,14.91,14.1,85.5,76.96,1009.068,0,1.028,119.8,32.56,13.61
"2013-05-30 05:00:00",126,14.79,13.84,88,78.2,1010.016,0,0.585,96.9,62.79,13.62
"2013-05-30 06:00:00",127,15.74,13.91,79.29,57.38,1011.519,0,0.548,61.7,46.84,13.62
"2013-05-30 07:00:00",128,16.22,15.2,59.69,47.37,1013.272,0,0.783,336.3,62.76,13.62
"2013-05-30 08:00:00",129,15.61,14.93,54.72,47.85,1014.024,0,0.877,252.5,68.79,13.62
"2013-05-30 09:00:00",130,15.61,14.84,60.49,48.05,1014.651,0,0.628,228.6,37.76,13.62
"2013-05-30 10:00:00",131,16.3,14.77,60.35,50.81,1015.524,0,1.035,251.9,44.2,13.62
"2013-05-30 11:00:00",132,18.09,15.96,53.18,38.05,1015.446,0,1.23,269.1,47.94,13.62
"2013-05-30 12:00:00",133,18.88,17.95,42.32,33.56,1014.734,0,1.541,314.9,42.68,13.62
"2013-05-30 13:00:00",134,19.82,18.33,40.94,30.22,1013.914,0,1.784,321.7,43.48,13.62
"2013-05-30 14:00:00",135,19.96,19.14,39.93,31.64,1013.53,0,1.783,336.8,38.84,13.62
"2013-05-30 15:00:00",136,20.16,19.2,42.5,31.78,1013.469,0,1.629,333.6,45.92,13.62
"2013-05-30 16:00:00",137,20.16,19.41,41.07,31.3,1014.039,0,1.729,350.7,43.12,13.62
"2013-05-30 17:00:00",138,20.02,18.63,38.45,31.51,1014.636,0,1.53,334.3,37.47,13.61
"2013-05-30 18:00:00",139,18.98,17.93,40.11,34.66,1015.478,0,1.154,321.6,49.06,13.61
"2013-05-30 19:00:00",140,18.13,16.52,50.47,35.02,1015.869,0,0.414,280.6,44.35,13.6
"2013-05-30 20:00:00",141,16.73,15.57,62.99,50.33,1016.508,0,1.323,164.9,23.78,13.61
"2013-05-30 21:00:00",142,16.06,15.11,66.41,60.42,1016.901,0,1.985,167.4,24.47,13.61
"2013-05-30 22:00:00",143,15.66,14.36,67.57,59.95,1017.512,0,1.481,168.3,23.62,13.61
"2013-05-30 23:00:00",144,15.13,13.84,71.74,65.68,1018.156,0,1.392,159.7,26.43,13.62
"2013-05-31 00:00:00",145,14.04,12.82,80.6,71.6,1018.304,0,0.611,125.6,19.43,13.62
"2013-05-31 01:00:00",146,13.02,12.28,84.7,79.78,1018.478,0,0.873,137.2,22.44,13.61
"2013-05-31 02:00:00",147,12.62,11.27,85.8,79.58,1017.797,0,0.777,124,20.18,13.61
"2013-05-31 03:00:00",148,11.68,11,85.9,83.2,1018.173,0,0.883,132.5,19.29,13.61
"2013-05-31 04:00:00",149,11.34,10.52,83.7,79.95,1018.63,0,0.797,128.7,17.5,13.61
"2013-05-31 05:00:00",150,10.87,9.92,82.8,79.62,1018.441,0,0.585,122.5,15.3,13.61
"2013-05-31 06:00:00",151,10.2,9.72,85.1,82.5,1019.068,0,0.365,116.5,18.45,13.61
"2013-05-31 07:00:00",152,10.06,9.38,102.2,83.2,1019.338,0,0.2,118.8,13.69,13.61
"2013-05-31 08:00:00",153,9.79,9.24,106.3,101.6,1020.071,0,0.409,111.1,12.18,13.61
"2013-05-31 09:00:00",154,12.82,9.51,104.4,76.23,1020.926,0,0.39,100.2,16.95,13.61
"2013-05-31 10:00:00",155,15.8,12.61,76.37,59.54,1021.035,0,0.294,69.64,29.14,13.62
"2013-05-31 11:00:00",156,16.19,15.11,64.68,57.89,1020.5,0,1.023,5.836,32.19,13.63
"2013-05-31 12:00:00",157,17.53,15.77,59.38,43.61,1019.617,0,1.235,5.353,32.36,13.63
"2013-05-31 13:00:00",158,18.33,16.71,52.7,42.03,1018.357,0,1.886,14.91,28.71,13.62
"2013-05-31 14:00:00",159,18.96,18.06,47.88,39.93,1017.179,0,2.767,8.62,31.75,13.62
"2013-05-31 15:00:00",160,18.9,18.35,52.72,45.44,1016.75,0,3.247,22.12,27.56,13.62
"2013-05-31 16:00:00",161,18.83,17.96,56.6,50.68,1016.696,0,3.431,20.85,26.62,13.62
"2013-05-31 17:00:00",162,18.3,17.25,61.06,55.38,1016.853,0,2.665,28.4,28.39,13.62
"2013-05-31 18:00:00",163,17.45,16.72,66.32,60.85,1017.638,0,2.303,36.66,26.77,13.61
"2013-05-31 19:00:00",164,17.21,16.6,70.21,65.37,1017.861,0,1.676,33.81,28.1,13.61
"2013-05-31 20:00:00",165,16.95,16.54,70.49,67.29,1018.014,0,0.745,29.71,38.97,13.62
"2013-05-31 21:00:00",166,17.02,16.54,69.6,66.88,1017.889,0,0.336,84.4,62.48,13.62
"2013-05-31 22:00:00",167,17.02,16.4,74.84,69.13,1017.764,0,0.247,36.18,55.07,13.62
"2013-05-31 23:00:00",168,16.74,16.06,77.22,74.43,1017.638,0,0.566,35,47.58,13.62
"2013-06-01 00:00:00",169,16.61,16.13,78.31,76.75,1017.138,0,0.857,39.14,30.11,13.62
"2013-06-01 01:00:00",170,16.74,16.13,80.2,77.77,1017.012,0,0.453,174.5,77.54,13.62
"2013-06-01 02:00:00",171,16.81,16.13,80.3,76.68,1016.512,0,0.521,251.5,60.88,13.62
"2013-06-01 03:00:00",172,16.4,15.59,83.5,80.1,1015.76,0,0.813,30.64,45.09,13.62
"2013-06-01 04:00:00",173,16.07,15.45,85.6,80.2,1015.388,0,0.755,48.05,59.33,13.61
"2013-06-01 05:00:00",174,16.2,15.52,83.2,75.46,1015.019,0,0.69,52.65,72.16,13.61
"2013-06-01 06:00:00",175,16.54,15.72,78.79,73.75,1015.385,0,1.031,1.436,80.9,13.62
"2013-06-01 07:00:00",176,16.34,15.66,80.5,75.66,1015.39,0,1.106,1.594,58.65,13.62
"2013-06-01 08:00:00",177,17.22,16.06,75.73,71.99,1016.011,0,1.451,32.95,44.61,13.62
"2013-06-01 09:00:00",178,18.09,16.81,75.52,70.47,1015.87,0,2.046,37.62,29.88,13.62
"2013-06-01 10:00:00",179,19.39,17.88,71.55,65.77,1016.197,0,1.226,60.76,62.16,13.62
"2013-06-01 11:00:00",180,20.4,18.91,67.61,62.03,1015.626,0,2.499,31.79,32.75,13.62
"2013-06-01 12:00:00",181,20.98,20.12,65.35,61.26,1014.109,0,2.32,23.51,32.83,13.62
"2013-06-01 13:00:00",182,21.61,20.24,65.54,60.93,1013.236,0,2.727,36.53,26.51,13.62
"2013-06-01 14:00:00",183,22.54,21.12,63.02,58.19,1012.418,0,2.742,23.81,25.42,13.62
"2013-06-01 15:00:00",184,22.6,21.05,65.89,58.53,1012.054,0,2.381,25.71,26.04,13.62
"2013-06-01 16:00:00",185,21.47,20.13,68.15,64.66,1012.329,0,1.728,18.63,22.08,13.61
"2013-06-01 17:00:00",186,20.41,17.38,74.03,67.81,1013.212,0,2.668,7.667,98.9,13.61
"2013-06-01 18:00:00",187,17.66,15.17,110.4,72.55,1014.062,1.27,3.13,209.6,30.73,13.61
"2013-06-01 19:00:00",188,15.37,13.89,117.6,108.6,1013.765,2.286,2.568,213.7,35.12,13.61
"2013-06-01 20:00:00",189,14.16,12.74,126.5,111.9,1015.139,11.68,2.82,183,44.04,13.61
"2013-06-01 21:00:00",190,13.02,10.57,129.8,126.2,1014.523,8.89,1.181,149.4,60.98,13.62
"2013-06-01 22:00:00",191,10.77,8.26,131,129.2,1014.149,5.588,0.387,24.73,33.81,13.62
"2013-06-01 23:00:00",192,8.46,5.057,131.6,130.5,1013.648,6.604,1.018,2.542,53.08,13.62
"2013-06-02 00:00:00",193,5.329,3.083,131.6,131,1012.646,0.508,0.764,23.75,54.61,13.62
"2013-06-02 01:00:00",194,3.287,2.403,131.7,131.1,1011.644,0.762,0.915,19.3,24.24,13.62
"2013-06-02 02:00:00",195,2.743,2.127,131.9,130.9,1012.373,0.508,1.035,359.1,48.94,13.62
"2013-06-02 03:00:00",196,2.401,1.988,131.6,129.6,1012.587,1.016,1.621,27.12,78.26,13.62
"2013-06-02 04:00:00",197,2.328,1.917,129.8,127,1010.933,0,1.388,40.15,44.43,13.62
"2013-06-02 05:00:00",198,2.259,1.776,128.3,126.9,1010.377,0,1.366,29.72,31.99,13.62
"2013-06-02 06:00:00",199,2.117,1.708,129.8,127.9,1011.143,0.254,0.818,13.85,47.83,13.62
"2013-06-02 07:00:00",200,2.049,1.436,130.2,127.6,1011.504,0,1.04,19.61,21.66,13.62
"2013-06-02 08:00:00",201,1.777,1.368,130.1,127.8,1012.895,0,0.433,59.99,72.87,13.62
"2013-06-02 09:00:00",202,1.708,1.095,130.6,129.6,1013.632,0,0.349,165.5,45.45,13.62
"2013-06-02 10:00:00",203,1.701,1.095,130.4,127.4,1014.059,0,0.032,301.1,24.21,13.62
"2013-06-02 11:00:00",204,2.568,1.422,127.8,118.4,1014.266,0,0.31,271.1,27.6,13.62
"2013-06-02 12:00:00",205,4.871,2.227,119.8,110.3,1014.066,0,0.657,226.7,27.68,13.63
"2013-06-02 13:00:00",206,12.03,4.665,111.4,77.37,1013.556,0,0.567,257.3,36.41,13.63
"2013-06-02 14:00:00",207,13.99,11.89,99.8,75.93,1012.985,0,1.011,354.4,40.78,13.62
"2013-06-02 15:00:00",208,14.67,13.72,102.2,89.2,1013.694,0,0.895,354.2,34.42,13.62
"2013-06-02 16:00:00",209,14.65,14.09,101,96.8,1013.965,0,0.742,2.357,29.08,13.62
"2013-06-02 17:00:00",210,14.72,14.12,107.4,96.9,1014.227,0,0.722,30.48,28.35,13.62
"2013-06-02 18:00:00",211,14.46,13.51,112.5,106.7,1014.864,0,0.288,333.8,25.81,13.62
"2013-06-02 19:00:00",212,13.85,12.24,120.5,110.5,1015.995,0,0.668,144.5,23,13.62
"2013-06-02 20:00:00",213,12.51,11.77,122.1,116.5,1016.941,0,2.201,230.3,34.56,13.62
"2013-06-02 21:00:00",214,13.14,11.63,117,92.3,1017.502,0,2.977,236.1,26.17,13.62
"2013-06-02 22:00:00",215,14.02,12.93,92.3,82.8,1018.014,0,3.245,219,18.01,13.62
"2013-06-02 23:00:00",216,14.57,13.82,85.2,80.8,1017.764,0,2.983,219.7,17.35,13.62
"2013-06-03 00:00:00",217,14.57,14.16,86.9,81.8,1017.653,0,2.989,209.6,18.38,13.62
"2013-06-03 01:00:00",218,14.43,13.48,98.9,86.8,1017.676,0,2.113,175.7,20.08,13.62
"2013-06-03 02:00:00",219,14.7,13.42,99.8,79.47,1018.285,0,2.221,206.2,29.67,13.62
"2013-06-03 03:00:00",220,14.84,14.43,86.1,79.88,1018.265,0,3.524,218.2,18.99,13.62
"2013-06-03 04:00:00",221,14.84,14.16,87.9,82.5,1018.301,0,3.421,210.3,18.53,13.62
"2013-06-03 05:00:00",222,14.57,13.9,89.4,87,1018.397,0,3.053,206.4,19.05,13.62
"2013-06-03 06:00:00",223,14.18,13.77,88.2,84.1,1019.033,0,3.156,202.9,16.26,13.62
"2013-06-03 07:00:00",224,14.25,13.84,85.8,83.1,1019.659,0,3.136,205.7,17.59,13.62
"2013-06-03 08:00:00",225,14.52,13.84,95.6,82.9,1020.911,0,2.464,197,18.91,13.62
"2013-06-03 09:00:00",226,15.45,13.7,99.9,80.7,1021.269,0,1.321,182.5,33.4,13.62
"2013-06-03 10:00:00",227,17.09,15.17,80.9,62.73,1021.448,0,0.664,74.64,38.01,13.62
"2013-06-03 11:00:00",228,17.74,16.59,66.3,61.82,1020.75,0,1.423,20.36,28.82,13.63
"2013-06-03 12:00:00",229,19.28,17.4,63.72,53.3,1019.911,0,1.363,0.158,29.79,13.62
"2013-06-03 13:00:00",230,20.08,18.8,62.05,54.18,1019.269,0,1.381,352.8,31.31,13.62
"2013-06-03 14:00:00",231,20.95,18.18,68.35,55.52,1019.089,0,2.121,189.1,78.33,13.62
"2013-06-03 15:00:00",232,18.52,17.19,70.08,66.4,1018.889,0,2.153,149.2,64.61,13.61
"2013-06-03 16:00:00",233,17.5,16.81,70.9,67.97,1018.902,0,1.984,188.7,45.94,13.61
"2013-06-03 17:00:00",234,17.31,16.16,76.7,70.29,1019.361,0,1.757,193.9,40.71,13.61
"2013-06-03 18:00:00",235,16.51,15.37,82.4,75.75,1019.928,0,1.789,217.1,40.71,13.61
"2013-06-03 19:00:00",236,15.71,14.98,83.8,81.5,1020.518,0,1.209,240.2,37.32,13.62
"2013-06-03 20:00:00",237,15.25,14.36,89.5,82.1,1020.893,0,0.531,144.3,57.52,13.62
"2013-06-03 21:00:00",238,14.78,14.23,89.1,81.4,1021.315,0,0.614,123,37.61,13.61
"2013-06-03 22:00:00",239,15.19,14.3,82.4,76.49,1021.468,0,0.928,176.2,49.61,13.62
"2013-06-03 23:00:00",240,15.26,14.84,80.8,76.35,1021.799,0,0.325,126.1,48.56,13.62
"2013-06-04 00:00:00",241,15.19,14.71,82,79.21,1021.58,0,1.051,180.7,39.91,13.62
"2013-06-04 01:00:00",242,15.2,14.71,81.2,77.1,1021.502,0,1.378,134,27.26,13.62
"2013-06-04 02:00:00",243,15.26,14.44,84.4,76.97,1020.873,0,0.314,105.4,36.95,13.62
"2013-06-04 03:00:00",244,14.65,12.82,102.8,84.3,1020.786,0,0.511,100,37.25,13.62
"2013-06-04 04:00:00",245,13.09,12.21,112.9,102.6,1020.445,0,0.42,110.1,25.09,13.62
"2013-06-04 05:00:00",246,12.48,11.4,119.7,112.7,1020.607,0,0.26,122.6,12.85,13.62
"2013-06-04 06:00:00",247,11.74,10.37,123.7,119.6,1021.123,0,0.263,111.4,21.15,13.62
"2013-06-04 07:00:00",248,10.58,8.95,125.6,123,1021.305,0,0.176,77.85,26.11,13.61
"2013-06-04 08:00:00",249,9.29,8.13,128.8,125,1021.788,0,0.472,60.85,35.89,13.62
"2013-06-04 09:00:00",250,8.67,8.13,127.3,120.1,1021.929,0,1.114,29.36,35.52,13.62
"2013-06-04 10:00:00",251,11.76,8.32,121.9,91.8,1022.597,0,1.075,10.09,30.89,13.62
